species	cell_hits
Pionus menstruus_Blue-headed Parrot	69
Ramphocelus carbo_Silver-beaked Tanager	69
Rhytipterna simplex_Grayish Mourner	69
Spinus psaltria_Lesser Goldfinch	69
Sula sula_Red-footed Booby	69
Antrostomus rufus_Rufous Nightjar	68
Chloroceryle aenea_American Pygmy Kingfisher	68
Colaptes melanochloros_Green-barred Woodpecker	68
Dendroplex picus_Straight-billed Woodcreeper	68
Heliornis fulica_Sungrebe	68
Heliothryx auritus_Black-eared Fairy	68
Metriopelia melanoptera_Black-winged Ground Dove	68
Phaethornis ruber_Reddish Hermit	68
Piprites chloris_Wing-barred Piprites	68
Pitangus lictor_Lesser Kiskadee	68
Accipiter superciliosus_Tiny Hawk	67
Chaetura meridionalis_Sick's Swift	67
Coryphospingus cucullatus_Red-crested Finch	67
Dryobates passerinus_Little Woodpecker	67
Egretta rufescens_Reddish Egret	67
Euphonia violacea_Violaceous Euphonia	67
Harpagus diodon_Rufous-thighed Kite	67
Larus argentatus_Herring Gull	67
Loriotus cristatus_Flame-crested Tanager	67
Myiobius atricaudus_Black-tailed Flycatcher	67
Nengetus cinereus_Gray Monjita	67
Sublegatus modestus_Southern Scrub-Flycatcher	67
Sula dactylatra_Masked Booby	67
Trogon viridis_Green-backed Trogon	67
Cacicus solitarius_Solitary Black Cacique	66
Chaetura pelagica_Chimney Swift	66
Chrysomus ruficapillus_Chestnut-capped Blackbird	66
Creagrus furcatus_Swallow-tailed Gull	66
Formicarius colma_Rufous-capped Antthrush	66
Glyphorynchus spirurus_Wedge-billed Woodcreeper	66
Nyctibius grandis_Great Potoo	66
Pachyramphus marginatus_Black-capped Becard	66
Pachyramphus validus_Crested Becard	66
Patagioenas picazuro_Picazuro Pigeon	66
Pheucticus ludovicianus_Rose-breasted Grosbeak	66
Tachycineta bicolor_Tree Swallow	66
Thinocorus orbignyianus_Gray-breasted Seedsnipe	66
Thlypopsis sordida_Orange-headed Tanager	66
Asthenes pyrrholeuca_Sharp-billed Canastero	65
Contopus virens_Eastern Wood-Pewee	65
Passerina cyanea_Indigo Bunting	65
