species	cell_hits
Patagioenas nigrirostris_Short-billed Pigeon	13
Piranga bidentata_Flame-colored Tanager	13
Pygochelidon cyanoleuca_Blue-and-white Swallow	13
Rhynchocyclus brevirostris_Eye-ringed Flatbill	13
Saltator striatipectus_Streaked Saltator	13
Thraupis abbas_Yellow-winged Tanager	13
Trogon massena_Slaty-tailed Trogon	13
Xiphorhynchus flavigaster_Ivory-billed Woodcreeper	13
Zonotrichia capensis_Rufous-collared Sparrow	13
Aimophila rufescens_Rusty Sparrow	12
Antrostomus arizonae_Mexican Whip-poor-will	12
Aulacorhynchus prasinus_Northern Emerald-Toucanet	12
Campylorhynchus zonatus_Band-backed Wren	12
Ceratopipra mentalis_Red-capped Manakin	12
Chaetura cinereiventris_Gray-rumped Swift	12
Chlorophonia elegantissima_Elegant Euphonia	12
Coccyzus melacoryphus_Dark-billed Cuckoo	12
Colibri thalassinus_Mexican Violetear	12
Dendrocincla fuliginosa_Plain-brown Woodcreeper	12
Euphonia hirundinacea_Yellow-throated Euphonia	12
Geococcyx velox_Lesser Roadrunner	12
Grallaria guatimalensis_Scaled Antpitta	12
Hylophilus flavipes_Scrub Greenlet	12
Laterallus ruber_Ruddy Crake	12
Lepidocolaptes affinis_Spot-crowned Woodcreeper	12
Leptopogon amaurocephalus_Sepia-capped Flycatcher	12
Mareca strepera_Gadwall	12
Margarops fuscatus_Pearly-eyed Thrasher	12
Notharchus hyperrhynchus_White-necked Puffbird	12
Numenius americanus_Long-billed Curlew	12
Pachyramphus major_Gray-collared Becard	12
Peucaea botterii_Botteri's Sparrow	12
Peucaea ruficauda_Stripe-headed Sparrow	12
Pionus senilis_White-crowned Parrot	12
Poecilotriccus sylvia_Slate-headed Tody-Flycatcher	12
Polioptila albiloris_White-lored Gnatcatcher	12
Setophaga cerulea_Cerulean Warbler	12
Setophaga pinus_Pine Warbler	12
Sicalis luteola_Grassland Yellow-Finch	12
Spinus notatus_Black-headed Siskin	12
Sporophila nigricollis_Yellow-bellied Seedeater	12
Stilpnia larvata_Golden-hooded Tanager	12
Tachyphonus rufus_White-lined Tanager	12
Thryothorus ludovicianus_Carolina Wren	12
Trogon elegans_Elegant Trogon	12
Zenaida auriculata_Eared Dove	12
Accipiter bicolor_Bicolored Hawk	11
Amazona ochrocephala_Yellow-crowned Parrot	11
Anabacerthia variegaticeps_Scaly-throated Foliage-gleaner	11
Anthus rubescens_American Pipit	11
Aramides albiventris_Russet-naped Wood-Rail	11
Arremonops rufivirgatus_Olive Sparrow	11
Atlapetes albinucha_White-naped Brushfinch	11
Aythya americana_Redhead	11
Basileuterus belli_Golden-browed Warbler	11
Busarellus nigricollis_Black-collared Hawk	11
Cantorchilus modestus_Cabanis's Wren	11
Catharus frantzii_Ruddy-capped Nightingale-Thrush	11
Chlorestes eliciae_Blue-throated Goldentail	11
Coccyzus erythropthalmus_Black-billed Cuckoo	11
Contopus pertinax_Greater Pewee	11
Corvus nasicus_Cuban Crow	11
Dendrocincla homochroa_Ruddy Woodcreeper	11
Dendrocolaptes picumnus_Black-banded Woodcreeper	11
Dryobates scalaris_Ladder-backed Woodpecker	11
Empidonax hammondii_Hammond's Flycatcher	11
Euphonia laniirostris_Thick-billed Euphonia	11
Formicarius analis_Black-faced Antthrush	11
Icterus pectoralis_Spot-breasted Oriole	11
Icterus wagleri_Black-vented Oriole	11
Lampornis amethystinus_Amethyst-throated Mountain-gem	11
Mesembrinibis cayennensis_Green Ibis	11
Morococcyx erythropygus_Lesser Ground-Cuckoo	11
Ortalis vetula_Plain Chachalaca	11
Phaethon lepturus_White-tailed Tropicbird	11
Phaetusa simplex_Large-billed Tern	11
Pheugopedius maculipectus_Spot-breasted Wren	11
Pionus menstruus_Blue-headed Parrot	11
Plegadis chihi_White-faced Ibis	11
Poliocrania exsul_Chestnut-backed Antbird	11
Psarocolius montezuma_Montezuma Oropendola	11
Pulsatrix perspicillata_Spectacled Owl	11
Quiscalus niger_Greater Antillean Grackle	11
Quiscalus quiscula_Common Grackle	11
Salpinctes obsoletus_Rock Wren	11
Setophaga occidentalis_Hermit Warbler	11
Sporophila corvina_Variable Seedeater	11
Stercorarius parasiticus_Parasitic Jaeger	11
Terenotriccus erythrurus_Ruddy-tailed Flycatcher	11
Trogon rufus_Black-throated Trogon	11
Amazona oratrix_Yellow-headed Parrot	10
Anas fulvigula_Mottled Duck	10
Aramides axillaris_Rufous-necked Wood-Rail	10
Basilinna leucotis_White-eared Hummingbird	10
Buteo lineatus_Red-shouldered Hawk	10
Buteo nitidus_Gray-lined Hawk	10
Buteogallus meridionalis_Savanna Hawk	10
Calidris bairdii_Baird's Sandpiper	10
Campylopterus hemileucurus_Violet Sabrewing	10
Chlorestes candida_White-bellied Emerald	10
Cistothorus palustris_Marsh Wren	10
Colibri delphinae_Brown Violetear	10
Corthylio calendula_Ruby-crowned Kinglet	10
Cyanocitta stelleri_Steller's Jay	10
Dactylortyx thoracicus_Singing Quail	10
Elaenia chiriquensis_Lesser Elaenia	10
Empidonax albigularis_White-throated Flycatcher	10
Empidonax fulvifrons_Buff-breasted Flycatcher	10
Eugenes fulgens_Rivoli's Hummingbird	10
Eupsittula canicularis_Orange-fronted Parakeet	10
Forpus passerinus_Green-rumped Parrotlet	10
Icterus cucullatus_Hooded Oriole	10
Icterus prosthemelas_Black-cowled Oriole	10
Jabiru mycteria_Jabiru	10
Jacana jacana_Wattled Jacana	10
Laterallus albigularis_White-throated Crake	10
Leiothlypis celata_Orange-crowned Warbler	10
Leptotila jamaicensis_Caribbean Dove	10
Leptotila plumbeiceps_Gray-headed Dove	10
Megascops guatemalae_Middle American Screech-Owl	10
Microcerculus marginatus_Scaly-breasted Wren	10
Microrhopias quixensis_Dot-winged Antwren	10
Mionectes olivaceus_Olive-striped Flycatcher	10
Myadestes occidentalis_Brown-backed Solitaire	10
Myioborus pictus_Painted Redstart	10
Myiothlypis fulvicauda_Buff-rumped Warbler	10
Myiozetetes cayanensis_Rusty-margined Flycatcher	10
Nyctibius grandis_Great Potoo	10
Oncostoma cinereigulare_Northern Bentbill	10
Oreothlypis superciliosa_Crescent-chested Warbler	10
Pachyramphus cinnamomeus_Cinnamon Becard	10
Pardirallus maculatus_Spotted Rail	10
Peucedramus taeniatus_Olive Warbler	10
Phaeomyias murina_Mouse-colored Tyrannulet	10
Phaethornis guy_Green Hermit	10
Piranga ludoviciana_Western Tanager	10
Psarocolius decumanus_Crested Oropendola	10
Psarocolius wagleri_Chestnut-headed Oropendola	10
Sayornis phoebe_Eastern Phoebe	10
Setophaga graciae_Grace's Warbler	10
Setophaga townsendi_Townsend's Warbler	10
Spindalis zena_Western Spindalis	10
Sporophila funerea_Thick-billed Seed-Finch	10
Tachycineta thalassina_Violet-green Swallow	10
Thalurania colombica_Crowned Woodnymph	10
