species	cell_hits
Tachybaptus ruficollis_Little Grebe	64
Ixoreus naevius_Varied Thrush	63
Picus viridis_Eurasian Green Woodpecker	63
Sayornis saya_Say's Phoebe	63
Arenaria melanocephala_Black Turnstone	62
Thalasseus sandvicensis_Sandwich Tern	62
Anas rubripes_American Black Duck	61
Larus brachyrhynchus_Short-billed Gull	61
Tadorna ferruginea_Ruddy Shelduck	61
Catharus ustulatus_Swainson's Thrush	60
Falco sparverius_American Kestrel	59
Aix galericulata_Mandarin Duck	58
Hydrobates leucorhous_Leach's Storm-Petrel	58
Parkesia noveboracensis_Northern Waterthrush	58
Perisoreus canadensis_Canada Jay	58
Turdus merula_Eurasian Blackbird	58
Ciconia nigra_Black Stork	57
Cinclus mexicanus_American Dipper	56
Empidonax alnorum_Alder Flycatcher	56
Bartramia longicauda_Upland Sandpiper	55
Melospiza lincolnii_Lincoln's Sparrow	55
Ardea alba_Great Egret	54
Turdus atrogularis_Black-throated Thrush	54
Acrocephalus arundinaceus_Great Reed Warbler	53
Bucephala islandica_Barrow's Goldeneye	53
Limosa haemastica_Hudsonian Godwit	53
Poecile hudsonicus_Boreal Chickadee	52
Euphagus carolinus_Rusty Blackbird	50
Aythya collaris_Ring-necked Duck	48
Burhinus oedicnemus_Eurasian Thick-knee	48
Chlidonias hybrida_Whiskered Tern	48
Circaetus gallicus_Short-toed Snake-Eagle	48
Corthylio calendula_Ruby-crowned Kinglet	48
Platalea leucorodia_Eurasian Spoonbill	48
Acrocephalus agricola_Paddyfield Warbler	47
Acrocephalus melanopogon_Moustached Warbler	47
Alaudala heinei_Turkestan Short-toed Lark	47
Apus melba_Alpine Swift	47
Ardea purpurea_Purple Heron	47
Ardeola ralloides_Squacco Heron	47
Cercotrichas galactotes_Rufous-tailed Scrub-Robin	47
Cettia cetti_Cetti's Warbler	47
Charadrius alexandrinus_Kentish Plover	47
Chroicocephalus genei_Slender-billed Gull	47
Ciconia ciconia_White Stork	47
Coracias garrulus_European Roller	47
Egretta garzetta_Little Egret	47
Emberiza calandra_Corn Bunting	47
Emberiza melanocephala_Black-headed Bunting	47
Falco naumanni_Lesser Kestrel	47
Galerida cristata_Crested Lark	47
Gelochelidon nilotica_Gull-billed Tern	47
Glareola pratincola_Collared Pratincole	47
Hieraaetus pennatus_Booted Eagle	47
Iduna pallida_Eastern Olivaceous Warbler	47
Lanius minor_Lesser Gray Shrike	47
Luscinia megarhynchos_Common Nightingale	47
Merops persicus_Blue-cheeked Bee-eater	47
Monticola saxatilis_Rufous-tailed Rock-Thrush	47
Nycticorax nycticorax_Black-crowned Night-Heron	47
Oenanthe melanoleuca_Eastern Black-eared Wheatear	47
Oenanthe pleschanka_Pied Wheatear	47
Pastor roseus_Rosy Starling	47
Plegadis falcinellus_Glossy Ibis	47
Setophaga striata_Blackpoll Warbler	47
Tetraogallus caucasicus_Caucasian Snowcock	47
Zapornia parva_Little Crake	47
Acrocephalus paludicola_Aquatic Warbler	46
Aegypius monachus_Cinereous Vulture	46
Alectoris chukar_Chukar	46
Anthus campestris_Tawny Pipit	46
Aquila nipalensis_Steppe Eagle	46
Aythya americana_Redhead	46
Bubulcus ibis_Cattle Egret	46
Calandrella brachydactyla_Greater Short-toed Lark	46
Carpodacus rubicilla_Great Rosefinch	46
Clanga pomarina_Lesser Spotted Eagle	46
Emberiza cia_Rock Bunting	46
Ficedula albicollis_Collared Flycatcher	46
Ichthyaetus melanocephalus_Mediterranean Gull	46
Iduna rama_Sykes's Warbler	46
Ixobrychus minutus_Little Bittern	46
Locustella luscinioides_Savi's Warbler	46
Melanocorypha calandra_Calandra Lark	46
Oenanthe isabellina_Isabelline Wheatear	46
Phylloscopus sindianus_Mountain Chiffchaff	46
Pterocles orientalis_Black-bellied Sandgrouse	46
Ptyonoprogne rupestris_Eurasian Crag-Martin	46
Pyrrhocorax graculus_Yellow-billed Chough	46
Pyrrhocorax pyrrhocorax_Red-billed Chough	46
Sitta krueperi_Krüper's Nuthatch	46
Tetrax tetrax_Little Bustard	46
Aythya nyroca_Ferruginous Duck	45
Bubo virginianus_Great Horned Owl	45
Canachites canadensis_Spruce Grouse	45
Certhia brachydactyla_Short-toed Treecreeper	45
Emberiza bruniceps_Red-headed Bunting	45
Regulus ignicapilla_Common Firecrest	45
Aythya valisineria_Canvasback	44
Picoides dorsalis_American Three-toed Woodpecker	44
Accipiter badius_Shikra	43
Anser indicus_Bar-headed Goose	43
