species	cell_hits
Myophonus caeruleus_Blue Whistling-Thrush	34
Numenius phaeopus_Whimbrel	34
Phylloscopus humei_Hume's Warbler	34
Serinus pusillus_Fire-fronted Serin	34
Syrrhaptes paradoxus_Pallas's Sandgrouse	34
Anthus cervinus_Red-throated Pipit	33
Ardea purpurea_Purple Heron	33
Carpodacus rubicilla_Great Rosefinch	33
Corvus corone_Carrion Crow	33
Dryobates minor_Lesser Spotted Woodpecker	33
Emberiza cioides_Meadow Bunting	33
Mycerobas carnipes_White-winged Grosbeak	33
Oriolus kundoo_Indian Golden Oriole	33
Passer ammodendri_Saxaul Sparrow	33
Phalaropus lobatus_Red-necked Phalarope	33
Podiceps grisegena_Red-necked Grebe	33
Prunella fulvescens_Brown Accentor	33
Rhodospiza obsoleta_Desert Finch	33
Apus melba_Alpine Swift	32
Aythya marila_Greater Scaup	32
Carpodacus sibiricus_Long-tailed Rosefinch	32
Leptopoecile sophiae_White-browed Tit-Warbler	32
Acrocephalus schoenobaenus_Sedge Warbler	31
Alaudala cheleensis_Asian Short-toed Lark	31
Buteo japonicus_Eastern Buzzard	31
Calidris falcinellus_Broad-billed Sandpiper	31
Dendrocopos leucotos_White-backed Woodpecker	31
Dryocopus martius_Black Woodpecker	31
Emberiza stewarti_White-capped Bunting	31
Hydrocoloeus minutus_Little Gull	31
Larus argentatus_Herring Gull	31
Larus fuscus_Lesser Black-backed Gull	31
Limosa lapponica_Bar-tailed Godwit	31
Lymnocryptes minimus_Jack Snipe	31
Perdix perdix_Gray Partridge	31
Phylloscopus borealis_Arctic Warbler	31
Picus canus_Gray-headed Woodpecker	31
Porzana porzana_Spotted Crake	31
Saxicola caprata_Pied Bushchat	31
Saxicola rubetra_Whinchat	31
Terpsiphone paradisi_Indian Paradise-Flycatcher	31
Turdus iliacus_Redwing	31
Zapornia parva_Little Crake	31
Acrocephalus palustris_Marsh Warbler	30
Alaudala heinei_Turkestan Short-toed Lark	30
Bubo scandiacus_Snowy Owl	30
Calliope calliope_Siberian Rubythroat	30
Ficedula albicollis_Collared Flycatcher	30
Ficedula hypoleuca_European Pied Flycatcher	30
Ficedula parva_Red-breasted Flycatcher	30
Gavia arctica_Arctic Loon	30
Hippolais icterina_Icterine Warbler	30
Hippolais languida_Upcher's Warbler	30
Irania gutturalis_White-throated Robin	30
Luscinia luscinia_Thrush Nightingale	30
Lyrurus tetrix_Black Grouse	30
Mergus serrator_Red-breasted Merganser	30
Merops persicus_Blue-cheeked Bee-eater	30
Pernis apivorus_European Honey-buzzard	30
Phoenicopterus roseus_Greater Flamingo	30
Phylloscopus sibilatrix_Wood Warbler	30
Phylloscopus sindianus_Mountain Chiffchaff	30
Phylloscopus trochilus_Willow Warbler	30
Plectrophenax nivalis_Snow Bunting	30
Plegadis falcinellus_Glossy Ibis	30
Pterocles alchata_Pin-tailed Sandgrouse	30
Remiz pendulinus_Eurasian Penduline-Tit	30
Scotocerca inquieta_Scrub Warbler	30
Strix uralensis_Ural Owl	30
Sylvia borin_Garden Warbler	30
Anser fabalis_Taiga Bean-Goose	29
Ciconia ciconia_White Stork	29
Corvus ruficollis_Brown-necked Raven	29
Curruca crassirostris_Eastern Orphean Warbler	29
Cyanistes caeruleus_Eurasian Blue Tit	29
Dendrocopos leucopterus_White-winged Woodpecker	29
Pluvialis apricaria_European Golden-Plover	29
Prunella modularis_Dunnock	29
Strix aluco_Tawny Owl	29
Thalasseus sandvicensis_Sandwich Tern	29
Vanellus leucurus_White-tailed Lapwing	29
Acanthis hornemanni_Hoary Redpoll	28
Ficedula semitorquata_Semicollared Flycatcher	28
Sitta tephronota_Eastern Rock Nuthatch	28
Surnia ulula_Northern Hawk Owl	28
Sylvia atricapilla_Eurasian Blackcap	28
Anser erythropus_Lesser White-fronted Goose	27
Lagopus muta_Rock Ptarmigan	27
Lanius borealis_Northern Shrike	27
Phylloscopus proregulus_Pallas's Leaf Warbler	27
Cygnus columbianus_Tundra Swan	26
Garrulus glandarius_Eurasian Jay	26
Ardeola ralloides_Squacco Heron	25
Pinicola enucleator_Pine Grosbeak	25
Stercorarius pomarinus_Pomarine Jaeger	25
Anser serrirostris_Tundra Bean-Goose	24
Gavia stellata_Red-throated Loon	24
Helopsaltes certhiola_Pallas's Grasshopper Warbler	24
Lophophanes cristatus_Crested Tit	24
Poecile palustris_Marsh Tit	24
Locustella fluviatilis_River Warbler	23
Phylloscopus fuscatus_Dusky Warbler	23
Turdus ruficollis_Red-throated Thrush	23
Calidris canutus_Red Knot	22
Emberiza melanocephala_Black-headed Bunting	22
Emberiza pusilla_Little Bunting	22
Locustella lanceolata_Lanceolated Warbler	22
Lullula arborea_Wood Lark	22
Motacilla tschutschensis_Eastern Yellow Wagtail	22
Periparus rufonuchalis_Rufous-naped Tit	22
Acrocephalus paludicola_Aquatic Warbler	21
Anthus hodgsoni_Olive-backed Pipit	20
Apus pacificus_Pacific Swift	20
Emberiza pallasi_Pallas's Bunting	20
Gallinago media_Great Snipe	20
Glaucidium passerinum_Eurasian Pygmy-Owl	20
Melanitta nigra_Common Scoter	20
Oenanthe melanoleuca_Eastern Black-eared Wheatear	20
Perisoreus infaustus_Siberian Jay	20
Poecile cinctus_Gray-headed Chickadee	20
Zoothera aurea_White's Thrush	20
Anser indicus_Bar-headed Goose	19
Ichthyaetus melanocephalus_Mediterranean Gull	19
Phalaropus fulicarius_Red Phalarope	19
Phylloscopus occipitalis_Western Crowned Warbler	19
Podoces hendersoni_Mongolian Ground-Jay	19
Tetrao urogallus_Western Capercaillie	19
Tetrastes bonasia_Hazel Grouse	19
Turdus eunomus_Dusky Thrush	19
Clanga pomarina_Lesser Spotted Eagle	18
Lagopus lagopus_Willow Ptarmigan	18
