species	cell_hits
Porzana porzana_Spotted Crake	86
Saxicola rubetra_Whinchat	86
Vanellus coronatus_Crowned Lapwing	86
Centropus monachus_Blue-headed Coucal	85
Charadrius alexandrinus_Kentish Plover	85
Falco tinnunculus_Eurasian Kestrel	85
Turdus pelios_African Thrush	85
Zosterops senegalensis_Northern Yellow White-eye	85
Atimastillas flavicollis_Yellow-throated Greenbul	84
Lanius humeralis_Northern Fiscal	84
Platysteira cyanea_Brown-throated Wattle-eye	84
Salpornis salvadori_African Spotted Creeper	84
Bradypterus baboecala_Little Rush Warbler	83
Cossypha niveicapilla_Snowy-crowned Robin-Chat	83
Halcyon malimbica_Blue-breasted Kingfisher	83
Pachyphantes superciliosus_Compact Weaver	83
Phoenicurus phoenicurus_Common Redstart	83
Ploceus velatus_Southern Masked-Weaver	83
Sarothrura elegans_Buff-spotted Flufftail	83
Charadrius dubius_Little Ringed Plover	82
Cisticola chiniana_Rattling Cisticola	82
Cisticola marginatus_Winding Cisticola	82
Corvus capensis_Cape Crow	82
Eurillas virens_Little Greenbul	82
Gallinago gallinago_Common Snipe	82
Lamprotornis splendidus_Splendid Starling	82
Smithornis capensis_African Broadbill	82
Bubo africanus_Spotted Eagle-Owl	81
Crithagra sulphurata_Brimstone Canary	81
Lamprotornis chloropterus_Lesser Blue-eared Starling	81
Sterna dougallii_Roseate Tern	81
Accipiter tachiro_African Goshawk	80
Anthus cervinus_Red-throated Pipit	80
Bias musicus_Black-and-white Shrike-flycatcher	80
Centropus superciliosus_White-browed Coucal	80
Emberiza cabanisi_Cabanis's Bunting	80
Aquila nipalensis_Steppe Eagle	79
Colius striatus_Speckled Mousebird	79
Cossypha natalensis_Red-capped Robin-Chat	79
Dicrurus adsimilis_Fork-tailed Drongo	79
Merops superciliosus_Madagascar Bee-eater	79
Plocepasser mahali_White-browed Sparrow-Weaver	79
Ploceus intermedius_Lesser Masked-Weaver	79
Psalidoprocne pristoptera_Black Sawwing	79
Vanellus armatus_Blacksmith Lapwing	79
Cercotrichas leucophrys_Red-backed Scrub-Robin	78
Cinnyris mariquensis_Mariqua Sunbird	78
Iduna pallida_Eastern Olivaceous Warbler	78
Lybius bidentatus_Double-toothed Barbet	78
Muscicapa adusta_African Dusky Flycatcher	78
Sylvietta brachyura_Northern Crombec	78
Buphagus erythrorynchus_Red-billed Oxpecker	77
Caprimulgus climacurus_Long-tailed Nightjar	77
Cyanomitra verticalis_Green-headed Sunbird	77
Melaenornis edolioides_Northern Black-Flycatcher	77
Turtur chalcospilos_Emerald-spotted Wood-Dove	77
Vidua funerea_Variable Indigobird	77
Campephaga flava_Black Cuckooshrike	76
Campethera cailliautii_Green-backed Woodpecker	76
Dryoscopus cubla_Black-backed Puffback	76
Glaucidium capense_African Barred Owlet	76
Luscinia megarhynchos_Common Nightingale	76
Psophocichla litsitsirupa_Groundscraper Thrush	76
Anas undulata_Yellow-billed Duck	75
Bubalornis niger_Red-billed Buffalo-Weaver	75
Chalcomitra amethystina_Amethyst Sunbird	75
Columba arquatrix_Rameron Pigeon	75
Elminia longicauda_African Blue Flycatcher	75
Iduna natalensis_African Yellow-Warbler	75
Plocepasser superciliosus_Chestnut-crowned Sparrow-Weaver	75
Podiceps cristatus_Great Crested Grebe	75
Poicephalus fuscicollis_Brown-necked Parrot	75
Stelgidillas gracilirostris_Slender-billed Greenbul	75
Buteo augur_Augur Buzzard	74
Calonectris diomedea_Cory's Shearwater	74
Caprimulgus pectoralis_Fiery-necked Nightjar	74
Cinnyris pulchellus_Beautiful Sunbird	74
Euplectes orix_Southern Red Bishop	74
Eurillas latirostris_Yellow-whiskered Greenbul	74
Prinia erythroptera_Red-winged Prinia	74
Spatula querquedula_Garganey	74
Tringa erythropus_Spotted Redshank	74
Campephaga quiscalina_Purple-throated Cuckooshrike	73
Cossypha heuglini_White-browed Robin-Chat	73
Cryptospiza reichenovii_Red-faced Crimsonwing	73
Estrilda melpoda_Orange-cheeked Waxbill	73
Euplectes franciscanus_Northern Red Bishop	73
Hydrobates pelagicus_European Storm-Petrel	73
Hylia prasina_Green Hylia	73
Lanius senator_Woodchat Shrike	73
Psittacula krameri_Rose-ringed Parakeet	73
Ptilopsis leucotis_Northern White-faced Owl	73
Cercotrichas galactotes_Rufous-tailed Scrub-Robin	72
Chroicocephalus ridibundus_Black-headed Gull	72
Egretta gularis_Western Reef-Heron	72
Euodice cantans_African Silverbill	72
Motacilla capensis_Cape Wagtail	72
Oenanthe pileata_Capped Wheatear	72
Ploceus nigerrimus_Vieillot's Weaver	72
Tricholaema hirsuta_Hairy-breasted Barbet	72
Bycanistes subcylindricus_Black-and-white-casqued Hornbill	71
Caprimulgus nigriscapularis_Black-shouldered Nightjar	71
Ceuthmochares aereus_Blue Malkoha	71
Cisticola lateralis_Whistling Cisticola	71
Crithagra atrogularis_Black-throated Canary	71
Hydrobates leucorhous_Leach's Storm-Petrel	71
Illadopsis fulvescens_Brown Illadopsis	71
Nicator chloris_Western Nicator	71
Nigrita canicapillus_Gray-headed Nigrita	71
Pternistis afer_Red-necked Francolin	71
Urocolius indicus_Red-faced Mousebird	71
Anas acuta_Northern Pintail	70
Bleda syndactylus_Red-tailed Bristlebill	70
Cecropis cucullata_Greater Striped Swallow	70
Cinnyris chloropygius_Olive-bellied Sunbird	70
Corythaeola cristata_Great Blue Turaco	70
Lophoceros fasciatus_African Pied Hornbill	70
Melaenornis pammelaina_Southern Black-Flycatcher	70
Phylloscopus sibilatrix_Wood Warbler	70
Sylvietta rufescens_Cape Crombec	70
Sylvietta virens_Green Crombec	70
Chamaetylas poliocephala_Brown-chested Alethe	69
Columba unicincta_Afep Pigeon	69
Illadopsis rufipennis_Pale-breasted Illadopsis	69
Jynx ruficollis_Rufous-necked Wryneck	69
Ortygornis sephaena_Crested Francolin	69
Acrocephalus rufescens_Greater Swamp Warbler	68
Bycanistes fistulator_Piping Hornbill	68
Cercococcyx mechowi_Dusky Long-tailed Cuckoo	68
Cossypha polioptera_Gray-winged Robin-Chat	68
Dicrurus divaricatus_Glossy-backed Drongo	68
Estrilda troglodytes_Black-rumped Waxbill	68
Eurillas curvirostris_Plain Greenbul	68
Ficedula hypoleuca_European Pied Flycatcher	68
Halcyon albiventris_Brown-hooded Kingfisher	68
Neocossyphus fraseri_Rufous Flycatcher-Thrush	68
Petrochelidon spilodera_South African Swallow	68
Ploceus bicolor_Forest Weaver	68
Ptilopachus petrosus_Stone Partridge	68
Sarothrura pulchra_White-spotted Flufftail	68
Sarothrura rufa_Red-chested Flufftail	68
Terpsiphone rufiventer_Black-headed Paradise-Flycatcher	68
Turdoides plebejus_Brown Babbler	68
Anous stolidus_Brown Noddy	67
Chlorocichla simplex_Simple Greenbul	67
Cinnyris talatala_White-breasted Sunbird	67
Indicator variegatus_Scaly-throated Honeyguide	67
Phylloscopus collybita_Common Chiffchaff	67
Thalasseus bergii_Great Crested Tern	67
Ardenna grisea_Sooty Shearwater	66
Baeopogon indicator_Honeyguide Greenbul	66
Ceratogymna atrata_Black-casqued Hornbill	66
Crex crex_Corn Crake	66
Fraseria griseigularis_Gray-throated Tit-Flycatcher	66
Neocossyphus poensis_White-tailed Ant-Thrush	66
Platysteira concreta_Yellow-bellied Wattle-eye	66
Prionops retzii_Retz's Helmetshrike	66
Streptopelia vinacea_Vinaceous Dove	66
Sylvia atricapilla_Eurasian Blackcap	66
Trochocercus nitens_Blue-headed Crested-Flycatcher	66
Zapornia pusilla_Baillon's Crake	66
Burhinus senegalensis_Senegal Thick-knee	65
Cercococcyx olivinus_Olive Long-tailed Cuckoo	65
Columba iriditorques_Bronze-naped Pigeon	65
Coracias abyssinicus_Abyssinian Roller	65
Cyanomitra cyanolaema_Blue-throated Brown Sunbird	65
Lophoceros alboterminatus_Crowned Hornbill	65
Oriolus brachyrynchus_Western Black-headed Oriole	65
Oriolus larvatus_African Black-headed Oriole	65
Podiceps nigricollis_Eared Grebe	65
Pogoniulus scolopaceus_Speckled Tinkerbird	65
Poicephalus meyeri_Meyer's Parrot	65
Trachyphonus purpuratus_Yellow-billed Barbet	65
Buccanodon duchaillui_Yellow-spotted Barbet	64
Corythaixoides concolor_Gray Go-away-bird	64
Malimbus nitens_Blue-billed Malimbe	64
Melaniparus funereus_Dusky Tit	64
Merops bulocki_Red-throated Bee-eater	64
Oenanthe isabellina_Isabelline Wheatear	64
Ploceus xanthops_Holub's Golden-Weaver	64
Chlorocichla flaviventris_Yellow-bellied Greenbul	63
Cinnyris coccinigastrus_Splendid Sunbird	63
Falco amurensis_Amur Falcon	63
Halcyon badia_Chocolate-backed Kingfisher	63
Horizocerus albocristatus_White-crested Hornbill	63
Lophoceros camurus_Red-billed Dwarf Hornbill	63
Pogoniulus atroflavus_Red-rumped Tinkerbird	63
Thescelocichla leucopleura_Swamp Greenbul	63
Vanellus tectus_Black-headed Lapwing	63
Cisticola fulvicapilla_Piping Cisticola	62
Criniger calurus_Red-tailed Greenbul	62
Eurillas ansorgei_Ansorge's Greenbul	62
Ixonotus guttatus_Spotted Greenbul	62
Macrosphenus concolor_Gray Longbill	62
Merops bullockoides_White-fronted Bee-eater	62
Merops variegatus_Blue-breasted Bee-eater	62
Oriolus nigripennis_Black-winged Oriole	62
Otus scops_Eurasian Scops-Owl	62
Ploceus melanocephalus_Black-headed Weaver	62
Pogoniulus subsulphureus_Yellow-throated Tinkerbird	62
Tauraco persa_Guinea Turaco	62
Calendulauda sabota_Sabota Lark	61
Emberiza capensis_Cape Bunting	61
Fraseria ocreata_African Forest-Flycatcher	61
Jynx torquilla_Eurasian Wryneck	61
Lanius collaris_Southern Fiscal	61
Lanius corvinus_Yellow-billed Shrike	61
Passer diffusus_Southern Gray-headed Sparrow	61
Ploceus luteolus_Little Weaver	61
Pternistis squamatus_Scaly Francolin	61
Smithornis rufolateralis_Rufous-sided Broadbill	61
Spermophaga haematina_Western Bluebill	61
Sporopipes frontalis_Speckle-fronted Weaver	61
Sylvia abyssinica_African Hill Babbler	61
Tricholaema leucomelas_Pied Barbet	61
Turdus libonyana_Kurrichane Thrush	61
Turtur abyssinicus_Black-billed Wood-Dove	61
Camaroptera superciliaris_Yellow-browed Camaroptera	60
Chersomanes albofasciata_Spike-heeled Lark	60
Dryotriorchis spectabilis_Congo Serpent-Eagle	60
Muscicapa aquatica_Swamp Flycatcher	60
Psittacus erithacus_Gray Parrot	60
Pternistis swainsonii_Swainson's Francolin	60
Telophorus zeylonus_Bokmakierie	60
Turtur brehmeri_Blue-headed Wood-Dove	60
Urotriorchis macrourus_Long-tailed Hawk	60
Camaroptera chloronota_Olive-green Camaroptera	59
Caprimulgus fossii_Square-tailed Nightjar	59
Cossypha cyanocampter_Blue-shouldered Robin-Chat	59
Hedydipna platura_Pygmy Sunbird	59
Lamprotornis nitens_Cape Starling	59
Onychoprion fuscatus_Sooty Tern	59
Phoeniculus bollei_White-headed Woodhoopoe	59
Phyllastrephus terrestris_Terrestrial Brownbul	59
Scleroptila gutturalis_Orange River Francolin	59
Tauraco macrorhynchus_Yellow-billed Turaco	59
Tockus leucomelas_Southern Yellow-billed Hornbill	59
Acrocephalus palustris_Marsh Warbler	58
Batis erlangeri_Western Black-headed Batis	58
Cinnyris bifasciatus_Purple-banded Sunbird	58
Cisticola anonymus_Chattering Cisticola	58
Coracina caesia_Gray Cuckooshrike	58
Gymnobucco calvus_Naked-faced Barbet	58
Gymnoris dentata_Sahel Bush Sparrow	58
Melaniparus niger_Southern Black-Tit	58
Anas crecca_Green-winged Teal	57
Anthus lineiventris_Striped Pipit	57
Apaloderma vittatum_Bar-tailed Trogon	57
Batis molitor_Chinspot Batis	57
Cisticola tinniens_Levaillant's Cisticola	57
Cossypha caffra_Cape Robin-Chat	57
Trachyphonus vaillantii_Crested Barbet	57
Bubalornis albirostris_White-billed Buffalo-Weaver	56
Calendulauda africanoides_Fawn-colored Lark	56
Cisticola ayresii_Wing-snapping Cisticola	56
Euplectes progne_Long-tailed Widowbird	56
Eupodotis ruficrista_Red-crested Bustard	56
Gymnoris superciliaris_Yellow-throated Bush Sparrow	56
Illadopsis puveli_Puvel's Illadopsis	56
Spatula clypeata_Northern Shoveler	56
Turdoides jardineii_Arrow-marked Babbler	56
Balearica regulorum_Gray Crowned-Crane	55
Bucorvus leadbeateri_Southern Ground-Hornbill	55
Cisticola robustus_Stout Cisticola	55
Crinifer piscator_Western Plantain-eater	55
Lamprotornis australis_Burchell's Starling	55
Lybius torquatus_Black-collared Barbet	55
Ptilostomus afer_Piapiac	55
Agapornis roseicollis_Rosy-faced Lovebird	54
Cisticola textrix_Cloud Cisticola	54
Hypergerus atriceps_Oriole Warbler	54
Monticola saxatilis_Rufous-tailed Rock-Thrush	54
Stiphrornis erythrothorax_Forest Robin	54
Telophorus viridis_Four-colored Bushshrike	54
Turdoides reinwardtii_Blackcap Babbler	54
Apalis cinerea_Gray Apalis	53
Curruca subcoerulea_Chestnut-vented Warbler	53
Eremomela pusilla_Senegal Eremomela	53
Estrilda paludicola_Fawn-breasted Waxbill	53
Lybius vieilloti_Vieillot's Barbet	53
Merops orientalis_Green Bee-eater	53
Myrmecocichla nigra_Sooty Chat	53
Stercorarius antarcticus_Brown Skua	53
Zapornia parva_Little Crake	53
Melaniparus leucomelas_White-winged Black-Tit	52
Platysteira peltata_Black-throated Wattle-eye	52
Ploceus vitellinus_Vitelline Masked-Weaver	52
Thalasseus bengalensis_Lesser Crested Tern	52
Anthoscopus minutus_Southern Penduline-Tit	51
Bycanistes bucinator_Trumpeter Hornbill	51
Circaetus gallicus_Short-toed Snake-Eagle	51
Eremomela scotops_Greencap Eremomela	51
Hypargos niveoguttatus_Peters's Twinspot	51
Lanius isabellinus_Isabelline Shrike	51
Melaniparus cinerascens_Ashy Tit	51
Sporopipes squamifrons_Scaly Weaver	51
Asio flammeus_Short-eared Owl	50
Centropus leucogaster_Black-throated Coucal	50
Chloropicus griseocephalus_Olive Woodpecker	50
Geokichla gurneyi_Orange Ground-Thrush	50
Musophaga rossae_Ross's Turaco	50
Passer melanurus_Cape Sparrow	50
Urocolius macrourus_Blue-naped Mousebird	50
Apalis rufogularis_Buff-throated Apalis	49
Hippolais polyglotta_Melodious Warbler	49
Laniarius bicolor_Gabon Boubou	49
Lymnocryptes minimus_Jack Snipe	49
Motacilla cinerea_Gray Wagtail	49
Telophorus nigrifrons_Black-fronted Bushshrike	49
Turdus olivaceus_Olive Thrush	49
Crithagra flaviventris_Yellow Canary	48
Dicrurus atripennis_Shining Drongo	48
Emberiza impetuani_Lark-like Bunting	48
Eupodotis afraoides_White-quilled Bustard	48
Glaucidium tephronotum_Red-chested Owlet	48
Laniarius luehderi_Lühder's Bushshrike	48
Nectarinia famosa_Malachite Sunbird	48
Platysteira castanea_Chestnut Wattle-eye	48
Prinia flavicans_Black-chested Prinia	48
Alethe castanea_Fire-crested Alethe	47
Cercotrichas hartlaubi_Brown-backed Scrub-Robin	47
Cichladusa arquata_Collared Palm-Thrush	47
Laniarius atrococcineus_Crimson-breasted Gonolek	47
Myrmecocichla monticola_Mountain Wheatear	47
Phyllastrephus cabanisi_Cabanis's Greenbul	47
Pterocles namaqua_Namaqua Sandgrouse	47
Pycnonotus nigricans_Black-fronted Bulbul	47
Serinus flavivertex_Yellow-crowned Canary	47
Cercotrichas paena_Kalahari Scrub-Robin	46
Cinnyris afer_Greater Double-collared Sunbird	46
Crithagra gularis_Streaky-headed Seedeater	46
Dicrurus ludwigii_Common Square-tailed Drongo	46
Ficedula albicollis_Collared Flycatcher	46
