species	cell_hits
Scythrops novaehollandiae_Channel-billed Cuckoo	28
Spizella passerina_Chipping Sparrow	28
Catharus ustulatus_Swainson's Thrush	27
Catherpes mexicanus_Canyon Wren	27
Chalcophaps longirostris_Pacific Emerald Dove	27
Charadrius wilsonia_Wilson's Plover	27
Chordeiles acutipennis_Lesser Nighthawk	27
Chroicocephalus novaehollandiae_Silver Gull	27
Columbina passerina_Common Ground Dove	27
Egretta rufescens_Reddish Egret	27
Ixobrychus exilis_Least Bittern	27
Limosa limosa_Black-tailed Godwit	27
Megascops kennicottii_Western Screech-Owl	27
Pipilo chlorurus_Green-tailed Towhee	27
Progne subis_Purple Martin	27
Puffinus newelli_Newell's Shearwater	27
Quiscalus mexicanus_Great-tailed Grackle	27
Rhipidura albiscapa_Gray Fantail	27
Todiramphus macleayii_Forest Kingfisher	27
Turdus migratorius_American Robin	27
Vireo bellii_Bell's Vireo	27
Anthus novaeseelandiae_Australasian Pipit	26
Buteo albonotatus_Zone-tailed Hawk	26
Charadrius dubius_Little Ringed Plover	26
Contopus sordidulus_Western Wood-Pewee	26
Dryobates scalaris_Ladder-backed Woodpecker	26
Falco mexicanus_Prairie Falcon	26
Geococcyx californianus_Greater Roadrunner	26
Glaucidium gnoma_Northern Pygmy-Owl	26
Phainopepla nitens_Phainopepla	26
Phalaenoptilus nuttallii_Common Poorwill	26
Pipilo maculatus_Spotted Towhee	26
Polioptila californica_California Gnatcatcher	26
Pseudeos cardinalis_Cardinal Lory	26
Rallus obsoletus_Ridgway's Rail	26
Rhipidura verreauxi_Streaked Fantail	26
Sphyrapicus nuchalis_Red-naped Sapsucker	26
Tachybaptus ruficollis_Little Grebe	26
Vireo huttoni_Hutton's Vireo	26
Xanthocephalus xanthocephalus_Yellow-headed Blackbird	26
Calypte costae_Costa's Hummingbird	25
Copsychus malabaricus_White-rumped Shama	25
Dicrurus bracteatus_Spangled Drongo	25
Hemiprocne mystacea_Moustached Treeswift	25
Loxops caeruleirostris_Akekee	25
Micrathene whitneyi_Elf Owl	25
