species	cell_hits
Phylloscopus griseolus_Sulphur-bellied Warbler	157
Psittacula krameri_Rose-ringed Parakeet	157
Anser indicus_Bar-headed Goose	156
Loxia pytyopsittacus_Parrot Crossbill	154
Remiz coronatus_White-crowned Penduline-Tit	154
Alaudala heinei_Turkestan Short-toed Lark	153
Aethia pusilla_Least Auklet	151
Gyps himalayensis_Himalayan Griffon	150
Pterocles alchata_Pin-tailed Sandgrouse	150
Acrocephalus paludicola_Aquatic Warbler	149
Calidris pygmaea_Spoon-billed Sandpiper	149
Megaceryle lugubris_Crested Kingfisher	149
Prunella fulvescens_Brown Accentor	149
Eurystomus orientalis_Dollarbird	148
Phylloscopus examinandus_Kamchatka Leaf Warbler	148
Phylloscopus sindianus_Mountain Chiffchaff	147
Turdus hortulorum_Gray-backed Thrush	147
Alaudala cheleensis_Asian Short-toed Lark	146
Amaurornis phoenicurus_White-breasted Waterhen	146
Emberiza buchanani_Gray-necked Bunting	146
Haliaeetus pelagicus_Steller's Sea-Eagle	146
Helopsaltes ochotensis_Middendorff's Grasshopper Warbler	146
Larus glaucoides_Iceland Gull	146
Ardeola bacchus_Chinese Pond-Heron	145
Zapornia fusca_Ruddy-breasted Crake	145
Anser cygnoides_Swan Goose	143
Pericrocotus divaricatus_Ashy Minivet	143
Pica serica_Oriental Magpie	143
Cyanoptila cyanomelana_Blue-and-white Flycatcher	142
Turdus pallidus_Pale Thrush	142
Onychoprion aleuticus_Aleutian Tern	141
Phylloscopus coronatus_Eastern Crowned Warbler	141
Agropsar sturninus_Daurian Starling	140
Cepphus columba_Pigeon Guillemot	140
Glareola maldivarum_Oriental Pratincole	140
Urosphena squameiceps_Asian Stubtail	140
Antigone canadensis_Sandhill Crane	139
Oriolus chinensis_Black-naped Oriole	139
Phoebastria immutabilis_Laysan Albatross	138
Lanius bucephalus_Bull-headed Shrike	137
Phoebastria nigripes_Black-footed Albatross	135
Calidris ptilocnemis_Rock Sandpiper	134
Emberiza yessoensis_Ochre-rumped Bunting	134
Anser canagicus_Emperor Goose	133
Emberiza variabilis_Gray Bunting	133
Larus crassirostris_Black-tailed Gull	133
Ninox japonica_Northern Boobook	133
Turdus chrysolaus_Brown-headed Thrush	133
Aethia pygmaea_Whiskered Auklet	132
Anthus godlewskii_Blyth's Pipit	132
Hierococcyx hyperythrus_Northern Hawk-Cuckoo	132
Tringa guttifer_Nordmann's Greenshank	132
Ficedula semitorquata_Semicollared Flycatcher	131
Porphyrio poliocephalus_Gray-headed Swamphen	131
Emberiza godlewskii_Godlewski's Bunting	130
Nisaetus nipalensis_Mountain Hawk-Eagle	130
Streptopelia tranquebarica_Red Collared-Dove	130
Agropsar philippensis_Chestnut-cheeked Starling	128
Charadrius placidus_Long-billed Plover	128
Ficedula narcissina_Narcissus Flycatcher	128
Dendrocopos hyperythrus_Rufous-bellied Woodpecker	127
Dendronanthus indicus_Forest Wagtail	127
Monticola gularis_White-throated Rock-Thrush	127
Eophona personata_Japanese Grosbeak	126
Helopsaltes pryeri_Marsh Grassbird	126
Lanius senator_Woodchat Shrike	126
Butastur indicus_Gray-faced Buzzard	125
Ixobrychus cinnamomeus_Cinnamon Bittern	125
Lanius sphenocercus_Chinese Gray Shrike	125
Yungipicus kizuki_Japanese Pygmy Woodpecker	125
Catharus minimus_Gray-cheeked Thrush	124
Serinus serinus_European Serin	124
Treron sieboldii_White-bellied Green-Pigeon	124
Milvus milvus_Red Kite	123
Syrrhaptes paradoxus_Pallas's Sandgrouse	123
Zapornia paykullii_Band-bellied Crake	122
Hypsipetes amaurotis_Brown-eared Bulbul	121
