species	cell_hits
Phylloscopus sibilatrix_Wood Warbler	100
Sylvia atricapilla_Eurasian Blackcap	100
Caprimulgus climacurus_Long-tailed Nightjar	99
Euplectes franciscanus_Northern Red Bishop	99
Halcyon malimbica_Blue-breasted Kingfisher	99
Ptilopsis leucotis_Northern White-faced Owl	99
Laniarius major_Tropical Boubou	98
Oenanthe isabellina_Isabelline Wheatear	98
Rhinopomastus cyanomelas_Common Scimitarbill	98
Centropus monachus_Blue-headed Coucal	97
Cinnyris pulchellus_Beautiful Sunbird	97
Platysteira cyanea_Brown-throated Wattle-eye	97
Rallus caerulescens_African Rail	97
Zapornia pusilla_Baillon's Crake	97
Atimastillas flavicollis_Yellow-throated Greenbul	96
Uraeginthus angolensis_Southern Cordonbleu	96
Accipiter minullus_Little Sparrowhawk	95
Centropus superciliosus_White-browed Coucal	95
Plocepasser superciliosus_Chestnut-crowned Sparrow-Weaver	95
Ploceus ocularis_Spectacled Weaver	95
Salpornis salvadori_African Spotted Creeper	95
Coracias abyssinicus_Abyssinian Roller	94
Motacilla clara_Mountain Wagtail	94
Podiceps cristatus_Great Crested Grebe	94
Dicrurus divaricatus_Glossy-backed Drongo	93
Jynx torquilla_Eurasian Wryneck	93
Otus scops_Eurasian Scops-Owl	93
Sarothrura elegans_Buff-spotted Flufftail	93
Anas crecca_Green-winged Teal	91
Caprimulgus natalensis_Swamp Nightjar	91
Estrilda troglodytes_Black-rumped Waxbill	91
Pogoniulus bilineatus_Yellow-rumped Tinkerbird	91
Ptilopachus petrosus_Stone Partridge	91
Turdoides plebejus_Brown Babbler	91
Calonectris diomedea_Cory's Shearwater	90
Coracias caudatus_Lilac-breasted Roller	90
Estrilda melpoda_Orange-cheeked Waxbill	90
Ficedula hypoleuca_European Pied Flycatcher	90
Lamprotornis splendidus_Splendid Starling	90
Podiceps nigricollis_Eared Grebe	90
Spatula clypeata_Northern Shoveler	90
Burhinus senegalensis_Senegal Thick-knee	89
Colius striatus_Speckled Mousebird	89
Hydrobates pelagicus_European Storm-Petrel	89
Streptopelia vinacea_Vinaceous Dove	89
Vanellus coronatus_Crowned Lapwing	89
Vanellus tectus_Black-headed Lapwing	89
Crex crex_Corn Crake	88
Euplectes capensis_Yellow Bishop	88
Merops superciliosus_Madagascar Bee-eater	88
Monticola saxatilis_Rufous-tailed Rock-Thrush	88
Thalasseus bengalensis_Lesser Crested Tern	88
Bradypterus baboecala_Little Rush Warbler	87
Buphagus erythrorynchus_Red-billed Oxpecker	87
Calandrella cinerea_Red-capped Lark	87
Corvus capensis_Cape Crow	87
Cossypha heuglini_White-browed Robin-Chat	87
Cossypha natalensis_Red-capped Robin-Chat	87
Elminia longicauda_African Blue Flycatcher	87
Eurillas virens_Little Greenbul	87
Merops bulocki_Red-throated Bee-eater	87
Thalasseus bergii_Great Crested Tern	87
Anous stolidus_Brown Noddy	86
Caprimulgus rufigena_Rufous-cheeked Nightjar	86
Gymnoris dentata_Sahel Bush Sparrow	86
Ploceus intermedius_Lesser Masked-Weaver	86
Accipiter tachiro_African Goshawk	85
Merops orientalis_Green Bee-eater	85
Ploceus melanocephalus_Black-headed Weaver	85
Prinia erythroptera_Red-winged Prinia	85
Sporopipes frontalis_Speckle-fronted Weaver	85
Asio flammeus_Short-eared Owl	84
Circaetus gallicus_Short-toed Snake-Eagle	84
Emberiza cabanisi_Cabanis's Bunting	84
Lanius corvinus_Yellow-billed Shrike	84
Lanius isabellinus_Isabelline Shrike	84
Ploceus luteolus_Little Weaver	84
Smithornis capensis_African Broadbill	84
Turtur abyssinicus_Black-billed Wood-Dove	84
Cisticola chiniana_Rattling Cisticola	83
Cisticola lateralis_Whistling Cisticola	83
Pachyphantes superciliosus_Compact Weaver	83
Ploceus velatus_Southern Masked-Weaver	83
Zapornia parva_Little Crake	83
Cinnyris mariquensis_Mariqua Sunbird	82
Columba arquatrix_Rameron Pigeon	82
Cyanomitra verticalis_Green-headed Sunbird	82
Lymnocryptes minimus_Jack Snipe	82
Plocepasser mahali_White-browed Sparrow-Weaver	82
Bubo africanus_Spotted Eagle-Owl	81
Buteo augur_Augur Buzzard	81
Cercotrichas leucophrys_Red-backed Scrub-Robin	81
Crithagra sulphurata_Brimstone Canary	81
Bias musicus_Black-and-white Shrike-flycatcher	80
Hydrobates leucorhous_Leach's Storm-Petrel	80
Motacilla cinerea_Gray Wagtail	80
Poicephalus meyeri_Meyer's Parrot	80
Psalidoprocne pristoptera_Black Sawwing	80
Turtur chalcospilos_Emerald-spotted Wood-Dove	80
Acrocephalus palustris_Marsh Warbler	79
Bubalornis albirostris_White-billed Buffalo-Weaver	79
Campethera cailliautii_Green-backed Woodpecker	79
Ceuthmochares aereus_Blue Malkoha	79
Dicrurus adsimilis_Fork-tailed Drongo	79
Dryoscopus cubla_Black-backed Puffback	79
Glaucidium capense_African Barred Owlet	79
Muscicapa adusta_African Dusky Flycatcher	79
Vanellus armatus_Blacksmith Lapwing	79
Anthus campestris_Tawny Pipit	78
Bubalornis niger_Red-billed Buffalo-Weaver	78
Chalcomitra amethystina_Amethyst Sunbird	78
Lybius bidentatus_Double-toothed Barbet	78
Ploceus vitellinus_Vitelline Masked-Weaver	78
Sarothrura pulchra_White-spotted Flufftail	78
Ardenna grisea_Sooty Shearwater	77
Psophocichla litsitsirupa_Groundscraper Thrush	77
Vidua funerea_Variable Indigobird	77
Bycanistes subcylindricus_Black-and-white-casqued Hornbill	76
Campephaga flava_Black Cuckooshrike	76
Caprimulgus nigriscapularis_Black-shouldered Nightjar	76
Caprimulgus pectoralis_Fiery-necked Nightjar	76
Euplectes orix_Southern Red Bishop	76
Pterocles exustus_Chestnut-bellied Sandgrouse	76
Urocolius macrourus_Blue-naped Mousebird	76
Acrocephalus rufescens_Greater Swamp Warbler	75
Anas undulata_Yellow-billed Duck	75
Hedydipna platura_Pygmy Sunbird	75
Iduna natalensis_African Yellow-Warbler	75
Poicephalus fuscicollis_Brown-necked Parrot	75
Stelgidillas gracilirostris_Slender-billed Greenbul	75
Buccanodon duchaillui_Yellow-spotted Barbet	74
Cinnyris coccinigastrus_Splendid Sunbird	74
Eurillas latirostris_Yellow-whiskered Greenbul	74
Mirafra cantillans_Singing Bushlark	74
Bycanistes fistulator_Piping Hornbill	73
Campephaga quiscalina_Purple-throated Cuckooshrike	73
Cryptospiza reichenovii_Red-faced Crimsonwing	73
Ficedula albicollis_Collared Flycatcher	73
Hylia prasina_Green Hylia	73
Melaenornis pammelaina_Southern Black-Flycatcher	73
Chlorocichla simplex_Simple Greenbul	72
Galerida cristata_Crested Lark	72
Malimbus nitens_Blue-billed Malimbe	72
Motacilla capensis_Cape Wagtail	72
Muscicapa aquatica_Swamp Flycatcher	72
Oenanthe pileata_Capped Wheatear	72
Onychoprion fuscatus_Sooty Tern	72
Ortygornis sephaena_Crested Francolin	72
Ploceus nigerrimus_Vieillot's Weaver	72
Ptilostomus afer_Piapiac	72
Streptopelia turtur_European Turtle-Dove	72
Tricholaema hirsuta_Hairy-breasted Barbet	72
Batis erlangeri_Western Black-headed Batis	71
Crinifer piscator_Western Plantain-eater	71
Crithagra atrogularis_Black-throated Canary	71
Halcyon albiventris_Brown-hooded Kingfisher	71
Illadopsis fulvescens_Brown Illadopsis	71
Nicator chloris_Western Nicator	71
Nigrita canicapillus_Gray-headed Nigrita	71
Ploceus bicolor_Forest Weaver	71
Pternistis afer_Red-necked Francolin	71
Trochocercus nitens_Blue-headed Crested-Flycatcher	71
Urocolius indicus_Red-faced Mousebird	71
Bleda syndactylus_Red-tailed Bristlebill	70
Cecropis cucullata_Greater Striped Swallow	70
Cinnyris chloropygius_Olive-bellied Sunbird	70
Corythaeola cristata_Great Blue Turaco	70
Indicator variegatus_Scaly-throated Honeyguide	70
Lanius excubitor_Great Gray Shrike	70
Lophoceros fasciatus_African Pied Hornbill	70
Sylvietta rufescens_Cape Crombec	70
Sylvietta virens_Green Crombec	70
Cercotrichas podobe_Black Scrub-Robin	69
Chamaetylas poliocephala_Brown-chested Alethe	69
Columba unicincta_Afep Pigeon	69
Curruca curruca_Lesser Whitethroat	69
Eremomela pusilla_Senegal Eremomela	69
Illadopsis rufipennis_Pale-breasted Illadopsis	69
Jynx ruficollis_Rufous-necked Wryneck	69
Luscinia svecica_Bluethroat	69
Lybius vieilloti_Vieillot's Barbet	69
Merops variegatus_Blue-breasted Bee-eater	69
Prionops retzii_Retz's Helmetshrike	69
Streptopelia roseogrisea_African Collared-Dove	69
Sula leucogaster_Brown Booby	69
Aythya nyroca_Ferruginous Duck	68
Cercococcyx mechowi_Dusky Long-tailed Cuckoo	68
Cossypha polioptera_Gray-winged Robin-Chat	68
Eurillas curvirostris_Plain Greenbul	68
Lamprotornis caudatus_Long-tailed Glossy Starling	68
Lophoceros alboterminatus_Crowned Hornbill	68
Neocossyphus fraseri_Rufous Flycatcher-Thrush	68
Oriolus larvatus_African Black-headed Oriole	68
Petrochelidon spilodera_South African Swallow	68
Sarothrura rufa_Red-chested Flufftail	68
Terpsiphone rufiventer_Black-headed Paradise-Flycatcher	68
Cinnyris talatala_White-breasted Sunbird	67
Criniger calurus_Red-tailed Greenbul	67
Curruca hortensis_Western Orphean Warbler	67
Mareca penelope_Eurasian Wigeon	67
Tauraco persa_Guinea Turaco	67
Turdoides reinwardtii_Blackcap Babbler	67
Baeopogon indicator_Honeyguide Greenbul	66
Ceratogymna atrata_Black-casqued Hornbill	66
Chlorocichla flaviventris_Yellow-bellied Greenbul	66
Fraseria griseigularis_Gray-throated Tit-Flycatcher	66
Hypergerus atriceps_Oriole Warbler	66
Neocossyphus poensis_White-tailed Ant-Thrush	66
Phaethon aethereus_Red-billed Tropicbird	66
Platalea leucorodia_Eurasian Spoonbill	66
