species	cell_hits
Vermivora cyanoptera_Blue-winged Warbler	38
Antrostomus vociferus_Eastern Whip-poor-will	37
Elanoides forficatus_Swallow-tailed Kite	37
Melanerpes carolinus_Red-bellied Woodpecker	37
Myioborus miniatus_Slate-throated Redstart	37
Poecile gambeli_Mountain Chickadee	37
Sula nebouxii_Blue-footed Booby	37
Auriparus flaviceps_Verdin	36
Basileuterus culicivorus_Golden-crowned Warbler	36
Buteo plagiatus_Gray Hawk	36
Catharus aurantiirostris_Orange-billed Nightingale-Thrush	36
Luscinia svecica_Bluethroat	36
Selasphorus calliope_Calliope Hummingbird	36
Spizella atrogularis_Black-chinned Sparrow	36
Sporophila minuta_Ruddy-breasted Seedeater	36
Tigrisoma mexicanum_Bare-throated Tiger-Heron	36
Trogon collaris_Collared Trogon	36
Amandava amandava_Red Avadavat	35
Camptostoma imberbe_Northern Beardless-Tyrannulet	35
Chamaea fasciata_Wrentit	35
Cyclarhis gujanensis_Rufous-browed Peppershrike	35
Hylocichla mustelina_Wood Thrush	35
Penelope purpurascens_Crested Guan	35
Tachycineta albilinea_Mangrove Swallow	35
Cyanocorax yncas_Green Jay	34
Dryobates fumigatus_Smoky-brown Woodpecker	34
Rallus crepitans_Clapper Rail	34
Saltator grandis_Cinnamon-bellied Saltator	34
Spizaetus tyrannus_Black Hawk-Eagle	34
Vireo plumbeus_Plumbeous Vireo	34
Campephilus guatemalensis_Pale-billed Woodpecker	33
Coccyzus erythropthalmus_Black-billed Cuckoo	33
Geothlypis formosa_Kentucky Warbler	33
Megascops asio_Eastern Screech-Owl	33
Melanospiza bicolor_Black-faced Grassquit	33
Patagioenas flavirostris_Red-billed Pigeon	33
Pterodroma cookii_Cook's Petrel	33
Turdus assimilis_White-throated Thrush	33
Amazona albifrons_White-fronted Parrot	32
Cardinalis sinuatus_Pyrrhuloxia	32
Crypturellus cinnamomeus_Thicket Tinamou	32
Geranoaetus albicaudatus_White-tailed Hawk	32
Harpagus bidentatus_Double-toothed Kite	32
Pachyramphus aglaiae_Rose-throated Becard	32
Paroaria coronata_Red-crested Cardinal	32
Patagioenas leucocephala_White-crowned Pigeon	32
Patagioenas squamosa_Scaly-naped Pigeon	32
Petrochelidon fulva_Cave Swallow	32
Streptoprocne rutila_Chestnut-collared Swift	32
Thraupis episcopus_Blue-gray Tanager	32
Xiphorhynchus flavigaster_Ivory-billed Woodcreeper	32
Zenaida aurita_Zenaida Dove	32
Amazilia rutila_Cinnamon Hummingbird	31
Calypte costae_Costa's Hummingbird	31
