Pycnonotus barbatus_Common Bulbul
Telophorus viridis_Four-colored Bushshrike
Ploceus cucullatus_Village Weaver
Passer griseus_Northern Gray-headed Sparrow
Chlorocichla simplex_Simple Greenbul
Fraseria griseigularis_Gray-throated Tit-Flycatcher
Corythornis cristatus_Malachite Kingfisher
Apus affinis_Little Swift
Cecropis cucullata_Greater Striped Swallow
Uraeginthus angolensis_Southern Cordonbleu
Centropus superciliosus_White-browed Coucal
Crithagra atrogularis_Black-throated Canary
Hedydipna collaris_Collared Sunbird
Camaroptera brachyura_Green-backed Camaroptera
Turdus pelios_African Thrush
Vidua macroura_Pin-tailed Whydah
Macrosphenus concolor_Gray Longbill
Cisticola fulvicapilla_Piping Cisticola
Chalcomitra amethystina_Amethyst Sunbird
Halcyon senegalensis_Woodland Kingfisher
Baeopogon indicator_Honeyguide Greenbul
Eurillas curvirostris_Plain Greenbul
Halcyon albiventris_Brown-hooded Kingfisher
Chrysococcyx caprius_Dideric Cuckoo
Oriolus brachyrynchus_Western Black-headed Oriole
Trachyphonus purpuratus_Yellow-billed Barbet
Neocossyphus poensis_White-tailed Ant-Thrush
Gymnoris superciliaris_Yellow-throated Bush Sparrow
Turdoides jardineii_Arrow-marked Babbler
Halcyon malimbica_Blue-breasted Kingfisher
Cossypha cyanocampter_Blue-shouldered Robin-Chat
Ploceus nigerrimus_Vieillot's Weaver
Ardea cinerea_Gray Heron
Caprimulgus natalensis_Swamp Nightjar
Batis molitor_Chinspot Batis
Eurillas latirostris_Yellow-whiskered Greenbul
Cisticola ayresii_Wing-snapping Cisticola
Ceuthmochares aereus_Blue Malkoha
Milvus migrans_Black Kite
Cinnyris chloropygius_Olive-bellied Sunbird
Estrilda astrild_Common Waxbill
Haliaeetus vocifer_African Fish-Eagle
Phylloscopus budongoensis_Uganda Woodland-Warbler
Actitis hypoleucos_Common Sandpiper
Kaupifalco monogrammicus_Lizard Buzzard
Coracias caudatus_Lilac-breasted Roller
Turtur chalcospilos_Emerald-spotted Wood-Dove
Nicator vireo_Yellow-throated Nicator
Eurillas ansorgei_Ansorge's Greenbul
Melaniparus leucomelas_White-winged Black-Tit
Laniarius bicolor_Gabon Boubou
Tricholaema hirsuta_Hairy-breasted Barbet
Fraseria ocreata_African Forest-Flycatcher
Ardea melanocephala_Black-headed Heron
Cinnyris bifasciatus_Purple-banded Sunbird
Columba larvata_Lemon Dove
Emberiza tahapisi_Cinnamon-breasted Bunting
Illadopsis rufipennis_Pale-breasted Illadopsis
Chamaetylas poliocephala_Brown-chested Alethe
Caprimulgus fossii_Square-tailed Nightjar
Gymnobucco bonapartei_Gray-throated Barbet
Treron calvus_African Green-Pigeon
Polyboroides typus_African Harrier-Hawk
Cercococcyx mechowi_Dusky Long-tailed Cuckoo
Chrysococcyx cupreus_African Emerald Cuckoo
Pogoniulus atroflavus_Red-rumped Tinkerbird
Eremomela scotops_Greencap Eremomela
Lophaetus occipitalis_Long-crested Eagle
Elminia longicauda_African Blue Flycatcher
Macheiramphus alcinus_Bat Hawk
Cyanomitra cyanolaema_Blue-throated Brown Sunbird
Cuculus solitarius_Red-chested Cuckoo
Bubulcus ibis_Cattle Egret
Cyanomitra olivacea_Olive Sunbird
Scopus umbretta_Hamerkop
Merops bullockoides_White-fronted Bee-eater
Alethe castanea_Fire-crested Alethe
Megaceryle maxima_Giant Kingfisher
Macrosphenus flavicans_Yellow Longbill
Lophoceros fasciatus_African Pied Hornbill
Chrysococcyx klaas_Klaas's Cuckoo
Cossypha heuglini_White-browed Robin-Chat
Cercococcyx olivinus_Olive Long-tailed Cuckoo
Sarothrura elegans_Buff-spotted Flufftail
Bycanistes subcylindricus_Black-and-white-casqued Hornbill
Bubo africanus_Spotted Eagle-Owl
Cercotrichas leucophrys_Red-backed Scrub-Robin
Hirundo angolensis_Angola Swallow
Melaniparus funereus_Dusky Tit
Zapornia flavirostra_Black Crake
Accipiter minullus_Little Sparrowhawk
Platysteira castanea_Chestnut Wattle-eye
Estrilda nonnula_Black-crowned Waxbill
Apus apus_Common Swift
Ploceus xanthops_Holub's Golden-Weaver
Actophilornis africanus_African Jacana
Bleda syndactylus_Red-tailed Bristlebill
Gallinula chloropus_Eurasian Moorhen
Eurystomus glaucurus_Broad-billed Roller
Turdus abyssinicus_Abyssinian Thrush
Tringa nebularia_Common Greenshank
Estrilda paludicola_Fawn-breasted Waxbill
Ceryle rudis_Pied Kingfisher
Neocossyphus fraseri_Rufous Flycatcher-Thrush
Anthus cinnamomeus_African Pipit
Lybius bidentatus_Double-toothed Barbet
Ptilopsis leucotis_Northern White-faced Owl
Cecropis abyssinica_Lesser Striped Swallow
Motacilla aguimp_African Pied Wagtail
Terpsiphone viridis_African Paradise-Flycatcher
Cecropis semirufa_Rufous-chested Swallow
Accipiter melanoleucus_Black Goshawk
Chloropicus fuscescens_Cardinal Woodpecker
Centropus senegalensis_Senegal Coucal
Turtur tympanistria_Tambourine Dove
Caprimulgus rufigena_Rufous-cheeked Nightjar
Bathmocercus rufus_Black-faced Rufous-Warbler
Platysteira cyanea_Brown-throated Wattle-eye
Glaucidium tephronotum_Red-chested Owlet
Tchagra senegalus_Black-crowned Tchagra
Butorides striata_Striated Heron
Ceratogymna atrata_Black-casqued Hornbill
Hirundo rustica_Barn Swallow
Pternistis afer_Red-necked Francolin
Strix woodfordii_African Wood-Owl
Clamator levaillantii_Levaillant's Cuckoo
Prinia subflava_Tawny-flanked Prinia
Ploceus intermedius_Lesser Masked-Weaver
Stephanoaetus coronatus_Crowned Eagle
Egretta garzetta_Little Egret
Smithornis capensis_African Broadbill
Centropus monachus_Blue-headed Coucal
Myrmecocichla nigra_Sooty Chat
Columba unicincta_Afep Pigeon
Ardea alba_Great Egret
Stelgidillas gracilirostris_Slender-billed Greenbul
Telophorus bocagei_Gray-green Bushshrike
Halcyon chelicuti_Striped Kingfisher
Cisticola marginatus_Winding Cisticola
Columba iriditorques_Bronze-naped Pigeon
Merops persicus_Blue-cheeked Bee-eater
Turnix sylvaticus_Small Buttonquail
Euplectes hordeaceus_Black-winged Bishop
Acrocephalus rufescens_Greater Swamp Warbler
Horizocerus albocristatus_White-crested Hornbill
Quelea quelea_Red-billed Quelea
Apalis flavida_Yellow-breasted Apalis
Ploceus nigricollis_Black-necked Weaver
Ardea intermedia_Intermediate Egret
Ptyonoprogne fuligula_Rock Martin
Cossypha niveicapilla_Snowy-crowned Robin-Chat
Neocossyphus rufus_Red-tailed Ant-Thrush
Cinnyris cupreus_Copper Sunbird
Cisticola juncidis_Zitting Cisticola
Caprimulgus nigriscapularis_Black-shouldered Nightjar
Tachybaptus ruficollis_Little Grebe
Merops apiaster_European Bee-eater
Batis erlangeri_Western Black-headed Batis
Fraseria plumbea_Gray Tit-Flycatcher
Merops variegatus_Blue-breasted Bee-eater
Turtur afer_Blue-spotted Wood-Dove
Phylloscopus trochilus_Willow Warbler
Apaloderma narina_Narina Trogon
Atimastillas flavicollis_Yellow-throated Greenbul
Sarothrura rufa_Red-chested Flufftail
Ploceus melanocephalus_Black-headed Weaver
Fraseria caerulescens_Ashy Flycatcher
Mirafra rufocinnamomea_Flappet Lark
Halcyon leucocephala_Gray-headed Kingfisher
Saxicola torquatus_African Stonechat
Apalis jacksoni_Black-throated Apalis
Lanius humeralis_Northern Fiscal
Ardea purpurea_Purple Heron
Cinnyricinclus leucogaster_Violet-backed Starling
Ortygospiza atricollis_Quailfinch
Merops pusillus_Little Bee-eater
Glaucidium perlatum_Pearl-spotted Owlet
Pytilia melba_Green-winged Pytilia
Merops albicollis_White-throated Bee-eater
Buphagus africanus_Yellow-billed Oxpecker
Lophoceros nasutus_African Gray Hornbill
Motacilla flava_Western Yellow Wagtail
Nilaus afer_Brubru
Psalidoprocne pristoptera_Black Sawwing
Apus caffer_White-rumped Swift
Oenanthe familiaris_Familiar Chat
Pachyphantes superciliosus_Compact Weaver
Zapornia parva_Little Crake
Delichon urbicum_Common House-Martin
Bubo lacteus_Verreaux's Eagle-Owl
Ploceus bicolor_Forest Weaver
Cyanomitra verticalis_Green-headed Sunbird
Oena capensis_Namaqua Dove
Amblyospiza albifrons_Grosbeak Weaver
Nigrita canicapillus_Gray-headed Nigrita
Clanga pomarina_Lesser Spotted Eagle
Oriolus auratus_African Golden Oriole
Tyto alba_Barn Owl
Jynx ruficollis_Rufous-necked Wryneck
Cisticola lateralis_Whistling Cisticola
Falco tinnunculus_Eurasian Kestrel
Phalacrocorax carbo_Great Cormorant
Macronyx croceus_Yellow-throated Longclaw
Estrilda melpoda_Orange-cheeked Waxbill
Cisticola erythrops_Red-faced Cisticola
Cuculus gularis_African Cuckoo
Dryoscopus gambensis_Northern Puffback
Platysteira concreta_Yellow-bellied Wattle-eye
Apalis rufogularis_Buff-throated Apalis
Indicator minor_Lesser Honeyguide
Cuculus clamosus_Black Cuckoo
Ardeola ralloides_Squacco Heron
Eupodotis senegalensis_White-bellied Bustard
Himantopus himantopus_Black-winged Stilt
Accipiter badius_Shikra
Lanius minor_Lesser Gray Shrike
Arenaria interpres_Ruddy Turnstone
Eremomela icteropygialis_Yellow-bellied Eremomela
Campethera cailliautii_Green-backed Woodpecker
Emberiza flaviventris_Golden-breasted Bunting
Laniarius luehderi_Lühder's Bushshrike
Oriolus oriolus_Eurasian Golden Oriole
Numenius phaeopus_Whimbrel
Melocichla mentalis_Moustached Grass-Warbler
Cisticola natalensis_Croaking Cisticola
Cossypha natalensis_Red-capped Robin-Chat
Cuculus canorus_Common Cuckoo
Ixobrychus minutus_Little Bittern
Prinia bairdii_Banded Prinia
Euplectes afer_Yellow-crowned Bishop
Upupa epops_Eurasian Hoopoe
Burhinus vermiculatus_Water Thick-knee
Ploceus ocularis_Spectacled Weaver
Motacilla alba_White Wagtail
Calandrella cinerea_Red-capped Lark
Motacilla clara_Mountain Wagtail
Cisticola cantans_Singing Cisticola
Tchagra australis_Brown-crowned Tchagra
Cisticola robustus_Stout Cisticola
Chloropicus goertae_African Gray Woodpecker
Euplectes ardens_Red-collared Widowbird
Tringa glareola_Wood Sandpiper
Campephaga quiscalina_Purple-throated Cuckooshrike
Lagonosticta rubricata_African Firefinch
Passer domesticus_House Sparrow
Elanus caeruleus_Black-winged Kite
Alopochen aegyptiaca_Egyptian Goose
Dendrocygna viduata_White-faced Whistling-Duck
Thalasseus sandvicensis_Sandwich Tern
Crex crex_Corn Crake
Gallinago gallinago_Common Snipe
Buteo buteo_Common Buzzard
Charadrius alexandrinus_Kentish Plover
Acrocephalus baeticatus_African Reed Warbler
Tringa stagnatilis_Marsh Sandpiper
Tringa ochropus_Green Sandpiper
Acrocephalus arundinaceus_Great Reed Warbler
Cisticola brachypterus_Siffling Cisticola
Calidris pugnax_Ruff
Falco naumanni_Lesser Kestrel
Calidris ferruginea_Curlew Sandpiper
Chlidonias leucopterus_White-winged Tern
Muscicapa striata_Spotted Flycatcher
Curruca communis_Greater Whitethroat
Mirafra africana_Rufous-naped Lark
Caprimulgus europaeus_Eurasian Nightjar
Sylvia borin_Garden Warbler
Pluvialis squatarola_Black-bellied Plover
Iduna natalensis_African Yellow-Warbler
Bycanistes albotibialis_White-thighed Hornbill
Pandion haliaetus_Osprey
Hippolais icterina_Icterine Warbler
Coracias garrulus_European Roller
Acrocephalus schoenobaenus_Sedge Warbler
Glareola pratincola_Collared Pratincole
Pternistis squamatus_Scaly Francolin
Sternula albifrons_Little Tern
Numenius arquata_Eurasian Curlew
Dendrocygna bicolor_Fulvous Whistling-Duck
Limosa limosa_Black-tailed Godwit
Calidris alba_Sanderling
Larus fuscus_Lesser Black-backed Gull
Acrocephalus scirpaceus_Eurasian Reed Warbler
Plegadis falcinellus_Glossy Ibis
Crithagra mozambica_Yellow-fronted Canary
Calidris minuta_Little Stint
Gallinago media_Great Snipe
Nycticorax nycticorax_Black-crowned Night-Heron
Falco vespertinus_Red-footed Falcon
Saxicola rubetra_Whinchat
Phylloscopus sibilatrix_Wood Warbler
Pernis apivorus_European Honey-buzzard
Sterna hirundo_Common Tern
Anthus similis_Long-billed Pipit
Anous minutus_Black Noddy
Riparia riparia_Bank Swallow
Turdoides plebejus_Brown Babbler
Chroicocephalus ridibundus_Black-headed Gull
Circus aeruginosus_Eurasian Marsh-Harrier
Charadrius dubius_Little Ringed Plover
Musophaga rossae_Ross's Turaco
Merops hirundineus_Swallow-tailed Bee-eater
Charadrius hiaticula_Common Ringed Plover
Creatophora cinerea_Wattled Starling
Anas acuta_Northern Pintail
Columba livia_Rock Pigeon
Micronisus gabar_Gabar Goshawk
Coturnix delegorguei_Harlequin Quail
Melaenornis edolioides_Northern Black-Flycatcher
Burhinus capensis_Spotted Thick-knee
Hirundo smithii_Wire-tailed Swallow
Clamator jacobinus_Pied Cuckoo
Lanius isabellinus_Isabelline Shrike
Petrochelidon spilodera_South African Swallow
Centropus leucogaster_Black-throated Coucal
Lanius phoenicuroides_Red-tailed Shrike
Ficedula hypoleuca_European Pied Flycatcher
Charadrius tricollaris_Three-banded Plover
Anthus leucophrys_Plain-backed Pipit
Otus senegalensis_African Scops-Owl
Cecropis daurica_Red-rumped Swallow
Aythya ferina_Common Pochard
Riparia paludicola_Plain Martin
Rallus caerulescens_African Rail
Caprimulgus tristigma_Freckled Nightjar
Tringa erythropus_Spotted Redshank
Recurvirostra avosetta_Pied Avocet
Falco subbuteo_Eurasian Hobby
Spatula querquedula_Garganey
Lanius senator_Woodchat Shrike
Anthus cervinus_Red-throated Pipit
Anthus trivialis_Tree Pipit
Tringa totanus_Common Redshank
Chlidonias niger_Black Tern
Rostratula benghalensis_Greater Painted-Snipe
Limosa lapponica_Bar-tailed Godwit
Zapornia pusilla_Baillon's Crake
Porphyrio madagascariensis_African Swamphen
Hydroprogne caspia_Caspian Tern
Haematopus ostralegus_Eurasian Oystercatcher
Falco peregrinus_Peregrine Falcon
Serinus flavivertex_Yellow-crowned Canary
Calidris canutus_Red Knot
Clamator glandarius_Great Spotted Cuckoo
Phylloscopus bonelli_Western Bonelli's Warbler
Cinnyris reichenowi_Northern Double-collared Sunbird
Chroicocephalus cirrocephalus_Gray-hooded Gull
Anthus lineiventris_Striped Pipit
Apalis cinerea_Gray Apalis
Oenanthe oenanthe_Northern Wheatear
Apus melba_Alpine Swift
Stercorarius parasiticus_Parasitic Jaeger
Estrilda troglodytes_Black-rumped Waxbill
Chlidonias hybrida_Whiskered Tern
Ardenna grisea_Sooty Shearwater
Anous stolidus_Brown Noddy
Sterna paradisaea_Arctic Tern
Anthus campestris_Tawny Pipit
Coturnix coturnix_Common Quail
Campethera abingoni_Golden-tailed Woodpecker
Hieraaetus pennatus_Booted Eagle
Ciconia ciconia_White Stork
Lagonosticta rhodopareia_Jameson's Firefinch
Melaenornis pammelaina_Southern Black-Flycatcher
Stercorarius pomarinus_Pomarine Jaeger
Porzana porzana_Spotted Crake
Guttera pucherani_Crested Guineafowl
Leptoptilos crumenifer_Marabou Stork
Dicrurus divaricatus_Glossy-backed Drongo
Telophorus sulfureopectus_Sulphur-breasted Bushshrike
Zosterops senegalensis_Northern Yellow White-eye
Spatula clypeata_Northern Shoveler
Xenus cinereus_Terek Sandpiper
Lagonosticta senegala_Red-billed Firefinch
Sylvia atriceps_Rwenzori Hill Babbler
Phoeniculus bollei_White-headed Woodhoopoe
Egretta gularis_Western Reef-Heron
Indicator indicator_Greater Honeyguide
Cisticola chiniana_Rattling Cisticola
Anas undulata_Yellow-billed Duck
Numida meleagris_Helmeted Guineafowl
Sylvia abyssinica_African Hill Babbler
Vidua funerea_Variable Indigobird
Uraeginthus bengalus_Red-cheeked Cordonbleu
Glaucidium capense_African Barred Owlet
Onychoprion fuscatus_Sooty Tern
Sula leucogaster_Brown Booby
Ploceus velatus_Southern Masked-Weaver
Gelochelidon nilotica_Gull-billed Tern
Iduna pallida_Eastern Olivaceous Warbler
Luscinia megarhynchos_Common Nightingale
Calidris temminckii_Temminck's Stint
Otus scops_Eurasian Scops-Owl
Circus pygargus_Montagu's Harrier
Circus macrourus_Pallid Harrier
Cercotrichas galactotes_Rufous-tailed Scrub-Robin
Sylvia atricapilla_Eurasian Blackcap
Sylvietta brachyura_Northern Crombec
Phoenicurus phoenicurus_Common Redstart
Hippolais polyglotta_Melodious Warbler
Cossypha polioptera_Gray-winged Robin-Chat
Accipiter tachiro_African Goshawk
Phoeniconaias minor_Lesser Flamingo
Lymnocryptes minimus_Jack Snipe
Ploceus luteolus_Little Weaver
Motacilla cinerea_Gray Wagtail
Phylloscopus collybita_Common Chiffchaff
Chalcomitra senegalensis_Scarlet-chested Sunbird
Laniarius major_Tropical Boubou
Euplectes franciscanus_Northern Red Bishop
Muscicapa aquatica_Swamp Flycatcher
Cercotrichas hartlaubi_Brown-backed Scrub-Robin
Merops bulocki_Red-throated Bee-eater
Monticola saxatilis_Rufous-tailed Rock-Thrush
Psittacula krameri_Rose-ringed Parakeet
Burhinus senegalensis_Senegal Thick-knee
Kakamega poliothorax_Gray-chested Babbler
Urocolius macrourus_Blue-naped Mousebird
Lanius corvinus_Yellow-billed Shrike
Columba guinea_Speckled Pigeon
Ploceus vitellinus_Vitelline Masked-Weaver
Muscicapa adusta_African Dusky Flycatcher
Oenanthe isabellina_Isabelline Wheatear
Streptopelia vinacea_Vinaceous Dove
Vanellus senegallus_Wattled Lapwing
Eurystomus orientalis_Dollarbird
Cinnyris pulchellus_Beautiful Sunbird
Phyllolais pulchella_Buff-bellied Warbler
Plocepasser superciliosus_Chestnut-crowned Sparrow-Weaver
Phaethon aethereus_Red-billed Tropicbird
Lamprotornis chalybaeus_Greater Blue-eared Starling
Illadopsis puveli_Puvel's Illadopsis
Vanellus spinosus_Spur-winged Lapwing
Ploceus baglafecht_Baglafecht Weaver
Galerida cristata_Crested Lark
Hypargos niveoguttatus_Peters's Twinspot
Euplectes capensis_Yellow Bishop
Malaconotus blanchoti_Gray-headed Bushshrike
Lybius vieilloti_Vieillot's Barbet
Hydrobates pelagicus_European Storm-Petrel
Ptilopachus petrosus_Stone Partridge
Lanius collurio_Red-backed Shrike
Coracina caesia_Gray Cuckooshrike
Phoeniculus purpureus_Green Woodhoopoe
Onychognathus walleri_Waller's Starling
Eremomela pusilla_Senegal Eremomela
Podiceps cristatus_Great Crested Grebe
Telophorus nigrifrons_Black-fronted Bushshrike
Ciconia nigra_Black Stork
Ptilostomus afer_Piapiac
Thamnolaea cinnamomeiventris_Mocking Cliff-Chat
Vidua chalybeata_Village Indigobird
Telophorus dohertyi_Doherty's Bushshrike
Laniarius erythrogaster_Black-headed Gonolek
Iduna opaca_Western Olivaceous Warbler
Jynx torquilla_Eurasian Wryneck
Apaloderma vittatum_Bar-tailed Trogon
Aythya nyroca_Ferruginous Duck
Acrocephalus gracilirostris_Lesser Swamp Warbler
Hydrobates leucorhous_Leach's Storm-Petrel
Cisticola aridulus_Desert Cisticola
Rhinopomastus cyanomelas_Common Scimitarbill
Prionops plumatus_White Helmetshrike
Lamprotornis chloropterus_Lesser Blue-eared Starling
Coracias abyssinicus_Abyssinian Roller
Calonectris diomedea_Cory's Shearwater
Poicephalus meyeri_Meyer's Parrot
Prinia erythroptera_Red-winged Prinia
Cisticola aberrans_Rock-loving Cisticola
Coracina pectoralis_White-breasted Cuckooshrike
Apalis alticola_Brown-headed Apalis
Gymnoris dentata_Sahel Bush Sparrow
Phyllastrephus cabanisi_Cabanis's Greenbul
Luscinia svecica_Bluethroat
Cryptospiza reichenovii_Red-faced Crimsonwing
Cisticola chubbi_Chubb's Cisticola
Chloropicus namaquus_Bearded Woodpecker
Pogoniulus chrysoconus_Yellow-fronted Tinkerbird
Apus pallidus_Pallid Swift
Oreolais pulcher_Black-collared Apalis
Ficedula albicollis_Collared Flycatcher
Phyllastrephus cerviniventris_Gray-olive Greenbul
Fulica cristata_Red-knobbed Coot
Campethera nubica_Nubian Woodpecker
Euodice cantans_African Silverbill
Streptopelia decipiens_Mourning Collared-Dove
Botaurus stellaris_Great Bittern
Crithagra sulphurata_Brimstone Canary
Lophoceros alboterminatus_Crowned Hornbill
