Vanellus chilensis_Southern Lapwing
Charadrius collaris_Collared Plover
Sterna trudeaui_Snowy-crowned Tern
Leucophaeus modestus_Gray Gull
Phalaropus tricolor_Wilson's Phalarope
Gallinago magellanica_Magellanic Snipe
Charadrius falklandicus_Two-banded Plover
Arenaria interpres_Ruddy Turnstone
Rhopospina fruticeti_Mourning Sierra Finch
Asthenes anthoides_Austral Canastero
Geranoaetus melanoleucus_Black-chested Buzzard-Eagle
Patagona gigas_Giant Hummingbird
Chloephaga picta_Upland Goose
Ixobrychus involucris_Stripe-backed Bittern
Calidris alba_Sanderling
Asthenes pyrrholeuca_Sharp-billed Canastero
Systellura longirostris_Band-winged Nightjar
Rhopospina alaudina_Band-tailed Sierra Finch
Bubo virginianus_Great Horned Owl
Athene cunicularia_Burrowing Owl
Falco femoralis_Aplomado Falcon
Geositta cunicularia_Common Miner
Laterallus jamaicensis_Black Rail
Melanodera xanthogramma_Yellow-bridled Finch
Chroicocephalus serranus_Andean Gull
Geositta rufipennis_Rufous-banded Miner
Asthenes modesta_Cordilleran Canastero
Haematopus ater_Blackish Oystercatcher
Calidris canutus_Red Knot
Larosterna inca_Inca Tern
Cinclodes nigrofumosus_Seaside Cinclodes
Agriornis montanus_Black-billed Shrike-Tyrant
Thalassarche melanophris_Black-browed Albatross
Thinocorus rumicivorus_Least Seedsnipe
Spheniscus magellanicus_Magellanic Penguin
Muscisaxicola maculirostris_Spot-billed Ground-Tyrant
Ardenna grisea_Sooty Shearwater
Upucerthia dumetaria_Scale-throated Earthcreeper
Lophonetta specularioides_Crested Duck
Upucerthia saturatior_Patagonian Forest Earthcreeper
Pseudocolopteryx citreola_Ticking Doradito
Accipiter bicolor_Bicolored Hawk
Myiopsitta monachus_Monk Parakeet
Charadrius nivosus_Snowy Plover
Metriopelia melanoptera_Black-winged Ground Dove
Calidris melanotos_Pectoral Sandpiper
Buteo albigula_White-throated Hawk
Ardenna creatopus_Pink-footed Shearwater
Geospizopsis unicolor_Plumbeous Sierra Finch
Thinocorus orbignyianus_Gray-breasted Seedsnipe
Anthus hellmayri_Hellmayr's Pipit
Pluvialis squatarola_Black-bellied Plover
Calidris fuscicollis_White-rumped Sandpiper
Sicalis auriventris_Greater Yellow-Finch
Riparia riparia_Bank Swallow
Phalaropus fulicarius_Red Phalarope
Mimus patagonicus_Patagonian Mockingbird
Oxyura ferruginea_Andean Duck
Calidris virgata_Surfbird
Tachyeres patachonicus_Flying Steamer-Duck
Stercorarius parasiticus_Parasitic Jaeger
Leucophaeus scoresbii_Dolphin Gull
Eudromia elegans_Elegant Crested-Tinamou
