Vanellus chilensis_Southern Lapwing
Pardirallus sanguinolentus_Plumbeous Rail
Columbina picui_Picui Ground Dove
Aramides cajaneus_Gray-cowled Wood-Rail
Platalea ajaja_Roseate Spoonbill
Turdus amaurochalinus_Creamy-bellied Thrush
Jacana jacana_Wattled Jacana
Chlorostilbon lucidus_Glittering-bellied Emerald
Anumbius annumbi_Firewood-gatherer
Podilymbus podiceps_Pied-billed Grebe
Fulica rufifrons_Red-fronted Coot
Sterna hirundo_Common Tern
Phoenicopterus chilensis_Chilean Flamingo
Pseudocolopteryx flaviventris_Warbling Doradito
Hirundo rustica_Barn Swallow
Limnoctites sulphuriferus_Sulphur-bearded Reedhaunter
Thamnophilus ruficapillus_Rufous-capped Antshrike
Rauenia bonariensis_Blue-and-yellow Tanager
Serpophaga nigricans_Sooty Tyrannulet
Spatula platalea_Red Shoveler
Leptotila verreauxi_White-tipped Dove
Thalasseus maximus_Royal Tern
Rostrhamus sociabilis_Snail Kite
Sternula superciliaris_Yellow-billed Tern
Stephanophorus diadematus_Diademed Tanager
Cistothorus platensis_Grass Wren
Limosa haemastica_Hudsonian Godwit
Aramus guarauna_Limpkin
Cinclodes fuscus_Buff-winged Cinclodes
Donacospiza albifrons_Long-tailed Reed Finch
Limnornis curvirostris_Curve-billed Reedhaunter
Calidris subruficollis_Buff-breasted Sandpiper
Porphyriops melanops_Spot-flanked Gallinule
Xolmis irupero_White Monjita
Basileuterus culicivorus_Golden-crowned Warbler
Nothura maculosa_Spotted Nothura
Polioptila dumicola_Masked Gnatcatcher
Gallinula galeata_Common Gallinule
Nycticorax nycticorax_Black-crowned Night-Heron
Sporophila caerulescens_Double-collared Seedeater
Thalasseus sandvicensis_Sandwich Tern
Charadrius collaris_Collared Plover
Rhea americana_Greater Rhea
Rhynchotus rufescens_Red-winged Tinamou
Columba livia_Rock Pigeon
Spartonoica maluroides_Bay-capped Wren-Spinetail
Tigrisoma lineatum_Rufescent Tiger-Heron
Myiophobus fasciatus_Bran-colored Flycatcher
Anthus correndera_Correndera Pipit
Theristicus caerulescens_Plumbeous Ibis
Parabuteo unicinctus_Harris's Hawk
Dendrocygna viduata_White-faced Whistling-Duck
Charadrius falklandicus_Two-banded Plover
Molothrus rufoaxillaris_Screaming Cowbird
Carduelis carduelis_European Goldfinch
Mareca sibilatrix_Chiloe Wigeon
Pachyramphus polychopterus_White-winged Becard
Leistes superciliaris_White-browed Meadowlark
Falco femoralis_Aplomado Falcon
Mycteria americana_Wood Stork
Schoeniophylax phryganophilus_Chotoy Spinetail
Asio clamator_Striped Owl
Calidris alba_Sanderling
Chloroceryle americana_Green Kingfisher
Polystictus pectoralis_Bearded Tachuri
Elanus leucurus_White-tailed Kite
Icterus pyrrhopterus_Variable Oriole
Ixobrychus involucris_Stripe-backed Bittern
Butorides striata_Striated Heron
Charadrius semipalmatus_Semipalmated Plover
Megaceryle torquata_Ringed Kingfisher
Gelochelidon nilotica_Gull-billed Tern
Cyanoloxia glaucocaerulea_Glaucous-blue Grosbeak
Nengetus cinereus_Gray Monjita
Stilpnia preciosa_Chestnut-backed Tanager
Tachuris rubrigastra_Many-colored Rush Tyrant
Certhiaxis cinnamomeus_Yellow-chinned Spinetail
Charadrius modestus_Rufous-chested Dotterel
Geothlypis aequinoctialis_Masked Yellowthroat
Saltator aurantiirostris_Golden-billed Saltator
Calidris himantopus_Stilt Sandpiper
Dryobates spilogaster_White-spotted Woodpecker
Gallinago paraguaiae_Paraguayan Snipe
Microspingus cabanisi_Gray-throated Warbling Finch
Paroaria capitata_Yellow-billed Cardinal
Laterallus leucopyrrhus_Red-and-white Crake
Thalassarche melanophris_Black-browed Albatross
Myiodynastes maculatus_Streaked Flycatcher
Limnoctites rectirostris_Straight-billed Reedhaunter
Camptostoma obsoletum_Southern Beardless-Tyrannulet
Calidris melanotos_Pectoral Sandpiper
Chloroceryle amazona_Amazon Kingfisher
Pluvialis squatarola_Black-bellied Plover
Phylloscartes ventralis_Mottle-cheeked Tyrannulet
Chrysomus ruficapillus_Chestnut-capped Blackbird
Amblyramphus holosericeus_Scarlet-headed Blackbird
Asio flammeus_Short-eared Owl
Anthus hellmayri_Hellmayr's Pipit
Cyclarhis gujanensis_Rufous-browed Peppershrike
Anthus furcatus_Short-billed Pipit
Hydropsalis torquata_Scissor-tailed Nightjar
Lochmias nematura_Sharp-tailed Streamcreeper
Tachycineta leucopyga_Chilean Swallow
Conopophaga lineata_Rufous Gnateater
Ammodramus humeralis_Grassland Sparrow
Vireo chivi_Chivi Vireo
Calidris canutus_Red Knot
Cranioleuca pyrrhophia_Stripe-crowned Spinetail
Serpophaga griseicapilla_Straneck's Tyrannulet
Actitis macularius_Spotted Sandpiper
Sterna hirundinacea_South American Tern
Geranoaetus melanoleucus_Black-chested Buzzard-Eagle
Phalaropus tricolor_Wilson's Phalarope
Alopochelidon fucata_Tawny-headed Swallow
Myiothlypis leucoblephara_White-browed Warbler
Pipraeidea melanonota_Fawn-breasted Tanager
Bartramia longicauda_Upland Sandpiper
Xanthopsar flavus_Saffron-cowled Blackbird
Geositta cunicularia_Common Miner
Turdus albicollis_White-necked Thrush
Elaenia albiceps_White-crested Elaenia
Laterallus melanophaius_Rufous-sided Crake
Piranga flava_Hepatic Tanager
Elaenia mesoleuca_Olivaceous Elaenia
Oreopholus ruficollis_Tawny-throated Dotterel
Pardirallus maculatus_Spotted Rail
Saltator similis_Green-winged Saltator
Brotogeris chiriri_Yellow-chevroned Parakeet
Mimus triurus_White-banded Mockingbird
Volatinia jacarina_Blue-black Grassquit
Heliobletus contaminatus_Sharp-billed Treehunter
Riparia riparia_Bank Swallow
Megascops choliba_Tropical Screech-Owl
Lepidocolaptes falcinellus_Scalloped Woodcreeper
Picumnus nebulosus_Mottled Piculet
Penelope obscura_Dusky-legged Guan
Psittacara leucophthalmus_White-eyed Parakeet
Falco peregrinus_Peregrine Falcon
Tyto alba_Barn Owl
Dendrocygna bicolor_Fulvous Whistling-Duck
Cathartes aura_Turkey Vulture
Buteo swainsoni_Swainson's Hawk
Phaetusa simplex_Large-billed Tern
Suiriri suiriri_Suiriri Flycatcher
Coccyzus melacoryphus_Dark-billed Cuckoo
Mackenziaena leachii_Large-tailed Antshrike
Calidris bairdii_Baird's Sandpiper
Buteogallus meridionalis_Savanna Hawk
Fregata magnificens_Magnificent Frigatebird
Pyrrhura frontalis_Maroon-bellied Parakeet
Lepidocolaptes angustirostris_Narrow-billed Woodcreeper
Arenaria interpres_Ruddy Turnstone
Thraupis sayaca_Sayaca Tanager
Anthus lutescens_Yellowish Pipit
Thamnophilus caerulescens_Variable Antshrike
Syndactyla rufosuperciliata_Buff-browed Foliage-gleaner
Myiarchus swainsoni_Swainson's Flycatcher
Tapera naevia_Striped Cuckoo
Coragyps atratus_Black Vulture
Lathrotriccus euleri_Euler's Flycatcher
Geranoaetus albicaudatus_White-tailed Hawk
Chordeiles nacunda_Nacunda Nighthawk
Empidonomus aurantioatrocristatus_Crowned Slaty Flycatcher
Gnorimopsar chopi_Chopi Blackbird
Setopagis parvula_Little Nightjar
Tolmomyias sulphurescens_Yellow-olive Flycatcher
Porphyrio martinica_Purple Gallinule
Drymornis bridgesii_Scimitar-billed Woodcreeper
Cyanoloxia brissonii_Ultramarine Grosbeak
Acridotheres cristatellus_Crested Myna
Petrochelidon pyrrhonota_Cliff Swallow
Melanerpes candidus_White Woodpecker
Sporophila cinnamomea_Chestnut Seedeater
Pseudoleistes guirahuro_Yellow-rumped Marshbird
Tringa solitaria_Solitary Sandpiper
Stelgidopteryx ruficollis_Southern Rough-winged Swallow
Glaucidium brasilianum_Ferruginous Pygmy-Owl
Anhinga anhinga_Anhinga
Sporophila ruficollis_Dark-throated Seedeater
Saltator coerulescens_Blue-gray Saltator
Pandion haliaetus_Osprey
Trogon surrucura_Surucua Trogon
Accipiter striatus_Sharp-shinned Hawk
Milvago chimachima_Yellow-headed Caracara
Systellura longirostris_Band-winged Nightjar
Synallaxis frontalis_Sooty-fronted Spinetail
Poecilotriccus plumbeiceps_Ochre-faced Tody-Flycatcher
Sporophila collaris_Rusty-collared Seedeater
Ardenna grisea_Sooty Shearwater
Bubo virginianus_Great Horned Owl
Euscarthmus meloryphus_Rufous-crowned Pygmy-Tyrant
Dryobates mixtus_Checkered Woodpecker
Pseudocolopteryx sclateri_Crested Doradito
Elaenia spectabilis_Large Elaenia
Spatula cyanoptera_Cinnamon Teal
Coryphospingus cucullatus_Red-crested Finch
Spheniscus magellanicus_Magellanic Penguin
Geranospiza caerulescens_Crane Hawk
Pachyramphus viridis_Green-backed Becard
Accipiter bicolor_Bicolored Hawk
Leptasthenura platensis_Tufted Tit-Spinetail
Cariama cristata_Red-legged Seriema
Podiceps occipitalis_Silvery Grebe
Theristicus caudatus_Buff-necked Ibis
Cacicus chrysopterus_Golden-winged Cacique
Elaenia sordida_Small-headed Elaenia
Picumnus cirratus_White-barred Piculet
Nyctibius griseus_Common Potoo
Euphonia chalybea_Green-throated Euphonia
Attila phoenicurus_Rufous-tailed Attila
Phyllomyias fasciatus_Planalto Tyrannulet
Columbina talpacoti_Ruddy Ground Dove
Piaya cayana_Squirrel Cuckoo
Stercorarius parasiticus_Parasitic Jaeger
Chloris chloris_European Greenfinch
Streptoprocne biscutata_Biscutate Swift
Tachybaptus dominicus_Least Grebe
Tinamus solitarius_Solitary Tinamou
Cyanocorax chrysops_Plush-crested Jay
Xiphocolaptes albicollis_White-throated Woodcreeper
Campephilus robustus_Robust Woodpecker
Phacellodomus ruber_Greater Thornbird
Carpornis cucullata_Hooded Berryeater
Egretta caerulea_Little Blue Heron
Procnias nudicollis_Bare-throated Bellbird
Mionectes rufiventris_Gray-hooded Flycatcher
Phyllomyias virescens_Greenish Tyrannulet
Platyrinchus mystaceus_White-throated Spadebill
Florisuga fusca_Black Jacobin
Sittasomus griseicapillus_Olivaceous Woodcreeper
Pyroderus scutatus_Red-ruffed Fruitcrow
Odontophorus capueira_Spot-winged Wood-Quail
Sirystes sibilator_Sibilant Sirystes
Megascops sanctaecatarinae_Long-tufted Screech-Owl
Muscipipra vetula_Shear-tailed Gray Tyrant
Melanerpes flavifrons_Yellow-fronted Woodpecker
Harpagus diodon_Rufous-thighed Kite
Phacellodomus ferrugineigula_Orange-breasted Thornbird
Triclaria malachitacea_Blue-bellied Parrot
Hylophilus poicilotis_Rufous-crowned Greenlet
Scytalopus speluncae_Mouse-colored Tapaculo
Nystalus chacuru_White-eared Puffbird
Fluvicola albiventer_Black-backed Water-Tyrant
Empidonomus varius_Variegated Flycatcher
Sternula antillarum_Least Tern
Grallaria varia_Variegated Antpitta
Celeus flavescens_Blond-crested Woodpecker
Haplospiza unicolor_Uniform Finch
Progne elegans_Southern Martin
Saltator maxillosus_Thick-billed Saltator
Campylorhamphus falcularius_Black-billed Scythebill
Myiornis auricularis_Eared Pygmy-Tyrant
Eupetomena macroura_Swallow-tailed Hummingbird
Anthracothorax nigricollis_Black-throated Mango
Synallaxis cinerascens_Gray-bellied Spinetail
Xiphorhynchus fuscus_Lesser Woodcreeper
Leptasthenura setaria_Araucaria Tit-Spinetail
Polioptila lactea_Creamy-bellied Gnatcatcher
Chaetura cinereiventris_Gray-rumped Swift
Amaurospiza moesta_Blackish-blue Seedeater
Strix hylophila_Rusty-barred Owl
Sclerurus scansor_Rufous-breasted Leaftosser
Thlypopsis pyrrhocoma_Chestnut-headed Tanager
Pachyramphus castaneus_Chestnut-crowned Becard
Dendrocolaptes platyrostris_Planalto Woodcreeper
Chrysuronia versicolor_Versicolored Emerald
Dendroma rufa_Buff-fronted Foliage-gleaner
Pulsatrix koeniswaldiana_Tawny-browed Owl
Hemitriccus obsoletus_Brown-breasted Pygmy-Tyrant
Crypturellus parvirostris_Small-billed Tinamou
Hypoedaleus guttatus_Spot-backed Antshrike
Drymophila malura_Dusky-tailed Antbird
Chamaeza ruficauda_Rufous-tailed Antthrush
Pionopsitta pileata_Pileated Parrot
Cinclodes pabsti_Long-tailed Cinclodes
Attila rufus_Gray-hooded Attila
Leptasthenura striolata_Striolated Tit-Spinetail
Pardirallus nigricans_Blackish Rail
Chamaeza campanisona_Short-tailed Antthrush
Synallaxis ruficapilla_Rufous-capped Spinetail
Spizaetus tyrannus_Black Hawk-Eagle
Tersina viridis_Swallow Tanager
Chionomesa fimbriata_Glittering-throated Emerald
Cranioleuca obsoleta_Olive Spinetail
Columbina squammata_Scaled Dove
Mackenziaena severa_Tufted Antshrike
Gallinago undulata_Giant Snipe
Cacicus solitarius_Solitary Black Cacique
Euphonia pectoralis_Chestnut-bellied Euphonia
Scytalopus pachecoi_Planalto Tapaculo
Turdus flavipes_Yellow-legged Thrush
Chiroxiphia caudata_Swallow-tailed Manakin
Schiffornis virescens_Greenish Schiffornis
Piculus aurulentus_White-browed Woodpecker
Crotophaga ani_Smooth-billed Ani
Crypturellus obsoletus_Brown Tinamou
Cryptopezus nattereri_Speckle-breasted Antpitta
Coereba flaveola_Bananaquit
Synallaxis albescens_Pale-breasted Spinetail
Conirostrum speciosum_Chestnut-vented Conebill
Elaenia flavogaster_Yellow-bellied Elaenia
Todirostrum cinereum_Common Tody-Flycatcher
Dromococcyx pavoninus_Pavonine Cuckoo
Clibanornis dendrocolaptoides_Canebrake Groundcreeper
Estrilda astrild_Common Waxbill
Stephanoxis loddigesii_Purple-crowned Plovercrest
Geotrygon montana_Ruddy Quail-Dove
Amazona vinacea_Vinaceous-breasted Parrot
Mesembrinibis cayennensis_Green Ibis
Emberizoides herbicola_Wedge-tailed Grass-Finch
Ramphastos dicolorus_Red-breasted Toucan
Trichothraupis melanops_Black-goggled Tanager
Dysithamnus mentalis_Plain Antvireo
Thalurania glaucopis_Violet-capped Woodnymph
Buteogallus urubitinga_Great Black Hawk
Chlorophonia cyanea_Blue-naped Chlorophonia
Sublegatus modestus_Southern Scrub-Flycatcher
Ciccaba virgata_Mottled Owl
Leptotila rufaxilla_Gray-fronted Dove
Cyanocorax caeruleus_Azure Jay
Stercorarius antarcticus_Brown Skua
Puffinus puffinus_Manx Shearwater
Sporophila hypoxantha_Tawny-bellied Seedeater
Habia rubica_Red-crowned Ant-Tanager
Asio stygius_Stygian Owl
Patagioenas plumbea_Plumbeous Pigeon
Sporophila pileata_Pearly-bellied Seedeater
Phacellodomus sibilatrix_Little Thornbird
Hirundinea ferruginea_Cliff Flycatcher
Tityra cayana_Black-tailed Tityra
Chlorophonia cyanocephala_Golden-rumped Euphonia
Anthus nattereri_Ochre-breasted Pipit
Ortalis squamata_Scaled Chachalaca
Asthenes baeri_Short-billed Canastero
Trogon rufus_Black-throated Trogon
Leptodon cayanensis_Gray-headed Kite
Dendrocygna autumnalis_Black-bellied Whistling-Duck
Nemosia pileata_Hooded Tanager
Thraupis palmarum_Palm Tanager
Parabuteo leucorrhous_White-rumped Hawk
Legatus leucophaius_Piratic Flycatcher
Arundinicola leucocephala_White-headed Marsh Tyrant
Lurocalis semitorquatus_Short-tailed Nighthawk
Tachycineta albiventer_White-winged Swallow
Tachyphonus coronatus_Ruby-crowned Tanager
Myiopagis caniceps_Gray Elaenia
Chondrohierax uncinatus_Hook-billed Kite
Euphonia violacea_Violaceous Euphonia
Gubernetes yetapa_Streamer-tailed Tyrant
Spizaetus melanoleucus_Black-and-white Hawk-Eagle
Mustelirallus albicollis_Ash-throated Crake
Phyllomyias burmeisteri_Rough-legged Tyrannulet
Batara cinerea_Giant Antshrike
Dacnis cayana_Blue Dacnis
Xenops rutilans_Streaked Xenops
Dryocopus lineatus_Lineated Woodpecker
Emberizoides ypiranganus_Lesser Grass-Finch
Cnemotriccus fuscatus_Fuscous Flycatcher
Ramphastos toco_Toco Toucan
Tityra inquisitor_Black-crowned Tityra
Agelasticus cyanopus_Unicolored Blackbird
Leptopogon amaurocephalus_Sepia-capped Flycatcher
Aramides saracura_Slaty-breasted Wood-Rail
Picumnus temminckii_Ochre-collared Piculet
Turdus subalaris_Blacksmith Thrush
Turdus leucomelas_Pale-breasted Thrush
Microspingus melanoleucus_Black-capped Warbling Finch
Daption capense_Cape Petrel
Cacicus haemorrhous_Red-rumped Cacique
Crotophaga major_Greater Ani
Culicivora caudacuta_Sharp-tailed Tyrant
Cyanoliseus patagonus_Burrowing Parakeet
Phytotoma rutila_White-tipped Plantcutter
Hemithraupis guira_Guira Tanager
Myiopagis viridicata_Greenish Elaenia
Pionus maximiliani_Scaly-headed Parrot
Cairina moschata_Muscovy Duck
Pachyramphus validus_Crested Becard
Coccycua cinerea_Ash-colored Cuckoo
Pseudoseisura lophotes_Brown Cacholote
Elanoides forficatus_Swallow-tailed Kite
Diomedea exulans_Wandering Albatross
Nyctidromus albicollis_Common Pauraque
Porzana spiloptera_Dot-winged Crake
Micrastur semitorquatus_Collared Forest-Falcon
Streptoprocne zonaris_White-collared Swift
Micrastur ruficollis_Barred Forest-Falcon
Buteo brachyurus_Short-tailed Hawk
Crypturellus tataupa_Tataupa Tinamou
Amazona aestiva_Turquoise-fronted Parrot
Patagioenas cayennensis_Pale-vented Pigeon
Hemitriccus margaritaceiventer_Pearly-vented Tody-Tyrant
Coryphistera alaudina_Lark-like Brushrunner
Thectocercus acuticaudatus_Blue-crowned Parakeet
Anthus chacoensis_Pampas Pipit
Leistes loyca_Long-tailed Meadowlark
Chaetura meridionalis_Sick's Swift
