Vanellus chilensis_Southern Lapwing
Parabuteo unicinctus_Harris's Hawk
Coccyzus melacoryphus_Dark-billed Cuckoo
Elaenia sordida_Small-headed Elaenia
Lochmias nematura_Sharp-tailed Streamcreeper
Leucochloris albicollis_White-throated Hummingbird
Ixobrychus involucris_Stripe-backed Bittern
Piaya cayana_Squirrel Cuckoo
Sporophila cinnamomea_Chestnut Seedeater
Megascops choliba_Tropical Screech-Owl
Tolmomyias sulphurescens_Yellow-olive Flycatcher
Saltator coerulescens_Blue-gray Saltator
Elaenia flavogaster_Yellow-bellied Elaenia
Laterallus leucopyrrhus_Red-and-white Crake
Psittacara leucophthalmus_White-eyed Parakeet
Pachyramphus viridis_Green-backed Becard
Penelope obscura_Dusky-legged Guan
Patagioenas maculosa_Spot-winged Pigeon
Haematopus palliatus_American Oystercatcher
Phoenicopterus chilensis_Chilean Flamingo
Oreopholus ruficollis_Tawny-throated Dotterel
Anhinga anhinga_Anhinga
Anas georgica_Yellow-billed Pintail
Crotophaga ani_Smooth-billed Ani
Porphyrio martinica_Purple Gallinule
Falco femoralis_Aplomado Falcon
Calidris melanotos_Pectoral Sandpiper
Streptoprocne biscutata_Biscutate Swift
Lathrotriccus euleri_Euler's Flycatcher
Geranospiza caerulescens_Crane Hawk
Chlorostilbon lucidus_Glittering-bellied Emerald
Petrochelidon pyrrhonota_Cliff Swallow
Emberizoides ypiranganus_Lesser Grass-Finch
Estrilda astrild_Common Waxbill
Trogon surrucura_Surucua Trogon
Glaucidium brasilianum_Ferruginous Pygmy-Owl
Sclerurus scansor_Rufous-breasted Leaftosser
Asio clamator_Striped Owl
Geranoaetus melanoleucus_Black-chested Buzzard-Eagle
Pseudocolopteryx flaviventris_Warbling Doradito
Thalasseus sandvicensis_Sandwich Tern
Cyanoloxia brissonii_Ultramarine Grosbeak
Phacellodomus ferrugineigula_Orange-breasted Thornbird
Synallaxis cinerascens_Gray-bellied Spinetail
Leptasthenura setaria_Araucaria Tit-Spinetail
Piranga flava_Hepatic Tanager
Anthus nattereri_Ochre-breasted Pipit
Accipiter striatus_Sharp-shinned Hawk
Grallaria varia_Variegated Antpitta
Cariama cristata_Red-legged Seriema
Suiriri suiriri_Suiriri Flycatcher
Euphonia chalybea_Green-throated Euphonia
Synallaxis frontalis_Sooty-fronted Spinetail
Carpornis cucullata_Hooded Berryeater
Elaenia spectabilis_Large Elaenia
Euscarthmus meloryphus_Rufous-crowned Pygmy-Tyrant
Calidris himantopus_Stilt Sandpiper
Nyctibius griseus_Common Potoo
Bartramia longicauda_Upland Sandpiper
Calidris alba_Sanderling
Drymornis bridgesii_Scimitar-billed Woodcreeper
Cryptopezus nattereri_Speckle-breasted Antpitta
Ramphastos dicolorus_Red-breasted Toucan
Dendrocygna bicolor_Fulvous Whistling-Duck
Thlypopsis pyrrhocoma_Chestnut-headed Tanager
Anas flavirostris_Yellow-billed Teal
Chordeiles nacunda_Nacunda Nighthawk
Aramides saracura_Slaty-breasted Wood-Rail
Anthracothorax nigricollis_Black-throated Mango
Stelgidopteryx ruficollis_Southern Rough-winged Swallow
Dendrocolaptes platyrostris_Planalto Woodcreeper
Pardirallus nigricans_Blackish Rail
Habia rubica_Red-crowned Ant-Tanager
Pardirallus maculatus_Spotted Rail
Tringa solitaria_Solitary Sandpiper
Turdus subalaris_Blacksmith Thrush
Tyto alba_Barn Owl
Ciccaba virgata_Mottled Owl
Euphonia chlorotica_Purple-throated Euphonia
Crypturellus obsoletus_Brown Tinamou
Phacellodomus ruber_Greater Thornbird
Hemitriccus obsoletus_Brown-breasted Pygmy-Tyrant
Saltator maxillosus_Thick-billed Saltator
Sittasomus griseicapillus_Olivaceous Woodcreeper
Cranioleuca obsoleta_Olive Spinetail
Charadrius semipalmatus_Semipalmated Plover
Geranoaetus albicaudatus_White-tailed Hawk
Emberizoides herbicola_Wedge-tailed Grass-Finch
Amazona vinacea_Vinaceous-breasted Parrot
Thalasseus maximus_Royal Tern
Phalaropus tricolor_Wilson's Phalarope
Platyrinchus mystaceus_White-throated Spadebill
Hirundo rustica_Barn Swallow
Sterna hirundo_Common Tern
Actitis macularius_Spotted Sandpiper
Pionopsitta pileata_Pileated Parrot
Hemithraupis guira_Guira Tanager
Columbina squammata_Scaled Dove
Phyllomyias virescens_Greenish Tyrannulet
Empidonomus varius_Variegated Flycatcher
Patagioenas cayennensis_Pale-vented Pigeon
Scytalopus speluncae_Mouse-colored Tapaculo
Xiphorhynchus fuscus_Lesser Woodcreeper
Drymophila malura_Dusky-tailed Antbird
Geotrygon montana_Ruddy Quail-Dove
Dendroma rufa_Buff-fronted Foliage-gleaner
Chaetura meridionalis_Sick's Swift
Strix hylophila_Rusty-barred Owl
Elanus leucurus_White-tailed Kite
Dromococcyx pavoninus_Pavonine Cuckoo
Chionomesa fimbriata_Glittering-throated Emerald
Serpophaga griseicapilla_Straneck's Tyrannulet
Dysithamnus mentalis_Plain Antvireo
Arundinicola leucocephala_White-headed Marsh Tyrant
Turdus leucomelas_Pale-breasted Thrush
Tityra cayana_Black-tailed Tityra
Mesembrinibis cayennensis_Green Ibis
Asio stygius_Stygian Owl
Leptotila rufaxilla_Gray-fronted Dove
Legatus leucophaius_Piratic Flycatcher
Sporophila ruficollis_Dark-throated Seedeater
Mustelirallus albicollis_Ash-throated Crake
Tinamus solitarius_Solitary Tinamou
Chamaeza ruficauda_Rufous-tailed Antthrush
Piculus aurulentus_White-browed Woodpecker
Myiopagis viridicata_Greenish Elaenia
Pulsatrix koeniswaldiana_Tawny-browed Owl
Schiffornis virescens_Greenish Schiffornis
Haplospiza unicolor_Uniform Finch
Elaenia albiceps_White-crested Elaenia
Leptasthenura striolata_Striolated Tit-Spinetail
Lepidocolaptes angustirostris_Narrow-billed Woodcreeper
Pachyramphus castaneus_Chestnut-crowned Becard
Triclaria malachitacea_Blue-bellied Parrot
Muscipipra vetula_Shear-tailed Gray Tyrant
Xiphocolaptes albicollis_White-throated Woodcreeper
Sterna hirundinacea_South American Tern
Bubo virginianus_Great Horned Owl
Buteogallus urubitinga_Great Black Hawk
Tachybaptus dominicus_Least Grebe
Megascops sanctaecatarinae_Long-tufted Screech-Owl
Egretta caerulea_Little Blue Heron
Spizaetus tyrannus_Black Hawk-Eagle
Scytalopus pachecoi_Planalto Tapaculo
Harpagus diodon_Rufous-thighed Kite
Tersina viridis_Swallow Tanager
Stephanoxis loddigesii_Purple-crowned Plovercrest
Synallaxis ruficapilla_Rufous-capped Spinetail
Campylorhamphus falcularius_Black-billed Scythebill
Patagioenas plumbea_Plumbeous Pigeon
Empidonomus aurantioatrocristatus_Crowned Slaty Flycatcher
Buteo swainsoni_Swainson's Hawk
Odontophorus capueira_Spot-winged Wood-Quail
Dryocopus lineatus_Lineated Woodpecker
Pyroderus scutatus_Red-ruffed Fruitcrow
Ramphastos toco_Toco Toucan
Nystalus chacuru_White-eared Puffbird
Attila rufus_Gray-hooded Attila
Trogon rufus_Black-throated Trogon
Sternula antillarum_Least Tern
Dacnis cayana_Blue Dacnis
Chlorophonia cyanea_Blue-naped Chlorophonia
Myiopagis caniceps_Gray Elaenia
Calidris bairdii_Baird's Sandpiper
Xenops rutilans_Streaked Xenops
Mionectes rufiventris_Gray-hooded Flycatcher
Chrysuronia versicolor_Versicolored Emerald
Crotophaga major_Greater Ani
Chlorophonia cyanocephala_Golden-rumped Euphonia
Lurocalis semitorquatus_Short-tailed Nighthawk
Sirystes sibilator_Sibilant Sirystes
Turdus flavipes_Yellow-legged Thrush
Phyllomyias burmeisteri_Rough-legged Tyrannulet
Tityra inquisitor_Black-crowned Tityra
Pseudocolopteryx sclateri_Crested Doradito
Systellura longirostris_Band-winged Nightjar
Conirostrum speciosum_Chestnut-vented Conebill
Nyctidromus albicollis_Common Pauraque
Pandion haliaetus_Osprey
Parabuteo leucorrhous_White-rumped Hawk
Pluvialis squatarola_Black-bellied Plover
Batara cinerea_Giant Antshrike
Crypturellus parvirostris_Small-billed Tinamou
Euphonia violacea_Violaceous Euphonia
Campephilus robustus_Robust Woodpecker
Accipiter bicolor_Bicolored Hawk
Melanerpes flavifrons_Yellow-fronted Woodpecker
Micrastur ruficollis_Barred Forest-Falcon
Gallinago undulata_Giant Snipe
Eupetomena macroura_Swallow-tailed Hummingbird
Gubernetes yetapa_Streamer-tailed Tyrant
Hypoedaleus guttatus_Spot-backed Antshrike
Florisuga fusca_Black Jacobin
Tachycineta albiventer_White-winged Swallow
Sporophila pileata_Pearly-bellied Seedeater
Trichothraupis melanops_Black-goggled Tanager
Myiornis auricularis_Eared Pygmy-Tyrant
Setopagis parvula_Little Nightjar
Chiroxiphia caudata_Swallow-tailed Manakin
Leptodon cayanensis_Gray-headed Kite
Amaurospiza moesta_Blackish-blue Seedeater
Phyllomyias fasciatus_Planalto Tyrannulet
Mackenziaena severa_Tufted Antshrike
Attila phoenicurus_Rufous-tailed Attila
Cyanocorax caeruleus_Azure Jay
Nemosia pileata_Hooded Tanager
Euphonia pectoralis_Chestnut-bellied Euphonia
Culicivora caudacuta_Sharp-tailed Tyrant
Chamaeza campanisona_Short-tailed Antthrush
Tachyphonus coronatus_Ruby-crowned Tanager
Leptopogon amaurocephalus_Sepia-capped Flycatcher
Chondrohierax uncinatus_Hook-billed Kite
Riparia riparia_Bank Swallow
Todirostrum cinereum_Common Tody-Flycatcher
Cnemotriccus fuscatus_Fuscous Flycatcher
Hylophilus poicilotis_Rufous-crowned Greenlet
Dendrocygna autumnalis_Black-bellied Whistling-Duck
Gelochelidon nilotica_Gull-billed Tern
Streptoprocne zonaris_White-collared Swift
Fregata magnificens_Magnificent Frigatebird
Elanoides forficatus_Swallow-tailed Kite
Calidris canutus_Red Knot
Pachyramphus validus_Crested Becard
Micrastur semitorquatus_Collared Forest-Falcon
Polioptila lactea_Creamy-bellied Gnatcatcher
Herpetotheres cachinnans_Laughing Falcon
Megarynchus pitangua_Boat-billed Flycatcher
Celeus flavescens_Blond-crested Woodpecker
Chaetura cinereiventris_Gray-rumped Swift
Ortalis squamata_Scaled Chachalaca
Cairina moschata_Muscovy Duck
Spizaetus melanoleucus_Black-and-white Hawk-Eagle
Procnias nudicollis_Bare-throated Bellbird
Thalurania glaucopis_Violet-capped Woodnymph
Picumnus temminckii_Ochre-collared Piculet
Sporophila hypoxantha_Tawny-bellied Seedeater
Buteogallus coronatus_Chaco Eagle
Buteo brachyurus_Short-tailed Hawk
Pionus maximiliani_Scaly-headed Parrot
Clibanornis dendrocolaptoides_Canebrake Groundcreeper
Crypturellus tataupa_Tataupa Tinamou
Columba livia_Rock Pigeon
Falco peregrinus_Peregrine Falcon
Mimus triurus_White-banded Mockingbird
Thraupis palmarum_Palm Tanager
Ictinia plumbea_Plumbeous Kite
Arenaria interpres_Ruddy Turnstone
Carduelis carduelis_European Goldfinch
Amazona aestiva_Turquoise-fronted Parrot
Thalassarche melanophris_Black-browed Albatross
Cyanocorax chrysops_Plush-crested Jay
Myiozetetes similis_Social Flycatcher
Cacicus haemorrhous_Red-rumped Cacique
Mareca sibilatrix_Chiloe Wigeon
Leptasthenura platensis_Tufted Tit-Spinetail
Hirundinea ferruginea_Cliff Flycatcher
Dryobates mixtus_Checkered Woodpecker
Cacicus solitarius_Solitary Black Cacique
Spheniscus magellanicus_Magellanic Penguin
Hemitriccus margaritaceiventer_Pearly-vented Tody-Tyrant
Sturnus vulgaris_European Starling
Coryphistera alaudina_Lark-like Brushrunner
Microspingus melanoleucus_Black-capped Warbling Finch
Sporophila palustris_Marsh Seedeater
Coccycua cinerea_Ash-colored Cuckoo
Picumnus cirratus_White-barred Piculet
Fluvicola albiventer_Black-backed Water-Tyrant
Sublegatus modestus_Southern Scrub-Flycatcher
Donacobius atricapilla_Black-capped Donacobius
Spatula cyanoptera_Cinnamon Teal
Ramphastos vitellinus_Channel-billed Toucan
Phacellodomus sibilatrix_Little Thornbird
Agelasticus cyanopus_Unicolored Blackbird
Myiobius barbatus_Whiskered Flycatcher
Melanerpes cactorum_White-fronted Woodpecker
Stercorarius parasiticus_Parasitic Jaeger
Busarellus nigricollis_Black-collared Hawk
Thraupis cyanoptera_Azure-shouldered Tanager
Chloris chloris_European Greenfinch
Conopophaga melanops_Black-cheeked Gnateater
Baryphthengus ruficapillus_Rufous-capped Motmot
Jabiru mycteria_Jabiru
Formicarius colma_Rufous-capped Antthrush
Hemithraupis ruficapilla_Rufous-headed Tanager
Pteroglossus castanotis_Chestnut-eared Aracari
Ramphocaenus melanurus_Long-billed Gnatwren
Capsiempis flaveola_Yellow Tyrannulet
Chlorophanes spiza_Green Honeycreeper
Thlypopsis sordida_Orange-headed Tanager
Myiarchus ferox_Short-crested Flycatcher
Corythopis delalandi_Southern Antpipit
Synallaxis albescens_Pale-breasted Spinetail
Piprites chloris_Wing-barred Piprites
Dryobates passerinus_Little Woodpecker
Automolus leucophthalmus_White-eyed Foliage-gleaner
Sporophila leucoptera_White-bellied Seedeater
Podiceps occipitalis_Silvery Grebe
Puffinus puffinus_Manx Shearwater
Cissopis leverianus_Magpie Tanager
Ilicura militaris_Pin-tailed Manakin
Oxyruncus cristatus_Sharpbill
Psilorhamphus guttatus_Spotted Bamboowren
Pyriglena leucoptera_White-shouldered Fire-eye
Drymophila rubricollis_Bertoni's Antbird
Herpsilochmus rufimarginatus_Rufous-margined Antwren
Ardenna grisea_Sooty Shearwater
Eleoscytalopus indigoticus_White-breasted Tapaculo
Asthenes baeri_Short-billed Canastero
Arremon flavirostris_Saffron-billed Sparrow
Contopus cinereus_Tropical Pewee
Phaethornis eurynome_Scale-throated Hermit
Anabacerthia lichtensteini_Ochre-breasted Foliage-gleaner
Philydor atricapillus_Black-capped Foliage-gleaner
Piculus flavigula_Yellow-throated Woodpecker
Colibri serrirostris_White-vented Violetear
Piprites pileata_Black-capped Piprites
Campylorhamphus trochilirostris_Red-billed Scythebill
Amazona farinosa_Mealy Parrot
Asemospiza fuliginosa_Sooty Grassquit
Conopias trivirgatus_Three-striped Flycatcher
Dysithamnus xanthopterus_Rufous-backed Antvireo
Tachyphonus rufus_White-lined Tanager
Penelope superciliaris_Rusty-margined Guan
Myrmoderus squamosus_Squamate Antbird
Forpus xanthopterygius_Cobalt-rumped Parrotlet
Tangara cyanocephala_Red-necked Tanager
Taraba major_Great Antshrike
Dendrocincla turdina_Plain-winged Woodcreeper
Phylloscartes difficilis_Serra do Mar Tyrannulet
Rhopias gularis_Star-throated Antwren
Ramphotrigon megacephalum_Large-headed Flatbill
Sporophila falcirostris_Temminck's Seedeater
Crypturellus noctivagus_Yellow-legged Tinamou
Orchesticus abeillei_Brown Tanager
Myiobius atricaudus_Black-tailed Flycatcher
Eleothreptus anomalus_Sickle-winged Nightjar
Trogon viridis_Green-backed Trogon
Thectocercus acuticaudatus_Blue-crowned Parakeet
