Pitangus sulphuratus_Great Kiskadee
Tringa melanoleuca_Greater Yellowlegs
Penelope obscura_Dusky-legged Guan
Actitis macularius_Spotted Sandpiper
Todirostrum poliocephalum_Gray-headed Tody-Flycatcher
Phylloscartes ventralis_Mottle-cheeked Tyrannulet
Hemitriccus nidipendulus_Hangnest Tody-Tyrant
Piculus aurulentus_White-browed Woodpecker
Jacana jacana_Wattled Jacana
Ardea cocoi_Cocoi Heron
Dysithamnus stictothorax_Spot-breasted Antvireo
Chaetura meridionalis_Sick's Swift
Attila rufus_Gray-hooded Attila
Setophaga pitiayumi_Tropical Parula
Legatus leucophaius_Piratic Flycatcher
Dryobates maculifrons_Yellow-eared Woodpecker
Rhopias gularis_Star-throated Antwren
Saltator maximus_Buff-throated Saltator
Crotophaga major_Greater Ani
Xenops rutilans_Streaked Xenops
Habia rubica_Red-crowned Ant-Tanager
Anhinga anhinga_Anhinga
Conirostrum speciosum_Chestnut-vented Conebill
Patagioenas cayennensis_Pale-vented Pigeon
Porphyrio martinica_Purple Gallinule
Chlorophonia cyanea_Blue-naped Chlorophonia
Automolus leucophthalmus_White-eyed Foliage-gleaner
Empidonomus varius_Variegated Flycatcher
Scytalopus speluncae_Mouse-colored Tapaculo
Progne tapera_Brown-chested Martin
Rynchops niger_Black Skimmer
Todirostrum cinereum_Common Tody-Flycatcher
Aramides cajaneus_Gray-cowled Wood-Rail
Dendrocincla turdina_Plain-winged Woodcreeper
Patagioenas plumbea_Plumbeous Pigeon
Myiornis auricularis_Eared Pygmy-Tyrant
Anthus lutescens_Yellowish Pipit
Chlorostilbon lucidus_Glittering-bellied Emerald
Molothrus bonariensis_Shiny Cowbird
Streptoprocne zonaris_White-collared Swift
Drymophila genei_Rufous-tailed Antbird
Batara cinerea_Giant Antshrike
Baryphthengus ruficapillus_Rufous-capped Motmot
Furnarius figulus_Wing-banded Hornero
Geranoaetus albicaudatus_White-tailed Hawk
Pluvialis dominica_American Golden-Plover
Cacicus haemorrhous_Red-rumped Cacique
Estrilda astrild_Common Waxbill
Pionus maximiliani_Scaly-headed Parrot
Platyrinchus mystaceus_White-throated Spadebill
Colaptes campestris_Campo Flicker
Schiffornis virescens_Greenish Schiffornis
Phyllomyias fasciatus_Planalto Tyrannulet
Myiozetetes cayanensis_Rusty-margined Flycatcher
Charadrius collaris_Collared Plover
Hemithraupis ruficapilla_Rufous-headed Tanager
Lathrotriccus euleri_Euler's Flycatcher
Lipaugus ater_Black-and-gold Cotinga
Pardirallus nigricans_Blackish Rail
Amazona amazonica_Orange-winged Parrot
Myiarchus ferox_Short-crested Flycatcher
Conopophaga lineata_Rufous Gnateater
Ixobrychus involucris_Stripe-backed Bittern
Elanoides forficatus_Swallow-tailed Kite
Saltator similis_Green-winged Saltator
Tringa solitaria_Solitary Sandpiper
Arundinicola leucocephala_White-headed Marsh Tyrant
Loriotus cristatus_Flame-crested Tanager
Nyctidromus albicollis_Common Pauraque
Pipraeidea melanonota_Fawn-breasted Tanager
Tersina viridis_Swallow Tanager
Sclerurus scansor_Rufous-breasted Leaftosser
Pandion haliaetus_Osprey
Cairina moschata_Muscovy Duck
Pachyramphus validus_Crested Becard
Mionectes rufiventris_Gray-hooded Flycatcher
Buteo brachyurus_Short-tailed Hawk
Chrysuronia versicolor_Versicolored Emerald
Cyanerpes cyaneus_Red-legged Honeycreeper
Cantorchilus longirostris_Long-billed Wren
Xiphocolaptes albicollis_White-throated Woodcreeper
Molothrus rufoaxillaris_Screaming Cowbird
Thamnophilus palliatus_Chestnut-backed Antshrike
Phylloscartes difficilis_Serra do Mar Tyrannulet
Leistes superciliaris_White-browed Meadowlark
Pheugopedius genibarbis_Moustached Wren
Tapera naevia_Striped Cuckoo
Tangara cyanocephala_Red-necked Tanager
Mackenziaena leachii_Large-tailed Antshrike
Lochmias nematura_Sharp-tailed Streamcreeper
Passer domesticus_House Sparrow
Euphonia chlorotica_Purple-throated Euphonia
Charadrius semipalmatus_Semipalmated Plover
Myiophobus fasciatus_Bran-colored Flycatcher
Philydor atricapillus_Black-capped Foliage-gleaner
Hemitriccus orbitatus_Eye-ringed Tody-Tyrant
Nycticorax nycticorax_Black-crowned Night-Heron
Systellura longirostris_Band-winged Nightjar
Spizaetus tyrannus_Black Hawk-Eagle
Anabazenops fuscus_White-collared Foliage-gleaner
Anabacerthia amaurotis_White-browed Foliage-gleaner
Plegadis chihi_White-faced Ibis
Herpetotheres cachinnans_Laughing Falcon
Phaethornis ruber_Reddish Hermit
Geothlypis aequinoctialis_Masked Yellowthroat
Columbina minuta_Plain-breasted Ground Dove
Saltator fuliginosus_Black-throated Grosbeak
Hemithraupis flavicollis_Yellow-backed Tanager
Serpophaga subcristata_White-crested Tyrannulet
Thlypopsis pyrrhocoma_Chestnut-headed Tanager
Orthogonys chloricterus_Olive-green Tanager
Contopus cinereus_Tropical Pewee
Turdus albicollis_White-necked Thrush
Falco femoralis_Aplomado Falcon
Ammodramus humeralis_Grassland Sparrow
Parabuteo unicinctus_Harris's Hawk
Myrmotherula axillaris_White-flanked Antwren
Poecilotriccus plumbeiceps_Ochre-faced Tody-Flycatcher
Buteogallus meridionalis_Savanna Hawk
Hypoedaleus guttatus_Spot-backed Antshrike
Haematopus palliatus_American Oystercatcher
Tolmomyias flaviventris_Yellow-breasted Flycatcher
Mustelirallus albicollis_Ash-throated Crake
Heliobletus contaminatus_Sharp-billed Treehunter
Tachybaptus dominicus_Least Grebe
Megascops choliba_Tropical Screech-Owl
Asio clamator_Striped Owl
Aramus guarauna_Limpkin
Lepidocolaptes squamatus_Scaled Woodcreeper
Myiobius barbatus_Whiskered Flycatcher
Chrysomus ruficapillus_Chestnut-capped Blackbird
Arremon semitorquatus_Half-collared Sparrow
Myiarchus swainsoni_Swainson's Flycatcher
Anthracothorax nigricollis_Black-throated Mango
Accipiter bicolor_Bicolored Hawk
Syndactyla rufosuperciliata_Buff-browed Foliage-gleaner
Terenura maculata_Streak-capped Antwren
Chloroceryle americana_Green Kingfisher
Nyctibius griseus_Common Potoo
Pyrocephalus rubinus_Vermilion Flycatcher
Trogon viridis_Green-backed Trogon
Synallaxis spixi_Spix's Spinetail
Lurocalis semitorquatus_Short-tailed Nighthawk
Phyllomyias griseocapilla_Gray-capped Tyrannulet
Rostrhamus sociabilis_Snail Kite
Gnorimopsar chopi_Chopi Blackbird
Tigrisoma lineatum_Rufescent Tiger-Heron
Bubulcus ibis_Cattle Egret
Drymophila squamata_Scaled Antbird
Saltator maxillosus_Thick-billed Saltator
Laterallus melanophaius_Rufous-sided Crake
Colonia colonus_Long-tailed Tyrant
Haplospiza unicolor_Uniform Finch
Sternula superciliaris_Yellow-billed Tern
Alopochelidon fucata_Tawny-headed Swallow
Emberizoides herbicola_Wedge-tailed Grass-Finch
Asthenes moreirae_Itatiaia Spinetail
Drymophila ferruginea_Ferruginous Antbird
Dendrocolaptes platyrostris_Planalto Woodcreeper
Chamaeza meruloides_Such's Antthrush
Tachycineta albiventer_White-winged Swallow
Carpornis cucullata_Hooded Berryeater
Micrastur ruficollis_Barred Forest-Falcon
Amazonetta brasiliensis_Brazilian Teal
Falco peregrinus_Peregrine Falcon
Phyllomyias burmeisteri_Rough-legged Tyrannulet
Paroaria dominicana_Red-cowled Cardinal
Microspingus lateralis_Buff-throated Warbling Finch
Dendrocygna autumnalis_Black-bellied Whistling-Duck
Chloroceryle amazona_Amazon Kingfisher
Odontophorus capueira_Spot-winged Wood-Quail
Thamnophilus ruficapillus_Rufous-capped Antshrike
Forpus xanthopterygius_Cobalt-rumped Parrotlet
Accipiter striatus_Sharp-shinned Hawk
Phyllomyias virescens_Greenish Tyrannulet
Stephanophorus diadematus_Diademed Tanager
Drymophila ochropyga_Ochre-rumped Antbird
Xenops minutus_Plain Xenops
Sterna hirundinacea_South American Tern
Muscipipra vetula_Shear-tailed Gray Tyrant
Piranga flava_Hepatic Tanager
Crypturellus tataupa_Tataupa Tinamou
Ictinia plumbea_Plumbeous Kite
Falco sparverius_American Kestrel
Melanerpes candidus_White Woodpecker
Glaucidium brasilianum_Ferruginous Pygmy-Owl
Phaethornis squalidus_Dusky-throated Hermit
Elaenia mesoleuca_Olivaceous Elaenia
Grallaria varia_Variegated Antpitta
Micrastur semitorquatus_Collared Forest-Falcon
Phaetusa simplex_Large-billed Tern
Melanerpes flavifrons_Yellow-fronted Woodpecker
Euscarthmus meloryphus_Rufous-crowned Pygmy-Tyrant
Parabuteo leucorrhous_White-rumped Hawk
Hemitriccus diops_Drab-breasted Pygmy-Tyrant
Serpophaga nigricans_Sooty Tyrannulet
Harpagus diodon_Rufous-thighed Kite
Tyto alba_Barn Owl
Psilorhamphus guttatus_Spotted Bamboowren
Pteroglossus bailloni_Saffron Toucanet
Laterallus leucopyrrhus_Red-and-white Crake
Podilymbus podiceps_Pied-billed Grebe
Geotrygon montana_Ruddy Quail-Dove
Cyanocorax cristatellus_Curl-crested Jay
Formicarius colma_Rufous-capped Antthrush
Capsiempis flaveola_Yellow Tyrannulet
Nemosia pileata_Hooded Tanager
Geranoaetus melanoleucus_Black-chested Buzzard-Eagle
Ramphastos dicolorus_Red-breasted Toucan
Cyanoloxia brissonii_Ultramarine Grosbeak
Sporophila pileata_Pearly-bellied Seedeater
Strix hylophila_Rusty-barred Owl
Hydropsalis torquata_Scissor-tailed Nightjar
Euphonia xanthogaster_Orange-bellied Euphonia
Phaeomyias murina_Mouse-colored Tyrannulet
Thalassarche melanophris_Black-browed Albatross
Cnemotriccus fuscatus_Fuscous Flycatcher
Mackenziaena severa_Tufted Antshrike
Triclaria malachitacea_Blue-bellied Parrot
Dryocopus lineatus_Lineated Woodpecker
Chondrohierax uncinatus_Hook-billed Kite
Icterus pyrrhopterus_Variable Oriole
Ixobrychus exilis_Least Bittern
Columbina picui_Picui Ground Dove
Ciccaba virgata_Mottled Owl
Chaetura cinereiventris_Gray-rumped Swift
Nyctanassa violacea_Yellow-crowned Night-Heron
Calidris melanotos_Pectoral Sandpiper
Schistochlamys ruficapillus_Cinnamon Tanager
Busarellus nigricollis_Black-collared Hawk
Campylorhamphus falcularius_Black-billed Scythebill
Riparia riparia_Bank Swallow
Chlorestes cyanus_White-chinned Sapphire
Molothrus oryzivorus_Giant Cowbird
Pseudocolopteryx sclateri_Crested Doradito
Pionopsitta pileata_Pileated Parrot
Elaenia parvirostris_Small-billed Elaenia
Leptodon cayanensis_Gray-headed Kite
Phimosus infuscatus_Bare-faced Ibis
Falco rufigularis_Bat Falcon
Streptoprocne biscutata_Biscutate Swift
Geranospiza caerulescens_Crane Hawk
Tangara cyanoventris_Gilt-edged Tanager
Gubernetes yetapa_Streamer-tailed Tyrant
Gallinago paraguaiae_Paraguayan Snipe
Sporophila lineola_Lined Seedeater
Turdus subalaris_Blacksmith Thrush
Trogon rufus_Black-throated Trogon
Pachyramphus viridis_Green-backed Becard
Donacospiza albifrons_Long-tailed Reed Finch
Cissopis leverianus_Magpie Tanager
Chordeiles nacunda_Nacunda Nighthawk
Anthus hellmayri_Hellmayr's Pipit
Conirostrum bicolor_Bicolored Conebill
Syrigma sibilatrix_Whistling Heron
Sicalis luteola_Grassland Yellow-Finch
Myrmoderus loricatus_White-bibbed Antbird
Formicivora serrana_Serra Antwren
Dendrocygna bicolor_Fulvous Whistling-Duck
Glaucis hirsutus_Rufous-breasted Hermit
Tityra cayana_Black-tailed Tityra
Circus buffoni_Long-winged Harrier
Dendrocygna viduata_White-faced Whistling-Duck
Phacellodomus ferrugineigula_Orange-breasted Thornbird
Asemospiza fuliginosa_Sooty Grassquit
Sirystes sibilator_Sibilant Sirystes
Myiopagis caniceps_Gray Elaenia
Jabiru mycteria_Jabiru
Schistochlamys melanopis_Black-faced Tanager
Pachyramphus marginatus_Black-capped Becard
Phacellodomus erythrophthalmus_Orange-eyed Thornbird
Penelope superciliaris_Rusty-margined Guan
Merulaxis ater_Slaty Bristlefront
Eleoscytalopus indigoticus_White-breasted Tapaculo
Cochlearius cochlearius_Boat-billed Heron
Cariama cristata_Red-legged Seriema
Pulsatrix koeniswaldiana_Tawny-browed Owl
Euphonia chalybea_Green-throated Euphonia
Elaenia sordida_Small-headed Elaenia
Oxyruncus cristatus_Sharpbill
Orchesticus abeillei_Brown Tanager
Heliothryx auritus_Black-eared Fairy
Pseudoleistes guirahuro_Yellow-rumped Marshbird
Donacobius atricapilla_Black-capped Donacobius
Petrochelidon pyrrhonota_Cliff Swallow
Biatas nigropectus_White-bearded Antshrike
Rhytipterna simplex_Grayish Mourner
Amazona aestiva_Turquoise-fronted Parrot
Campephilus robustus_Robust Woodpecker
Chamaeza ruficauda_Rufous-tailed Antthrush
Claravis pretiosa_Blue Ground Dove
Anumbius annumbi_Firewood-gatherer
Elaenia albiceps_White-crested Elaenia
Tityra inquisitor_Black-crowned Tityra
Hylocharis sapphirina_Rufous-throated Sapphire
Chlorophonia cyanocephala_Golden-rumped Euphonia
Elanus leucurus_White-tailed Kite
Amazona vinacea_Vinaceous-breasted Parrot
Anabacerthia lichtensteini_Ochre-breasted Foliage-gleaner
Ramphocaenus melanurus_Long-billed Gnatwren
Tyrannus savana_Fork-tailed Flycatcher
Sporophila angolensis_Chestnut-bellied Seed-Finch
Elaenia spectabilis_Large Elaenia
Psittacara leucophthalmus_White-eyed Parakeet
Malacoptila striata_Crescent-chested Puffbird
Caryothraustes canadensis_Yellow-green Grosbeak
Coryphospingus pileatus_Pileated Finch
Piculus flavigula_Yellow-throated Woodpecker
Mesembrinibis cayennensis_Green Ibis
Crypturellus soui_Little Tinamou
Myiothlypis leucoblephara_White-browed Warbler
Asio stygius_Stygian Owl
Myiobius atricaudus_Black-tailed Flycatcher
Anurolimnas viridis_Russet-crowned Crake
Tachycineta leucorrhoa_White-rumped Swallow
Chionomesa lactea_Sapphire-spangled Emerald
Buteo nitidus_Gray-lined Hawk
Spizaetus melanoleucus_Black-and-white Hawk-Eagle
Sporophila frontalis_Buffy-fronted Seedeater
Phacellodomus rufifrons_Rufous-fronted Thornbird
Tinamus solitarius_Solitary Tinamou
Chamaeza campanisona_Short-tailed Antthrush
Stilpnia peruviana_Black-backed Tanager
Pyroderus scutatus_Red-ruffed Fruitcrow
Buteo albonotatus_Zone-tailed Hawk
Sporophila collaris_Rusty-collared Seedeater
Coccyzus melacoryphus_Dark-billed Cuckoo
Colaptes melanochloros_Green-barred Woodpecker
Thlypopsis sordida_Orange-headed Tanager
Bubo virginianus_Great Horned Owl
Setopagis parvula_Little Nightjar
Sporophila falcirostris_Temminck's Seedeater
Galbula ruficauda_Rufous-tailed Jacamar
Crypturellus parvirostris_Small-billed Tinamou
Coccyzus americanus_Yellow-billed Cuckoo
Megascops atricapilla_Black-capped Screech-Owl
Piprites chloris_Wing-barred Piprites
Myiarchus tyrannulus_Brown-crested Flycatcher
Columba livia_Rock Pigeon
Diopsittaca nobilis_Red-shouldered Macaw
Cichlocolaptes leucophrus_Pale-browed Treehunter
Nystalus chacuru_White-eared Puffbird
Lepidocolaptes angustirostris_Narrow-billed Woodcreeper
Phaethornis pretrei_Planalto Hermit
Polytmus guainumbi_White-tailed Goldenthroat
Falco deiroleucus_Orange-breasted Falcon
Pteroglossus aracari_Black-necked Aracari
Drymophila rubricollis_Bertoni's Antbird
Sporophila bouvreuil_Copper Seedeater
Phylloscartes oustaleti_Oustalet's Tyrannulet
Myrmotherula minor_Salvadori's Antwren
Tringa semipalmata_Willet
Antrostomus rufus_Rufous Nightjar
Platyrinchus leucoryphus_Russet-winged Spadebill
Spinus magellanicus_Hooded Siskin
Patagioenas speciosa_Scaled Pigeon
Amazona rhodocorytha_Red-browed Parrot
Chordeiles acutipennis_Lesser Nighthawk
Embernagra platensis_Great Pampa-Finch
Synallaxis frontalis_Sooty-fronted Spinetail
Dysithamnus xanthopterus_Rufous-backed Antvireo
Neopelma chrysolophum_Serra do Mar Tyrant-Manakin
Gallinago undulata_Giant Snipe
Sporophila leucoptera_White-bellied Seedeater
Cercomacra brasiliana_Rio de Janeiro Antbird
Sporophila nigricollis_Yellow-bellied Seedeater
Rallus longirostris_Mangrove Rail
Pluvialis squatarola_Black-bellied Plover
Coccyzus euleri_Pearly-breasted Cuckoo
Ciccaba huhula_Black-banded Owl
Nyctibius aethereus_Long-tailed Potoo
Ramphotrigon megacephalum_Large-headed Flatbill
Nengetus cinereus_Gray Monjita
Atticora tibialis_White-thighed Swallow
Thalasseus maximus_Royal Tern
Lipaugus lanioides_Cinnamon-vented Piha
Mionectes oleagineus_Ochre-bellied Flycatcher
Calidris alba_Sanderling
Drymophila malura_Dusky-tailed Antbird
Neopelma aurifrons_Wied's Tyrant-Manakin
Eupsittula aurea_Peach-fronted Parakeet
Nyctiphrynus ocellatus_Ocellated Poorwill
Accipiter superciliosus_Tiny Hawk
Amazona farinosa_Mealy Parrot
Theristicus caudatus_Buff-necked Ibis
Xolmis irupero_White Monjita
Pitangus lictor_Lesser Kiskadee
Pyrrhura cruentata_Ochre-marked Parakeet
Touit surdus_Golden-tailed Parrotlet
Pseudopipra pipra_White-crowned Manakin
Corythopis delalandi_Southern Antpipit
Ramphastos toco_Toco Toucan
Columbina squammata_Scaled Dove
Laterallus exilis_Gray-breasted Crake
Pyrrhura leucotis_Maroon-faced Parakeet
Colibri serrirostris_White-vented Violetear
Chordeiles minor_Common Nighthawk
Rhynchotus rufescens_Red-winged Tinamou
Schiffornis turdina_Brown-winged Schiffornis
Touit melanonotus_Brown-backed Parrotlet
Icterus jamacaii_Campo Troupial
Spizaetus ornatus_Ornate Hawk-Eagle
Tangara mexicana_Turquoise Tanager
Glaucidium minutissimum_Least Pygmy-Owl
Formicivora grisea_White-fringed Antwren
Tyrannus albogularis_White-throated Kingbird
Ardenna grisea_Sooty Shearwater
Fluvicola albiventer_Black-backed Water-Tyrant
Nonnula rubecula_Rusty-breasted Nunlet
Iodopleura pipra_Buff-throated Purpletuft
Dendroplex picus_Straight-billed Woodcreeper
Pionus menstruus_Blue-headed Parrot
Notharchus swainsoni_Buff-bellied Puffbird
Sporophila albogularis_White-throated Seedeater
Harpagus bidentatus_Double-toothed Kite
Arremon taciturnus_Pectoral Sparrow
Hylophilus amaurocephalus_Gray-eyed Greenlet
Chelidoptera tenebrosa_Swallow-winged Puffbird
Columbina passerina_Common Ground Dove
Arenaria interpres_Ruddy Turnstone
Buteogallus urubitinga_Great Black Hawk
Elaenia cristata_Plain-crested Elaenia
Myrmotherula unicolor_Unicolored Antwren
Chroicocephalus cirrocephalus_Gray-hooded Gull
Crypturellus noctivagus_Yellow-legged Tinamou
Mycteria americana_Wood Stork
Tolmomyias poliocephalus_Gray-crowned Flycatcher
Myrmoderus ruficauda_Scalloped Antbird
Calidris himantopus_Stilt Sandpiper
Primolius maracana_Blue-winged Macaw
Sporophila plumbea_Plumbeous Seedeater
Nyctibius grandis_Great Potoo
Synallaxis albescens_Pale-breasted Spinetail
Myiarchus tuberculifer_Dusky-capped Flycatcher
Pygoscelis antarcticus_Chinstrap Penguin
Xiphorhynchus guttatus_Buff-throated Woodcreeper
Ornithion inerme_White-lored Tyrannulet
Crypturellus variegatus_Variegated Tinamou
Thalasseus sandvicensis_Sandwich Tern
Jacamaralcyon tridactyla_Three-toed Jacamar
Ceratopipra rubrocapilla_Red-headed Manakin
Porphyriops melanops_Spot-flanked Gallinule
Agelasticus cyanopus_Unicolored Blackbird
Carpornis melanocephala_Black-headed Berryeater
Suiriri suiriri_Suiriri Flycatcher
Anhima cornuta_Horned Screamer
Neothraupis fasciata_White-banded Tanager
Buteo swainsoni_Swainson's Hawk
Cichlopsis leucogenys_Rufous-brown Solitaire
Attila spadiceus_Bright-rumped Attila
Nothura boraquira_White-bellied Nothura
Chrysolampis mosquitus_Ruby-topaz Hummingbird
Taraba major_Great Antshrike
Chlorestes notata_Blue-chinned Sapphire
Ortalis araucuan_East Brazilian Chachalaca
Gelochelidon nilotica_Gull-billed Tern
Progne subis_Purple Martin
Schoeniophylax phryganophilus_Chotoy Spinetail
Nothura maculosa_Spotted Nothura
Saltatricula atricollis_Black-throated Saltator
Myiopagis viridicata_Greenish Elaenia
Empidonomus aurantioatrocristatus_Crowned Slaty Flycatcher
Turdus fumigatus_Cocoa Thrush
Synallaxis cinerascens_Gray-bellied Spinetail
Sterna hirundo_Common Tern
Chiroxiphia pareola_Blue-backed Manakin
Rhynchocyclus olivaceus_Olivaceous Flatbill
Nyctibius leucopterus_White-winged Potoo
Campylorhynchus turdinus_Thrush-like Wren
Saltator coerulescens_Blue-gray Saltator
Phacellodomus ruber_Greater Thornbird
Pardirallus sanguinolentus_Plumbeous Rail
Sporophila hypoxantha_Tawny-bellied Seedeater
Dryobates affinis_Red-stained Woodpecker
Phleocryptes melanops_Wren-like Rushbird
Lipaugus vociferans_Screaming Piha
Glyphorynchus spirurus_Wedge-billed Woodcreeper
Numenius phaeopus_Whimbrel
Rhea americana_Greater Rhea
Pardirallus maculatus_Spotted Rail
Sternula antillarum_Least Tern
Anas georgica_Yellow-billed Pintail
Cacicus cela_Yellow-rumped Cacique
Diomedea exulans_Wandering Albatross
Bartramia longicauda_Upland Sandpiper
Cyanocorax chrysops_Plush-crested Jay
Hemithraupis guira_Guira Tanager
Myiothlypis rivularis_Riverbank Warbler
Buteogallus coronatus_Chaco Eagle
Calidris canutus_Red Knot
Anas flavirostris_Yellow-billed Teal
Zenaida auriculata_Eared Dove
Daption capense_Cape Petrel
Polioptila dumicola_Masked Gnatcatcher
Asio flammeus_Short-eared Owl
Tringa stagnatilis_Marsh Sandpiper
Dromococcyx pavoninus_Pavonine Cuckoo
Culicivora caudacuta_Sharp-tailed Tyrant
Dryobates spilogaster_White-spotted Woodpecker
Elaenia chiriquensis_Lesser Elaenia
Campephilus melanoleucos_Crimson-crested Woodpecker
Egretta garzetta_Little Egret
Sicalis citrina_Stripe-tailed Yellow-Finch
Spheniscus magellanicus_Magellanic Penguin
