Vanellus chilensis_Southern Lapwing
Herpetotheres cachinnans_Laughing Falcon
Tringa solitaria_Solitary Sandpiper
Streptoprocne biscutata_Biscutate Swift
Myiarchus swainsoni_Swainson's Flycatcher
Serpophaga subcristata_White-crested Tyrannulet
Myiarchus tyrannulus_Brown-crested Flycatcher
Taraba major_Great Antshrike
Primolius maracana_Blue-winged Macaw
Tinamus solitarius_Solitary Tinamou
Falco rufigularis_Bat Falcon
Pachyramphus polychopterus_White-winged Becard
Baryphthengus ruficapillus_Rufous-capped Motmot
Tangara seledon_Green-headed Tanager
Poecilotriccus plumbeiceps_Ochre-faced Tody-Flycatcher
Conopophaga lineata_Rufous Gnateater
Amazona vinacea_Vinaceous-breasted Parrot
Porphyriops melanops_Spot-flanked Gallinule
Megascops choliba_Tropical Screech-Owl
Conirostrum speciosum_Chestnut-vented Conebill
Pulsatrix koeniswaldiana_Tawny-browed Owl
Harpagus diodon_Rufous-thighed Kite
Odontophorus capueira_Spot-winged Wood-Quail
Trogon viridis_Green-backed Trogon
Nyctidromus albicollis_Common Pauraque
Geranoaetus albicaudatus_White-tailed Hawk
Dysithamnus stictothorax_Spot-breasted Antvireo
Oxyruncus cristatus_Sharpbill
Embernagra platensis_Great Pampa-Finch
Attila rufus_Gray-hooded Attila
Hemitriccus diops_Drab-breasted Pygmy-Tyrant
Accipiter bicolor_Bicolored Hawk
Todirostrum cinereum_Common Tody-Flycatcher
Thlypopsis pyrrhocoma_Chestnut-headed Tanager
Phaethornis ruber_Reddish Hermit
Thraupis cyanoptera_Azure-shouldered Tanager
Systellura longirostris_Band-winged Nightjar
Myiozetetes cayanensis_Rusty-margined Flycatcher
Colonia colonus_Long-tailed Tyrant
Glaucidium minutissimum_Least Pygmy-Owl
Dendrocincla turdina_Plain-winged Woodcreeper
Contopus cinereus_Tropical Pewee
Sirystes sibilator_Sibilant Sirystes
Procnias nudicollis_Bare-throated Bellbird
Patagioenas cayennensis_Pale-vented Pigeon
Tersina viridis_Swallow Tanager
Tangara cyanoventris_Gilt-edged Tanager
Mackenziaena severa_Tufted Antshrike
Dendrocolaptes platyrostris_Planalto Woodcreeper
Saltatricula atricollis_Black-throated Saltator
Crotophaga major_Greater Ani
Anhinga anhinga_Anhinga
Megaxenops parnaguae_Great Xenops
Aramides saracura_Slaty-breasted Wood-Rail
Melanerpes flavifrons_Yellow-fronted Woodpecker
Pionopsitta pileata_Pileated Parrot
Hirundo rustica_Barn Swallow
Sicalis luteola_Grassland Yellow-Finch
Embernagra longicauda_Pale-throated Pampa-Finch
Thalurania furcata_Fork-tailed Woodnymph
Herpsilochmus atricapillus_Black-capped Antwren
Corythopis delalandi_Southern Antpipit
Campylorhamphus falcularius_Black-billed Scythebill
Patagioenas plumbea_Plumbeous Pigeon
Selenidera maculirostris_Spot-billed Toucanet
Vireo chivi_Chivi Vireo
Petrochelidon pyrrhonota_Cliff Swallow
Habia rubica_Red-crowned Ant-Tanager
Asio clamator_Striped Owl
Formicivora iheringi_Narrow-billed Antwren
Rhynchotus rufescens_Red-winged Tinamou
Thalurania glaucopis_Violet-capped Woodnymph
Chordeiles minor_Common Nighthawk
Turdus flavipes_Yellow-legged Thrush
Leptodon cayanensis_Gray-headed Kite
Micrastur semitorquatus_Collared Forest-Falcon
Micrastur ruficollis_Barred Forest-Falcon
Automolus leucophthalmus_White-eyed Foliage-gleaner
Rostrhamus sociabilis_Snail Kite
Philydor atricapillus_Black-capped Foliage-gleaner
Geranoaetus melanoleucus_Black-chested Buzzard-Eagle
Chaetura meridionalis_Sick's Swift
Phaethornis eurynome_Scale-throated Hermit
Haplospiza unicolor_Uniform Finch
Setophaga pitiayumi_Tropical Parula
Schoeniophylax phryganophilus_Chotoy Spinetail
Euphonia pectoralis_Chestnut-bellied Euphonia
Eleoscytalopus indigoticus_White-breasted Tapaculo
Arremon franciscanus_Sao Francisco Sparrow
Pheugopedius genibarbis_Moustached Wren
Tachycineta leucorrhoa_White-rumped Swallow
Tringa melanoleuca_Greater Yellowlegs
Myiobius barbatus_Whiskered Flycatcher
Chlorophonia cyanea_Blue-naped Chlorophonia
Tachybaptus dominicus_Least Grebe
Lipaugus lanioides_Cinnamon-vented Piha
Cyanocorax chrysops_Plush-crested Jay
Mionectes rufiventris_Gray-hooded Flycatcher
Drymophila squamata_Scaled Antbird
Ramphastos dicolorus_Red-breasted Toucan
Hylophilus amaurocephalus_Gray-eyed Greenlet
Nemosia pileata_Hooded Tanager
Colaptes melanochloros_Green-barred Woodpecker
Leistes superciliaris_White-browed Meadowlark
Pteroglossus bailloni_Saffron Toucanet
Carpornis cucullata_Hooded Berryeater
Mackenziaena leachii_Large-tailed Antshrike
Nengetus cinereus_Gray Monjita
Pachyramphus viridis_Green-backed Becard
Porphyrio martinica_Purple Gallinule
Hypoedaleus guttatus_Spot-backed Antshrike
Elaenia mesoleuca_Olivaceous Elaenia
Polystictus pectoralis_Bearded Tachuri
Piprites chloris_Wing-barred Piprites
Brotogeris tirica_Plain Parakeet
Tapera naevia_Striped Cuckoo
Melanerpes candidus_White Woodpecker
Picumnus pygmaeus_Spotted Piculet
Leptopogon amaurocephalus_Sepia-capped Flycatcher
Amazonetta brasiliensis_Brazilian Teal
Geothlypis aequinoctialis_Masked Yellowthroat
Accipiter striatus_Sharp-shinned Hawk
Thripophaga macroura_Striated Softtail
Cantorchilus longirostris_Long-billed Wren
Aramides cajaneus_Gray-cowled Wood-Rail
Geranospiza caerulescens_Crane Hawk
Gallinula galeata_Common Gallinule
Megascops atricapilla_Black-capped Screech-Owl
Sporophila bouvreuil_Copper Seedeater
Riparia riparia_Bank Swallow
Phyllomyias burmeisteri_Rough-legged Tyrannulet
Campephilus robustus_Robust Woodpecker
Leptasthenura setaria_Araucaria Tit-Spinetail
Strix hylophila_Rusty-barred Owl
Cryptopezus nattereri_Speckle-breasted Antpitta
Drymophila ferruginea_Ferruginous Antbird
Tachyphonus rufus_White-lined Tanager
Anabazenops fuscus_White-collared Foliage-gleaner
Gallinago paraguaiae_Paraguayan Snipe
Leucochloris albicollis_White-throated Hummingbird
Aratinga auricapillus_Golden-capped Parakeet
Nyctibius griseus_Common Potoo
Anthracothorax nigricollis_Black-throated Mango
Myiopagis caniceps_Gray Elaenia
Thamnophilus pelzelni_Planalto Slaty-Antshrike
Piculus aurulentus_White-browed Woodpecker
Laterallus leucopyrrhus_Red-and-white Crake
Piranga flava_Hepatic Tanager
Dendrocygna autumnalis_Black-bellied Whistling-Duck
Rhopornis ardesiacus_Slender Antbird
Xiphocolaptes albicollis_White-throated Woodcreeper
Chloroceryle amazona_Amazon Kingfisher
Hemitriccus nidipendulus_Hangnest Tody-Tyrant
Conopophaga melanops_Black-cheeked Gnateater
Saltator fuliginosus_Black-throated Grosbeak
Heliobletus contaminatus_Sharp-billed Treehunter
Phylloscartes oustaleti_Oustalet's Tyrannulet
Calidris melanotos_Pectoral Sandpiper
Molothrus oryzivorus_Giant Cowbird
Donacospiza albifrons_Long-tailed Reed Finch
Cnemotriccus fuscatus_Fuscous Flycatcher
Phacellodomus ruber_Greater Thornbird
Dendroma rufa_Buff-fronted Foliage-gleaner
Agelasticus cyanopus_Unicolored Blackbird
Psarocolius decumanus_Crested Oropendola
Egretta thula_Snowy Egret
Pyroderus scutatus_Red-ruffed Fruitcrow
Saltator maximus_Buff-throated Saltator
Phylloscartes eximius_Southern Bristle-Tyrant
Terenura maculata_Streak-capped Antwren
Penelope obscura_Dusky-legged Guan
Anthus hellmayri_Hellmayr's Pipit
Phyllomyias griseocapilla_Gray-capped Tyrannulet
Paroaria dominicana_Red-cowled Cardinal
Syndactyla dimidiata_Russet-mantled Foliage-gleaner
Himantopus mexicanus_Black-necked Stilt
Lochmias nematura_Sharp-tailed Streamcreeper
Icterus pyrrhopterus_Variable Oriole
Pachyramphus castaneus_Chestnut-crowned Becard
Cinclodes pabsti_Long-tailed Cinclodes
Sporophila albogularis_White-throated Seedeater
Cyanoloxia glaucocaerulea_Glaucous-blue Grosbeak
Anumbius annumbi_Firewood-gatherer
Drymophila ochropyga_Ochre-rumped Antbird
Nystalus maculatus_Spot-backed Puffbird
Laterallus exilis_Gray-breasted Crake
Florisuga fusca_Black Jacobin
Pyrrhura leucotis_Maroon-faced Parakeet
Saltator maxillosus_Thick-billed Saltator
Drymophila rubricollis_Bertoni's Antbird
Ciccaba virgata_Mottled Owl
Tachycineta albiventer_White-winged Swallow
Conopias trivirgatus_Three-striped Flycatcher
Chlorophonia cyanocephala_Golden-rumped Euphonia
Muscipipra vetula_Shear-tailed Gray Tyrant
Chordeiles nacunda_Nacunda Nighthawk
Sternula superciliaris_Yellow-billed Tern
Nannopterum brasilianum_Neotropic Cormorant
Sporophila plumbea_Plumbeous Seedeater
Anabacerthia lichtensteini_Ochre-breasted Foliage-gleaner
Coccyzus melacoryphus_Dark-billed Cuckoo
Ictinia plumbea_Plumbeous Kite
Actitis macularius_Spotted Sandpiper
Chamaeza meruloides_Such's Antthrush
Anabacerthia amaurotis_White-browed Foliage-gleaner
Pipraeidea melanonota_Fawn-breasted Tanager
Euphonia chalybea_Green-throated Euphonia
Pseudoseisura cristata_Caatinga Cacholote
Batara cinerea_Giant Antshrike
Rhopias gularis_Star-throated Antwren
Phacellodomus ferrugineigula_Orange-breasted Thornbird
Cacicus solitarius_Solitary Black Cacique
Jacamaralcyon tridactyla_Three-toed Jacamar
Phimosus infuscatus_Bare-faced Ibis
Pandion haliaetus_Osprey
Cissopis leverianus_Magpie Tanager
Picumnus temminckii_Ochre-collared Piculet
Lepidocolaptes falcinellus_Scalloped Woodcreeper
Gallinago undulata_Giant Snipe
Tigrisoma lineatum_Rufescent Tiger-Heron
Synallaxis cinerascens_Gray-bellied Spinetail
Chlorophanes spiza_Green Honeycreeper
Sporophila angolensis_Chestnut-bellied Seed-Finch
Phaetusa simplex_Large-billed Tern
Aramus guarauna_Limpkin
Dryobates passerinus_Little Woodpecker
Aramides ypecaha_Giant Wood-Rail
Cranioleuca pallida_Pallid Spinetail
Sporophila leucoptera_White-bellied Seedeater
Chlorestes cyanus_White-chinned Sapphire
Cairina moschata_Muscovy Duck
Megaceryle torquata_Ringed Kingfisher
Drymophila malura_Dusky-tailed Antbird
Stigmatura budytoides_Greater Wagtail-Tyrant
Laterallus melanophaius_Rufous-sided Crake
Sporophila frontalis_Buffy-fronted Seedeater
Euphonia xanthogaster_Orange-bellied Euphonia
Falco femoralis_Aplomado Falcon
Empidonomus aurantioatrocristatus_Crowned Slaty Flycatcher
Hydropsalis torquata_Scissor-tailed Nightjar
Cyanerpes cyaneus_Red-legged Honeycreeper
Tityra cayana_Black-tailed Tityra
Patagioenas speciosa_Scaled Pigeon
Charadrius collaris_Collared Plover
Bubo virginianus_Great Horned Owl
Orchesticus abeillei_Brown Tanager
Sporophila falcirostris_Temminck's Seedeater
Lepidocolaptes angustirostris_Narrow-billed Woodcreeper
Phyllomyias virescens_Greenish Tyrannulet
Antilophia galeata_Helmeted Manakin
Buteogallus meridionalis_Savanna Hawk
Elanoides forficatus_Swallow-tailed Kite
Penelope superciliaris_Rusty-margined Guan
Cercomacra brasiliana_Rio de Janeiro Antbird
Phaethornis squalidus_Dusky-throated Hermit
Xenops rutilans_Streaked Xenops
Scytalopus speluncae_Mouse-colored Tapaculo
Jacana jacana_Wattled Jacana
Legatus leucophaius_Piratic Flycatcher
Syrigma sibilatrix_Whistling Heron
Antrostomus rufus_Rufous Nightjar
Chrysolampis mosquitus_Ruby-topaz Hummingbird
Leptotila rufaxilla_Gray-fronted Dove
Clytolaema rubricauda_Brazilian Ruby
Furnarius leucopus_Pale-legged Hornero
Buteo nitidus_Gray-lined Hawk
Neothraupis fasciata_White-banded Tanager
Syndactyla rufosuperciliata_Buff-browed Foliage-gleaner
Pachyramphus validus_Crested Becard
Chelidoptera tenebrosa_Swallow-winged Puffbird
Tityra inquisitor_Black-crowned Tityra
Buteo brachyurus_Short-tailed Hawk
Estrilda astrild_Common Waxbill
Columbina minuta_Plain-breasted Ground Dove
Ramphastos vitellinus_Channel-billed Toucan
Dendrocygna viduata_White-faced Whistling-Duck
Augastes scutatus_Hyacinth Visorbearer
Cantorchilus leucotis_Buff-breasted Wren
Myiothlypis rivularis_Riverbank Warbler
Arundinicola leucocephala_White-headed Marsh Tyrant
Anthus nattereri_Ochre-breasted Pipit
Trogon rufus_Black-throated Trogon
Thlypopsis sordida_Orange-headed Tanager
Amazona aestiva_Turquoise-fronted Parrot
Elaenia spectabilis_Large Elaenia
Caryothraustes canadensis_Yellow-green Grosbeak
Coryphaspiza melanotis_Black-masked Finch
Euscarthmus meloryphus_Rufous-crowned Pygmy-Tyrant
Chloroceryle americana_Green Kingfisher
Schistochlamys melanopis_Black-faced Tanager
Anhima cornuta_Horned Screamer
Eupetomena cirrochloris_Sombre Hummingbird
Sporophila collaris_Rusty-collared Seedeater
Galbula ruficauda_Rufous-tailed Jacamar
Chondrohierax uncinatus_Hook-billed Kite
Psilorhamphus guttatus_Spotted Bamboowren
Claravis pretiosa_Blue Ground Dove
Phylloscartes roquettei_Minas Gerais Tyrannulet
Hemitriccus obsoletus_Brown-breasted Pygmy-Tyrant
Myiobius atricaudus_Black-tailed Flycatcher
Synallaxis ruficapilla_Rufous-capped Spinetail
Myrmoderus loricatus_White-bibbed Antbird
Cranioleuca semicinerea_Gray-headed Spinetail
Buteo albonotatus_Zone-tailed Hawk
Euscarthmus rufomarginatus_Rufous-sided Pygmy-Tyrant
Gubernetes yetapa_Streamer-tailed Tyrant
Synallaxis hellmayri_Red-shouldered Spinetail
Polioptila dumicola_Masked Gnatcatcher
Pardirallus sanguinolentus_Plumbeous Rail
Tringa flavipes_Lesser Yellowlegs
Streptoprocne zonaris_White-collared Swift
Asemospiza fuliginosa_Sooty Grassquit
Stephanophorus diadematus_Diademed Tanager
Nyctibius grandis_Great Potoo
Nystalus chacuru_White-eared Puffbird
Elanus leucurus_White-tailed Kite
Piprites pileata_Black-capped Piprites
Sublegatus modestus_Southern Scrub-Flycatcher
Pyrocephalus rubinus_Vermilion Flycatcher
Thamnophilus ruficapillus_Rufous-capped Antshrike
Xenopsaris albinucha_White-naped Xenopsaris
Bubulcus ibis_Cattle Egret
Ramphocelus bresilius_Brazilian Tanager
Hylophilus poicilotis_Rufous-crowned Greenlet
Herpsilochmus sellowi_Caatinga Antwren
Chrysuronia versicolor_Versicolored Emerald
Tyrannus albogularis_White-throated Kingbird
Ramphocaenus melanurus_Long-billed Gnatwren
Chamaeza ruficauda_Rufous-tailed Antthrush
Hemithraupis guira_Guira Tanager
Rhytipterna simplex_Grayish Mourner
Phylloscartes ventralis_Mottle-cheeked Tyrannulet
Dryocopus lineatus_Lineated Woodpecker
Amazona farinosa_Mealy Parrot
Cacicus chrysopterus_Golden-winged Cacique
Dysithamnus xanthopterus_Rufous-backed Antvireo
Campylorhamphus trochilirostris_Red-billed Scythebill
Alopochelidon fucata_Tawny-headed Swallow
Myrmotherula minor_Salvadori's Antwren
Pachyramphus marginatus_Black-capped Becard
Piculus chrysochloros_Golden-green Woodpecker
Arremon semitorquatus_Half-collared Sparrow
Saltator coerulescens_Blue-gray Saltator
Campephilus melanoleucos_Crimson-crested Woodpecker
Ardea cocoi_Cocoi Heron
Setopagis parvula_Little Nightjar
Lepidocolaptes squamatus_Scaled Woodcreeper
Platyrinchus mystaceus_White-throated Spadebill
Phylloscartes difficilis_Serra do Mar Tyrannulet
Anthus lutescens_Yellowish Pipit
Spizaetus tyrannus_Black Hawk-Eagle
Nothura maculosa_Spotted Nothura
Pteroglossus aracari_Black-necked Aracari
Sicalis citrina_Stripe-tailed Yellow-Finch
Drymophila genei_Rufous-tailed Antbird
Capsiempis flaveola_Yellow Tyrannulet
Piculus flavigula_Yellow-throated Woodpecker
Formicivora serrana_Serra Antwren
Malacoptila striata_Crescent-chested Puffbird
Nonnula rubecula_Rusty-breasted Nunlet
Cacicus cela_Yellow-rumped Cacique
Eleothreptus anomalus_Sickle-winged Nightjar
Myiothlypis flaveola_Flavescent Warbler
Coccyzus euleri_Pearly-breasted Cuckoo
Parabuteo leucorrhous_White-rumped Hawk
Dryobates spilogaster_White-spotted Woodpecker
Cistothorus platensis_Grass Wren
Glaucis hirsutus_Rufous-breasted Hermit
Podilymbus podiceps_Pied-billed Grebe
Neopelma chrysolophum_Serra do Mar Tyrant-Manakin
Hemitriccus furcatus_Fork-tailed Pygmy-Tyrant
Cyanocorax cyanopogon_White-naped Jay
Emberizoides herbicola_Wedge-tailed Grass-Finch
Turdus subalaris_Blacksmith Thrush
Synallaxis cinerea_Bahia Spinetail
Picumnus albosquamatus_White-wedged Piculet
Thamnophilus palliatus_Chestnut-backed Antshrike
Mustelirallus albicollis_Ash-throated Crake
Ara ararauna_Blue-and-yellow Macaw
Emberizoides ypiranganus_Lesser Grass-Finch
Amblyramphus holosericeus_Scarlet-headed Blackbird
Scytalopus iraiensis_Marsh Tapaculo
Ciccaba huhula_Black-banded Owl
Synallaxis scutata_Ochre-cheeked Spinetail
Formicarius colma_Rufous-capped Antthrush
Mesembrinibis cayennensis_Green Ibis
Spizaetus ornatus_Ornate Hawk-Eagle
Spizaetus melanoleucus_Black-and-white Hawk-Eagle
Scytalopus novacapitalis_Brasilia Tapaculo
Synallaxis hypospodia_Cinereous-breasted Spinetail
Pteroglossus castanotis_Chestnut-eared Aracari
Dysithamnus plumbeus_Plumbeous Antvireo
Arremon taciturnus_Pectoral Sparrow
Pseudoleistes guirahuro_Yellow-rumped Marshbird
Mycteria americana_Wood Stork
Myiopagis viridicata_Greenish Elaenia
Schiffornis turdina_Brown-winged Schiffornis
Elaenia albiceps_White-crested Elaenia
Serpophaga nigricans_Sooty Tyrannulet
Dryobates maculifrons_Yellow-eared Woodpecker
Hemithraupis flavicollis_Yellow-backed Tanager
Vanellus cayanus_Pied Lapwing
Eucometis penicillata_Gray-headed Tanager
Formicivora grisea_White-fringed Antwren
Polytmus guainumbi_White-tailed Goldenthroat
Manacus manacus_White-bearded Manakin
Thamnomanes caesius_Cinereous Antshrike
Attila phoenicurus_Rufous-tailed Attila
Donacobius atricapilla_Black-capped Donacobius
Nyctiphrynus ocellatus_Ocellated Poorwill
Chordeiles pusillus_Least Nighthawk
Circus buffoni_Long-winged Harrier
Culicivora caudacuta_Sharp-tailed Tyrant
Scytalopus petrophilus_Rock Tapaculo
Suiriri suiriri_Suiriri Flycatcher
Myrmotherula axillaris_White-flanked Antwren
Amazona amazonica_Orange-winged Parrot
Polystictus superciliaris_Gray-backed Tachuri
Ramphotrigon megacephalum_Large-headed Flatbill
Pseudocolopteryx sclateri_Crested Doradito
Thectocercus acuticaudatus_Blue-crowned Parakeet
Pulsatrix perspicillata_Spectacled Owl
Platalea ajaja_Roseate Spoonbill
Sporophila lineola_Lined Seedeater
Tyto alba_Barn Owl
Arremon flavirostris_Saffron-billed Sparrow
Phacellodomus erythrophthalmus_Orange-eyed Thornbird
Coccyzus americanus_Yellow-billed Cuckoo
Dysithamnus mentalis_Plain Antvireo
Tangara desmaresti_Brassy-breasted Tanager
Elaenia chiriquensis_Lesser Elaenia
Tachornis squamata_Fork-tailed Palm-Swift
Dromococcyx phasianellus_Pheasant Cuckoo
Nycticorax nycticorax_Black-crowned Night-Heron
Compsothraupis loricata_Scarlet-throated Tanager
Chordeiles acutipennis_Lesser Nighthawk
Accipiter superciliosus_Tiny Hawk
Geotrygon montana_Ruddy Quail-Dove
Monasa morphoeus_White-fronted Nunbird
Melanopareia torquata_Collared Crescentchest
Harpagus bidentatus_Double-toothed Kite
Thamnophilus torquatus_Rufous-winged Antshrike
Diopsittaca nobilis_Red-shouldered Macaw
Celeus ochraceus_Ochre-backed Woodpecker
Gampsonyx swainsonii_Pearl Kite
Myiothlypis leucoblephara_White-browed Warbler
Ixobrychus exilis_Least Bittern
Asthenes moreirae_Itatiaia Spinetail
Buteogallus urubitinga_Great Black Hawk
Sporophila hypoxantha_Tawny-bellied Seedeater
Hylocharis chrysura_Gilded Hummingbird
Sporophila pileata_Pearly-bellied Seedeater
Molothrus rufoaxillaris_Screaming Cowbird
Pitangus lictor_Lesser Kiskadee
Butorides striata_Striated Heron
Crax fasciolata_Bare-faced Curassow
Buteogallus coronatus_Chaco Eagle
Dromococcyx pavoninus_Pavonine Cuckoo
Microspingus lateralis_Buff-throated Warbling Finch
Crypturellus soui_Little Tinamou
Clibanornis rectirostris_Chestnut-capped Foliage-gleaner
Ara chloropterus_Red-and-green Macaw
Falco peregrinus_Peregrine Falcon
Stephanoxis lalandi_Green-crowned Plovercrest
Pipra fasciicauda_Band-tailed Manakin
Crypturellus undulatus_Undulated Tinamou
Xenops minutus_Plain Xenops
Neopelma pallescens_Pale-bellied Tyrant-Manakin
Heliothryx auritus_Black-eared Fairy
Amaurolimnas concolor_Uniform Crake
Accipiter poliogaster_Gray-bellied Hawk
Elaenia parvirostris_Small-billed Elaenia
Lipaugus ater_Black-and-gold Cotinga
Ixobrychus involucris_Stripe-backed Bittern
Hemitriccus striaticollis_Stripe-necked Tody-Tyrant
Jabiru mycteria_Jabiru
Egretta caerulea_Little Blue Heron
Busarellus nigricollis_Black-collared Hawk
Cyanocorax cristatellus_Curl-crested Jay
Ramphocelus carbo_Silver-beaked Tanager
Poecilotriccus latirostris_Rusty-fronted Tody-Flycatcher
Casiornis rufus_Rufous Casiornis
Heliornis fulica_Sungrebe
Thamnophilus doliatus_Barred Antshrike
Myiothlypis leucophrys_White-striped Warbler
Asio flammeus_Short-eared Owl
Rhea americana_Greater Rhea
Charitospiza eucosma_Coal-crested Finch
Cochlearius cochlearius_Boat-billed Heron
Formicivora rufa_Rusty-backed Antwren
