Pycnonotus barbatus_Common Bulbul
Cyanomitra cyanolaema_Blue-throated Brown Sunbird
Cisticola juncidis_Zitting Cisticola
Chlidonias niger_Black Tern
Neocossyphus poensis_White-tailed Ant-Thrush
Cecropis daurica_Red-rumped Swallow
Oenanthe oenanthe_Northern Wheatear
Cercococcyx mechowi_Dusky Long-tailed Cuckoo
Vidua funerea_Variable Indigobird
Emberiza hortulana_Ortolan Bunting
Circus pygargus_Montagu's Harrier
Lophoceros camurus_Red-billed Dwarf Hornbill
Ixonotus guttatus_Spotted Greenbul
Eurillas ansorgei_Ansorge's Greenbul
Ardea intermedia_Intermediate Egret
Columba unicincta_Afep Pigeon
Columba iriditorques_Bronze-naped Pigeon
Illadopsis rufipennis_Pale-breasted Illadopsis
Larus fuscus_Lesser Black-backed Gull
Ceratogymna atrata_Black-casqued Hornbill
Merops hirundineus_Swallow-tailed Bee-eater
Oriolus brachyrynchus_Western Black-headed Oriole
Chlidonias hybrida_Whiskered Tern
Hydroprogne caspia_Caspian Tern
Oriolus oriolus_Eurasian Golden Oriole
Baeopogon indicator_Honeyguide Greenbul
Pogoniulus scolopaceus_Speckled Tinkerbird
Macrosphenus concolor_Gray Longbill
Oriolus nigripennis_Black-winged Oriole
Pogoniulus subsulphureus_Yellow-throated Tinkerbird
Numenius phaeopus_Whimbrel
Tachybaptus ruficollis_Little Grebe
Estrilda astrild_Common Waxbill
Tyto alba_Barn Owl
Phylloscopus collybita_Common Chiffchaff
Egretta gularis_Western Reef-Heron
Stiphrornis erythrothorax_Forest Robin
Chroicocephalus cirrocephalus_Gray-hooded Gull
Charadrius dubius_Little Ringed Plover
Horizocerus albocristatus_White-crested Hornbill
Bleda syndactylus_Red-tailed Bristlebill
Muscicapa aquatica_Swamp Flycatcher
Lybius bidentatus_Double-toothed Barbet
Falco peregrinus_Peregrine Falcon
Cuculus canorus_Common Cuckoo
Turtur tympanistria_Tambourine Dove
Emberiza cabanisi_Cabanis's Bunting
Gymnoris dentata_Sahel Bush Sparrow
Micronisus gabar_Gabar Goshawk
Ptilostomus afer_Piapiac
Coracina pectoralis_White-breasted Cuckooshrike
Streptopelia turtur_European Turtle-Dove
Leptoptilos crumenifer_Marabou Stork
Sylvia atricapilla_Eurasian Blackcap
Columba guinea_Speckled Pigeon
Limosa lapponica_Bar-tailed Godwit
Phoeniculus purpureus_Green Woodhoopoe
Vanellus spinosus_Spur-winged Lapwing
Calidris alpina_Dunlin
Monticola saxatilis_Rufous-tailed Rock-Thrush
Sternula albifrons_Little Tern
Dicrurus atripennis_Shining Drongo
Nigrita canicapillus_Gray-headed Nigrita
Lanius corvinus_Yellow-billed Shrike
Atimastillas flavicollis_Yellow-throated Greenbul
Caprimulgus nigriscapularis_Black-shouldered Nightjar
Chrysococcyx cupreus_African Emerald Cuckoo
Pytilia melba_Green-winged Pytilia
Turtur abyssinicus_Black-billed Wood-Dove
Turdoides plebejus_Brown Babbler
Nilaus afer_Brubru
Ptilopachus petrosus_Stone Partridge
Glaucidium perlatum_Pearl-spotted Owlet
Lymnocryptes minimus_Jack Snipe
Hirundo smithii_Wire-tailed Swallow
Motacilla alba_White Wagtail
Turnix sylvaticus_Small Buttonquail
Calidris temminckii_Temminck's Stint
Zapornia parva_Little Crake
Limosa limosa_Black-tailed Godwit
Tchagra australis_Brown-crowned Tchagra
Apalis flavida_Yellow-breasted Apalis
Alopochen aegyptiaca_Egyptian Goose
Curruca communis_Greater Whitethroat
Tringa erythropus_Spotted Redshank
Mirafra rufocinnamomea_Flappet Lark
Clamator jacobinus_Pied Cuckoo
Porphyrio madagascariensis_African Swamphen
Euodice cantans_African Silverbill
Eupodotis senegalensis_White-bellied Bustard
Iduna opaca_Western Olivaceous Warbler
Cisticola aberrans_Rock-loving Cisticola
Thamnolaea cinnamomeiventris_Mocking Cliff-Chat
Euplectes ardens_Red-collared Widowbird
Stercorarius parasiticus_Parasitic Jaeger
Eurystomus orientalis_Dollarbird
Recurvirostra avosetta_Pied Avocet
Gallinago media_Great Snipe
Spatula querquedula_Garganey
Anas acuta_Northern Pintail
Trochocercus nitens_Blue-headed Crested-Flycatcher
Bycanistes subcylindricus_Black-and-white-casqued Hornbill
Stercorarius pomarinus_Pomarine Jaeger
Falco naumanni_Lesser Kestrel
Cuculus clamosus_Black Cuckoo
Buccanodon duchaillui_Yellow-spotted Barbet
Ciconia nigra_Black Stork
Apaloderma narina_Narina Trogon
Calonectris diomedea_Cory's Shearwater
Phaethon aethereus_Red-billed Tropicbird
Cercotrichas galactotes_Rufous-tailed Scrub-Robin
Coturnix coturnix_Common Quail
Passer domesticus_House Sparrow
Larus dominicanus_Kelp Gull
Ciconia ciconia_White Stork
Tringa ochropus_Green Sandpiper
Merops bulocki_Red-throated Bee-eater
Buteo buteo_Common Buzzard
Hieraaetus pennatus_Booted Eagle
Numenius arquata_Eurasian Curlew
Lamprotornis chalybaeus_Greater Blue-eared Starling
Plocepasser superciliosus_Chestnut-crowned Sparrow-Weaver
Motacilla clara_Mountain Wagtail
Oena capensis_Namaqua Dove
Campethera abingoni_Golden-tailed Woodpecker
Crithagra sulphurata_Brimstone Canary
Vanellus tectus_Black-headed Lapwing
Locustella naevia_Common Grasshopper-Warbler
Neocossyphus fraseri_Rufous Flycatcher-Thrush
Cossypha polioptera_Gray-winged Robin-Chat
Columba larvata_Lemon Dove
Chroicocephalus ridibundus_Black-headed Gull
Sarothrura elegans_Buff-spotted Flufftail
Mirafra africana_Rufous-naped Lark
Porzana porzana_Spotted Crake
Stercorarius longicaudus_Long-tailed Jaeger
Otus scops_Eurasian Scops-Owl
Burhinus capensis_Spotted Thick-knee
Ploceus luteolus_Little Weaver
Phalacrocorax carbo_Great Cormorant
Chroicocephalus genei_Slender-billed Gull
Asio flammeus_Short-eared Owl
Cryptospiza reichenovii_Red-faced Crimsonwing
Burhinus oedicnemus_Eurasian Thick-knee
Phylloscopus sibilatrix_Wood Warbler
Pernis apivorus_European Honey-buzzard
Myrmecocichla nigra_Sooty Chat
Sterna paradisaea_Arctic Tern
Ploceus melanocephalus_Black-headed Weaver
Campephaga quiscalina_Purple-throated Cuckooshrike
Oenanthe familiaris_Familiar Chat
Acrocephalus rufescens_Greater Swamp Warbler
Dendrocygna bicolor_Fulvous Whistling-Duck
Hydrobates pelagicus_European Storm-Petrel
Cisticola anonymus_Chattering Cisticola
Chamaetylas poliocephala_Brown-chested Alethe
Melaniparus funereus_Dusky Tit
Uraeginthus angolensis_Southern Cordonbleu
Phoeniculus bollei_White-headed Woodhoopoe
Platalea leucorodia_Eurasian Spoonbill
Fraseria ocreata_African Forest-Flycatcher
Lagonosticta rhodopareia_Jameson's Firefinch
Circaetus gallicus_Short-toed Snake-Eagle
Phylloscopus bonelli_Western Bonelli's Warbler
Mirafra cantillans_Singing Bushlark
Fraseria griseigularis_Gray-throated Tit-Flycatcher
Apus melba_Alpine Swift
Cossypha cyanocampter_Blue-shouldered Robin-Chat
Anthus campestris_Tawny Pipit
Eurillas curvirostris_Plain Greenbul
Poicephalus fuscicollis_Brown-necked Parrot
Trachyphonus purpuratus_Yellow-billed Barbet
Dryotriorchis spectabilis_Congo Serpent-Eagle
Glaucidium tephronotum_Red-chested Owlet
Smithornis capensis_African Broadbill
Psittacus erithacus_Gray Parrot
Urotriorchis macrourus_Long-tailed Hawk
Anas crecca_Green-winged Teal
Plegadis falcinellus_Glossy Ibis
Emberiza flaviventris_Golden-breasted Bunting
Fraseria caerulescens_Ashy Flycatcher
Ploceus vitellinus_Vitelline Masked-Weaver
Centropus leucogaster_Black-throated Coucal
Columba livia_Rock Pigeon
Camaroptera superciliaris_Yellow-browed Camaroptera
Spatula clypeata_Northern Shoveler
Curruca hortensis_Western Orphean Warbler
Illadopsis cleaveri_Blackcap Illadopsis
Merops orientalis_Green Bee-eater
Caprimulgus europaeus_Eurasian Nightjar
Fulica atra_Eurasian Coot
