Pycnonotus barbatus_Common Bulbul
Pachyphantes superciliosus_Compact Weaver
Oriolus oriolus_Eurasian Golden Oriole
Sarothrura elegans_Buff-spotted Flufftail
Hydroprogne caspia_Caspian Tern
Riparia riparia_Bank Swallow
Dryoscopus gambensis_Northern Puffback
Halcyon leucocephala_Gray-headed Kingfisher
Euplectes afer_Yellow-crowned Bishop
Upupa epops_Eurasian Hoopoe
Telophorus bocagei_Gray-green Bushshrike
Apalis flavida_Yellow-breasted Apalis
Nycticorax nycticorax_Black-crowned Night-Heron
Cisticola natalensis_Croaking Cisticola
Lanius humeralis_Northern Fiscal
Charadrius hiaticula_Common Ringed Plover
Accipiter badius_Shikra
Thalasseus sandvicensis_Sandwich Tern
Tringa erythropus_Spotted Redshank
Acrocephalus scirpaceus_Eurasian Reed Warbler
Acrocephalus schoenobaenus_Sedge Warbler
Ptilopsis leucotis_Northern White-faced Owl
Cinnyris cupreus_Copper Sunbird
Glaucidium tephronotum_Red-chested Owlet
Euplectes ardens_Red-collared Widowbird
Alopochen aegyptiaca_Egyptian Goose
Hippolais icterina_Icterine Warbler
Columba livia_Rock Pigeon
Ortygospiza atricollis_Quailfinch
Ptyonoprogne fuligula_Rock Martin
Anthus cervinus_Red-throated Pipit
Cisticola cantans_Singing Cisticola
Bathmocercus rufus_Black-faced Rufous-Warbler
Cisticola marginatus_Winding Cisticola
Oenanthe familiaris_Familiar Chat
Limosa limosa_Black-tailed Godwit
Melocichla mentalis_Moustached Grass-Warbler
Clamator glandarius_Great Spotted Cuckoo
Charadrius tricollaris_Three-banded Plover
Pluvialis squatarola_Black-bellied Plover
Calidris pugnax_Ruff
Cisticola brachypterus_Siffling Cisticola
Gymnobucco bonapartei_Gray-throated Barbet
Tchagra senegalus_Black-crowned Tchagra
Larus fuscus_Lesser Black-backed Gull
Plegadis falcinellus_Glossy Ibis
Spatula querquedula_Garganey
Nicator vireo_Yellow-throated Nicator
Eremomela icteropygialis_Yellow-bellied Eremomela
Cinnyricinclus leucogaster_Violet-backed Starling
Anthus campestris_Tawny Pipit
Hippolais polyglotta_Melodious Warbler
Coracias garrulus_European Roller
Iduna natalensis_African Yellow-Warbler
Lagonosticta rubricata_African Firefinch
Sterna paradisaea_Arctic Tern
Nilaus afer_Brubru
Anthus similis_Long-billed Pipit
Sternula albifrons_Little Tern
Chroicocephalus ridibundus_Black-headed Gull
Hydrobates pelagicus_European Storm-Petrel
Mirafra africana_Rufous-naped Lark
Laniarius poensis_Western Boubou
Buphagus africanus_Yellow-billed Oxpecker
Calidris alba_Sanderling
Chlidonias leucopterus_White-winged Tern
Charadrius alexandrinus_Kentish Plover
Apus caffer_White-rumped Swift
Macrosphenus kempi_Kemp's Longbill
Numenius arquata_Eurasian Curlew
Phalacrocorax carbo_Great Cormorant
Halcyon chelicuti_Striped Kingfisher
Rallus caerulescens_African Rail
Recurvirostra avosetta_Pied Avocet
Lanius phoenicuroides_Red-tailed Shrike
Coracina caesia_Gray Cuckooshrike
Caprimulgus europaeus_Eurasian Nightjar
Riparia paludicola_Plain Martin
Batis erlangeri_Western Black-headed Batis
Merops hirundineus_Swallow-tailed Bee-eater
Burhinus senegalensis_Senegal Thick-knee
Laniarius atroflavus_Yellow-breasted Boubou
Iduna opaca_Western Olivaceous Warbler
Passer domesticus_House Sparrow
Neocossyphus rufus_Red-tailed Ant-Thrush
Burhinus capensis_Spotted Thick-knee
Motacilla alba_White Wagtail
Sarothrura rufa_Red-chested Flufftail
Oenanthe oenanthe_Northern Wheatear
Dendrocygna viduata_White-faced Whistling-Duck
Gymnoris dentata_Sahel Bush Sparrow
Merops persicus_Blue-cheeked Bee-eater
Stercorarius parasiticus_Parasitic Jaeger
Tringa totanus_Common Redshank
Micronisus gabar_Gabar Goshawk
Limosa lapponica_Bar-tailed Godwit
Indicator minor_Lesser Honeyguide
Hieraaetus pennatus_Booted Eagle
Curruca communis_Greater Whitethroat
Apaloderma vittatum_Bar-tailed Trogon
Buteo buteo_Common Buzzard
Ploceus melanocephalus_Black-headed Weaver
Lanius isabellinus_Isabelline Shrike
Numida meleagris_Helmeted Guineafowl
Caprimulgus natalensis_Swamp Nightjar
Otus senegalensis_African Scops-Owl
Myrmecocichla nigra_Sooty Chat
Anthus cinnamomeus_African Pipit
Sylvietta brachyura_Northern Crombec
Falco naumanni_Lesser Kestrel
Oena capensis_Namaqua Dove
Guttera pucherani_Crested Guineafowl
Streptopelia roseogrisea_African Collared-Dove
Pytilia melba_Green-winged Pytilia
Curruca iberiae_Western Subalpine Warbler
Jynx torquilla_Eurasian Wryneck
Cossypha polioptera_Gray-winged Robin-Chat
Calidris canutus_Red Knot
Quelea quelea_Red-billed Quelea
Lanius minor_Lesser Gray Shrike
Creatophora cinerea_Wattled Starling
Laniarius major_Tropical Boubou
Emberiza flaviventris_Golden-breasted Bunting
Onychognathus walleri_Waller's Starling
Muscicapa adusta_African Dusky Flycatcher
Coturnix delegorguei_Harlequin Quail
Ploceus velatus_Southern Masked-Weaver
Glareola pratincola_Collared Pratincole
Dendrocygna bicolor_Fulvous Whistling-Duck
Oenanthe hispanica_Western Black-eared Wheatear
Luscinia megarhynchos_Common Nightingale
Indicator indicator_Greater Honeyguide
Coturnix coturnix_Common Quail
Cercotrichas hartlaubi_Brown-backed Scrub-Robin
Oriolus auratus_African Golden Oriole
Burhinus vermiculatus_Water Thick-knee
Bubo lacteus_Verreaux's Eagle-Owl
Stercorarius pomarinus_Pomarine Jaeger
Phoeniculus bollei_White-headed Woodhoopoe
Sula leucogaster_Brown Booby
Smithornis capensis_African Broadbill
Iduna pallida_Eastern Olivaceous Warbler
Calandrella cinerea_Red-capped Lark
Anas acuta_Northern Pintail
Glaucidium perlatum_Pearl-spotted Owlet
Cercotrichas podobe_Black Scrub-Robin
Eupodotis senegalensis_White-bellied Bustard
Aythya ferina_Common Pochard
Apus melba_Alpine Swift
Haematopus ostralegus_Eurasian Oystercatcher
Clanga pomarina_Lesser Spotted Eagle
Urocolius macrourus_Blue-naped Mousebird
Mirafra cantillans_Singing Bushlark
Ciconia nigra_Black Stork
Lophoceros nasutus_African Gray Hornbill
Calidris temminckii_Temminck's Stint
Sylvia atricapilla_Eurasian Blackcap
Musophaga rossae_Ross's Turaco
Melaniparus albiventris_White-bellied Tit
Spatula clypeata_Northern Shoveler
Cossypha natalensis_Red-capped Robin-Chat
Curruca curruca_Lesser Whitethroat
Cryptospiza reichenovii_Red-faced Crimsonwing
Chalcomitra senegalensis_Scarlet-chested Sunbird
Hydrobates leucorhous_Leach's Storm-Petrel
Cisticola chubbi_Chubb's Cisticola
Pterocles exustus_Chestnut-bellied Sandgrouse
Telophorus sulfureopectus_Sulphur-breasted Bushshrike
Circaetus gallicus_Short-toed Snake-Eagle
Columba guinea_Speckled Pigeon
Apus pallidus_Pallid Swift
Crex crex_Corn Crake
Cisticola robustus_Stout Cisticola
Ciconia ciconia_White Stork
Telophorus nigrifrons_Black-fronted Bushshrike
Streptopelia vinacea_Vinaceous Dove
Vanellus tectus_Black-headed Lapwing
Laniarius bicolor_Gabon Boubou
Prinia erythroptera_Red-winged Prinia
Turtur abyssinicus_Black-billed Wood-Dove
Gelochelidon nilotica_Gull-billed Tern
Turnix sylvaticus_Small Buttonquail
Cossypha heuglini_White-browed Robin-Chat
Aythya nyroca_Ferruginous Duck
Eurystomus orientalis_Dollarbird
Zapornia parva_Little Crake
Cercotrichas galactotes_Rufous-tailed Scrub-Robin
Phoenicurus phoenicurus_Common Redstart
Circus pygargus_Montagu's Harrier
Jynx ruficollis_Rufous-necked Wryneck
Euodice cantans_African Silverbill
Uraeginthus angolensis_Southern Cordonbleu
Circus macrourus_Pallid Harrier
Sporopipes frontalis_Speckle-fronted Weaver
Gyps fulvus_Eurasian Griffon
Bleda canicapillus_Gray-headed Bristlebill
Caprimulgus rufigena_Rufous-cheeked Nightjar
Sterna dougallii_Roseate Tern
Pternistis ahantensis_Ahanta Francolin
Criniger barbatus_Western Bearded-Greenbul
Myrmecocichla aethiops_Northern Anteater-Chat
Ploceus luteolus_Little Weaver
Calonectris diomedea_Cory's Shearwater
Uraeginthus bengalus_Red-cheeked Cordonbleu
Pterodroma madeira_Zino's Petrel
Lymnocryptes minimus_Jack Snipe
Bubalornis albirostris_White-billed Buffalo-Weaver
Euplectes franciscanus_Northern Red Bishop
Kakamega poliothorax_Gray-chested Babbler
Neocossyphus finschi_Finsch's Flycatcher-Thrush
Pternistis afer_Red-necked Francolin
Telophorus dohertyi_Doherty's Bushshrike
Anas undulata_Yellow-billed Duck
Tockus erythrorhynchus_Northern Red-billed Hornbill
Lamprotornis chalybaeus_Greater Blue-eared Starling
Xenus cinereus_Terek Sandpiper
Lanius excubitor_Great Gray Shrike
Phylloscopus collybita_Common Chiffchaff
Lagonosticta senegala_Red-billed Firefinch
Pogoniulus chrysoconus_Yellow-fronted Tinkerbird
Muscicapa aquatica_Swamp Flycatcher
Agapornis roseicollis_Rosy-faced Lovebird
Estrilda troglodytes_Black-rumped Waxbill
Caprimulgus poliocephalus_Abyssinian Nightjar
Psittacula krameri_Rose-ringed Parakeet
Merops bulocki_Red-throated Bee-eater
Phaethon aethereus_Red-billed Tropicbird
Vanellus senegallus_Wattled Lapwing
Ploceus vitellinus_Vitelline Masked-Weaver
Leptoptilos crumenifer_Marabou Stork
Lanius corvinus_Yellow-billed Shrike
Vanellus spinosus_Spur-winged Lapwing
Merops orientalis_Green Bee-eater
Zosterops senegalensis_Northern Yellow White-eye
Thamnolaea cinnamomeiventris_Mocking Cliff-Chat
Phyllolais pulchella_Buff-bellied Warbler
Porzana porzana_Spotted Crake
Monticola saxatilis_Rufous-tailed Rock-Thrush
Ardenna grisea_Sooty Shearwater
Galerida cristata_Crested Lark
Phylloscopus budongoensis_Uganda Woodland-Warbler
Cinnyris pulchellus_Beautiful Sunbird
Cisticola aridulus_Desert Cisticola
Rhinopomastus cyanomelas_Common Scimitarbill
Chlidonias hybrida_Whiskered Tern
Malaconotus blanchoti_Gray-headed Bushshrike
Plocepasser superciliosus_Chestnut-crowned Sparrow-Weaver
Glaucestrilda caerulescens_Lavender Waxbill
Phoeniconaias minor_Lesser Flamingo
Dicrurus divaricatus_Glossy-backed Drongo
Corvus ruficollis_Brown-necked Raven
Ptilopachus petrosus_Stone Partridge
Cisticola aberrans_Rock-loving Cisticola
Laniarius erythrogaster_Black-headed Gonolek
Botaurus stellaris_Great Bittern
Spiloptila clamans_Cricket Longtail
Prionops plumatus_White Helmetshrike
Vidua chalybeata_Village Indigobird
Otus scops_Eurasian Scops-Owl
Ptilostomus afer_Piapiac
Lamprotornis chloropterus_Lesser Blue-eared Starling
Poicephalus fuscicollis_Brown-necked Parrot
Phoeniculus purpureus_Green Woodhoopoe
Poicephalus senegalus_Senegal Parrot
Streptopelia decipiens_Mourning Collared-Dove
Caprimulgus fossii_Square-tailed Nightjar
Anas crecca_Green-winged Teal
Coracias abyssinicus_Abyssinian Roller
Lamprotornis caudatus_Long-tailed Glossy Starling
Coracina pectoralis_White-breasted Cuckooshrike
Laniarius barbarus_Yellow-crowned Gonolek
Sylvia abyssinica_African Hill Babbler
Anthropoides virgo_Demoiselle Crane
Criniger calurus_Red-tailed Greenbul
Campethera abingoni_Golden-tailed Woodpecker
Motacilla cinerea_Gray Wagtail
Petrochelidon spilodera_South African Swallow
Salpornis salvadori_African Spotted Creeper
