Pycnonotus barbatus_Common Bulbul
Glaucidium capense_African Barred Owlet
Upupa epops_Eurasian Hoopoe
Cinnyricinclus leucogaster_Violet-backed Starling
Halcyon chelicuti_Striped Kingfisher
Prionops retzii_Retz's Helmetshrike
Ciconia ciconia_White Stork
Ardea alba_Great Egret
Trochocercus cyanomelas_African Crested-Flycatcher
Apalis melanocephala_Black-headed Apalis
Ploceus bicolor_Forest Weaver
Erythrocercus holochlorus_Yellow Flycatcher
Gallinula chloropus_Eurasian Moorhen
Cinnyris venustus_Variable Sunbird
Dicrurus adsimilis_Fork-tailed Drongo
Kaupifalco monogrammicus_Lizard Buzzard
Corythornis cristatus_Malachite Kingfisher
Tringa stagnatilis_Marsh Sandpiper
Chalcomitra amethystina_Amethyst Sunbird
Lanius cabanisi_Long-tailed Fiscal
Buphagus erythrorynchus_Red-billed Oxpecker
Phyllastrephus terrestris_Terrestrial Brownbul
Andropadus importunus_Sombre Greenbul
Telophorus viridis_Four-colored Bushshrike
Chroicocephalus ridibundus_Black-headed Gull
Hippolais languida_Upcher's Warbler
Delichon urbicum_Common House-Martin
Tchagra senegalus_Black-crowned Tchagra
Strix woodfordii_African Wood-Owl
Numenius arquata_Eurasian Curlew
Oriolus auratus_African Golden Oriole
Fraseria caerulescens_Ashy Flycatcher
Cercotrichas leucophrys_Red-backed Scrub-Robin
Elanus caeruleus_Black-winged Kite
Ceryle rudis_Pied Kingfisher
Egretta garzetta_Little Egret
Bubalornis niger_Red-billed Buffalo-Weaver
Vanellus coronatus_Crowned Lapwing
Oriolus larvatus_African Black-headed Oriole
Polyboroides typus_African Harrier-Hawk
Accipiter badius_Shikra
Pterocles exustus_Chestnut-bellied Sandgrouse
Cyanomitra veroxii_Mouse-colored Sunbird
Sterna repressa_White-cheeked Tern
Apus caffer_White-rumped Swift
Accipiter minullus_Little Sparrowhawk
Cossypha heuglini_White-browed Robin-Chat
Gallinago gallinago_Common Snipe
Luscinia megarhynchos_Common Nightingale
Ardea intermedia_Intermediate Egret
Phalacrocorax carbo_Great Cormorant
Haliaeetus vocifer_African Fish-Eagle
Merops superciliosus_Madagascar Bee-eater
Sternula saundersi_Saunders's Tern
Acrocephalus baeticatus_African Reed Warbler
Lophaetus occipitalis_Long-crested Eagle
Tockus deckeni_Von der Decken's Hornbill
Guttera pucherani_Crested Guineafowl
Cisticola brachypterus_Siffling Cisticola
Mirafra rufocinnamomea_Flappet Lark
Micronisus gabar_Gabar Goshawk
Vidua chalybeata_Village Indigobird
Sylvia atricapilla_Eurasian Blackcap
Anthus cinnamomeus_African Pipit
Scopus umbretta_Hamerkop
Tachybaptus ruficollis_Little Grebe
Anthus trivialis_Tree Pipit
Falco peregrinus_Peregrine Falcon
Apaloderma narina_Narina Trogon
Lophoceros nasutus_African Gray Hornbill
Cuculus gularis_African Cuckoo
Acrocephalus palustris_Marsh Warbler
Tockus erythrorhynchus_Northern Red-billed Hornbill
Campethera mombassica_Mombasa Woodpecker
Calidris ferruginea_Curlew Sandpiper
Dinemellia dinemelli_White-headed Buffalo-Weaver
Sterna dougallii_Roseate Tern
Numida meleagris_Helmeted Guineafowl
Hirundo smithii_Wire-tailed Swallow
Circus pygargus_Montagu's Harrier
Telophorus sulfureopectus_Sulphur-breasted Bushshrike
Chrysococcyx klaas_Klaas's Cuckoo
Calidris pugnax_Ruff
Onychoprion anaethetus_Bridled Tern
Bubo lacteus_Verreaux's Eagle-Owl
Columba guinea_Speckled Pigeon
Zapornia flavirostra_Black Crake
Indicator variegatus_Scaly-throated Honeyguide
Cuculus canorus_Common Cuckoo
Campethera cailliautii_Green-backed Woodpecker
Calamonastes simplex_Gray Wren-Warbler
Rostratula benghalensis_Greater Painted-Snipe
Macheiramphus alcinus_Bat Hawk
Haematopus ostralegus_Eurasian Oystercatcher
Acrocephalus gracilirostris_Lesser Swamp Warbler
Falco subbuteo_Eurasian Hobby
Actophilornis africanus_African Jacana
Dendrocygna bicolor_Fulvous Whistling-Duck
Acrocephalus griseldis_Basra Reed Warbler
Falco tinnunculus_Eurasian Kestrel
Lanius minor_Lesser Gray Shrike
Xenus cinereus_Terek Sandpiper
Falco naumanni_Lesser Kestrel
Indicator minor_Lesser Honeyguide
Streptopelia decipiens_Mourning Collared-Dove
Charadrius leschenaultii_Greater Sand-Plover
Estrilda astrild_Common Waxbill
Irania gutturalis_White-throated Robin
Cinnyris bifasciatus_Purple-banded Sunbird
Bycanistes bucinator_Trumpeter Hornbill
Pternistis leucoscepus_Yellow-necked Francolin
Phyllastrephus fischeri_Fischer's Greenbul
Numenius phaeopus_Whimbrel
Rhodophoneus cruentus_Rosy-patched Bushshrike
Acrocephalus schoenobaenus_Sedge Warbler
Clamator glandarius_Great Spotted Cuckoo
Gelochelidon nilotica_Gull-billed Tern
Tringa erythropus_Spotted Redshank
Ardeola ralloides_Squacco Heron
Lagonosticta senegala_Red-billed Firefinch
Charadrius dubius_Little Ringed Plover
Hieraaetus pennatus_Booted Eagle
Glareola pratincola_Collared Pratincole
Anthus cervinus_Red-throated Pipit
Indicator indicator_Greater Honeyguide
Pluvialis squatarola_Black-bellied Plover
Caprimulgus europaeus_Eurasian Nightjar
Tyto alba_Barn Owl
Gymnoris pyrgita_Yellow-spotted Bush Sparrow
Merops pusillus_Little Bee-eater
Ptyonoprogne fuligula_Rock Martin
Turnix sylvaticus_Small Buttonquail
Nycticorax nycticorax_Black-crowned Night-Heron
Calendulauda poecilosterna_Pink-breasted Lark
Hypargos niveoguttatus_Peters's Twinspot
Anthreptes orientalis_Eastern Violet-backed Sunbird
Ardea purpurea_Purple Heron
Arenaria interpres_Ruddy Turnstone
Prinia rufifrons_Red-fronted Prinia
Pandion haliaetus_Osprey
Melaniparus thruppi_Somali Tit
Bradornis microrhynchus_African Gray Flycatcher
Cecropis daurica_Red-rumped Swallow
Riparia riparia_Bank Swallow
Leptoptilos crumenifer_Marabou Stork
Charadrius mongolus_Lesser Sand-Plover
Melaenornis pammelaina_Southern Black-Flycatcher
Acrocephalus scirpaceus_Eurasian Reed Warbler
Batis perkeo_Pygmy Batis
Cisticola juncidis_Zitting Cisticola
Chloropicus namaquus_Bearded Woodpecker
Ploceus vitellinus_Vitelline Masked-Weaver
Poicephalus rufiventris_Red-bellied Parrot
Recurvirostra avosetta_Pied Avocet
Caprimulgus fossii_Square-tailed Nightjar
Batis soror_Pale Batis
Sula dactylatra_Masked Booby
Lamprotornis chalybaeus_Greater Blue-eared Starling
Crithagra dorsostriata_White-bellied Canary
Egretta gularis_Western Reef-Heron
Tricholaema melanocephala_Black-throated Barbet
Curruca nisoria_Barred Warbler
Apus melba_Alpine Swift
Stactolaema olivacea_Green Barbet
Anthoscopus musculus_Mouse-colored Penduline-Tit
Pogoniulus simplex_Green Tinkerbird
Calidris temminckii_Temminck's Stint
Chlidonias leucopterus_White-winged Tern
Pluvialis fulva_Pacific Golden-Plover
Plegadis falcinellus_Glossy Ibis
Spermestes cucullata_Bronze Mannikin
Phoenicopterus roseus_Greater Flamingo
Hydroprogne caspia_Caspian Tern
Phoeniconaias minor_Lesser Flamingo
Caprimulgus pectoralis_Fiery-necked Nightjar
Cisticola natalensis_Croaking Cisticola
Dicrurus ludwigii_Common Square-tailed Drongo
Larus fuscus_Lesser Black-backed Gull
Laniarius funebris_Slate-colored Boubou
Corvus capensis_Cape Crow
Chlidonias hybrida_Whiskered Tern
Tringa totanus_Common Redshank
Spatula querquedula_Garganey
Cichladusa arquata_Collared Palm-Thrush
Stactolaema leucotis_White-eared Barbet
Anas acuta_Northern Pintail
Cuculus poliocephalus_Lesser Cuckoo
Campephaga flava_Black Cuckooshrike
Ixobrychus minutus_Little Bittern
Zosterops flavilateralis_Pale White-eye
Coturnix delegorguei_Harlequin Quail
Anous tenuirostris_Lesser Noddy
Treron calvus_African Green-Pigeon
Cinnyris nectarinioides_Black-bellied Sunbird
Poicephalus cryptoxanthus_Brown-headed Parrot
Motacilla cinerea_Gray Wagtail
Cisticola aridulus_Desert Cisticola
Streptopelia lugens_Dusky Turtle-Dove
Spatula clypeata_Northern Shoveler
Sula leucogaster_Brown Booby
Batis mixta_Short-tailed Batis
Saxicola rubetra_Whinchat
Limosa limosa_Black-tailed Godwit
Crithagra mozambica_Yellow-fronted Canary
Buphagus africanus_Yellow-billed Oxpecker
Emberiza tahapisi_Cinnamon-breasted Bunting
Turtur afer_Blue-spotted Wood-Dove
Ploceus ocularis_Spectacled Weaver
Gallinago media_Great Snipe
Sterna hirundo_Common Tern
Sylvietta whytii_Red-faced Crombec
Columba arquatrix_Rameron Pigeon
Batis erlangeri_Western Black-headed Batis
Smithornis capensis_African Broadbill
Phylloscopus umbrovirens_Brown Woodland-Warbler
Curruca boehmi_Banded Parisoma
Lagonosticta rhodopareia_Jameson's Firefinch
Calidris alba_Sanderling
Stephanoaetus coronatus_Crowned Eagle
Pseudonigrita arnaudi_Gray-headed Social-Weaver
Anthus similis_Long-billed Pipit
Vidua fischeri_Straw-tailed Whydah
Eupodotis senegalensis_White-bellied Bustard
Eremomela icteropygialis_Yellow-bellied Eremomela
Trachyphonus erythrocephalus_Red-and-yellow Barbet
Accipiter melanoleucus_Black Goshawk
Cinnyris mariquensis_Mariqua Sunbird
Charadrius alexandrinus_Kentish Plover
Buteo buteo_Common Buzzard
Falco amurensis_Amur Falcon
Saxicola torquatus_African Stonechat
Ptilopsis leucotis_Northern White-faced Owl
Anas crecca_Green-winged Teal
Pogoniulus bilineatus_Yellow-rumped Tinkerbird
Dicrurus divaricatus_Glossy-backed Drongo
Geokichla guttata_Spotted Ground-Thrush
Mirafra cantillans_Singing Bushlark
Lamprotornis purpuroptera_Rüppell's Starling
Limosa lapponica_Bar-tailed Godwit
Aquila nipalensis_Steppe Eagle
Onychognathus morio_Red-winged Starling
Cisticola cinereolus_Ashy Cisticola
Luscinia luscinia_Thrush Nightingale
Granatina ianthinogaster_Purple Grenadier
Sylvia borin_Garden Warbler
Chalcomitra senegalensis_Scarlet-chested Sunbird
Calendulauda alopex_Foxy Lark
Megaceryle maxima_Giant Kingfisher
Dryoscopus gambensis_Northern Puffback
Ploceus spekei_Speke's Weaver
Tchagra australis_Brown-crowned Tchagra
Phoeniculus purpureus_Green Woodhoopoe
Phoenicurus ochruros_Black Redstart
Oenanthe melanura_Blackstart
Lybius torquatus_Black-collared Barbet
Ceuthmochares australis_Green Malkoha
Zosterops abyssinicus_Abyssinian White-eye
Bycanistes brevis_Silvery-cheeked Hornbill
Cuculus clamosus_Black Cuckoo
Eremopterix nigriceps_Black-crowned Sparrow-Lark
Hedydipna metallica_Nile Valley Sunbird
Ammomanes deserti_Desert Lark
Macronyx croceus_Yellow-throated Longclaw
Clanga pomarina_Lesser Spotted Eagle
Clamator levaillantii_Levaillant's Cuckoo
Phaethon aethereus_Red-billed Tropicbird
Porphyrio madagascariensis_African Swamphen
Psittacula krameri_Rose-ringed Parakeet
Scleroptila gutturalis_Orange River Francolin
Psalidoprocne pristoptera_Black Sawwing
Lanius excubitor_Great Gray Shrike
Laniarius aethiopicus_Ethiopian Boubou
Passer griseus_Northern Gray-headed Sparrow
Bubo africanus_Spotted Eagle-Owl
Geokichla gurneyi_Orange Ground-Thrush
Ciconia nigra_Black Stork
Apus apus_Common Swift
Cisticola chiniana_Rattling Cisticola
Coturnix coturnix_Common Quail
Alaudala somalica_Somali Short-toed Lark
Passer swainsonii_Swainson's Sparrow
Alaemon alaudipes_Greater Hoopoe-Lark
Turdoides leucopygia_White-rumped Babbler
Puffinus bailloni_Tropical Shearwater
Euplectes hordeaceus_Black-winged Bishop
Ploceus galbula_Rüppell's Weaver
Onychoprion fuscatus_Sooty Tern
Columba delegorguei_Delegorgue's Pigeon
Pterocles senegallus_Spotted Sandgrouse
Sternula albifrons_Little Tern
Acrocephalus arundinaceus_Great Reed Warbler
Platalea leucorodia_Eurasian Spoonbill
Buteo augur_Augur Buzzard
Curruca curruca_Lesser Whitethroat
Chrysococcyx cupreus_African Emerald Cuckoo
Pernis apivorus_European Honey-buzzard
Zapornia pusilla_Baillon's Crake
Streptopelia roseogrisea_African Collared-Dove
Cuculus solitarius_Red-chested Cuckoo
Cercotrichas podobe_Black Scrub-Robin
Anthus campestris_Tawny Pipit
Muscicapa adusta_African Dusky Flycatcher
Athene noctua_Little Owl
Oenanthe deserti_Desert Wheatear
Cisticola marginatus_Winding Cisticola
Phoenicurus phoenicurus_Common Redstart
Galerida theklae_Thekla's Lark
Melocichla mentalis_Moustached Grass-Warbler
Calandrella brachydactyla_Greater Short-toed Lark
Hippolais icterina_Icterine Warbler
Riparia paludicola_Plain Martin
Curruca hortensis_Western Orphean Warbler
Batis orientalis_Gray-headed Batis
Euplectes ardens_Red-collared Widowbird
Crex crex_Corn Crake
Euplectes capensis_Yellow Bishop
Monticola solitarius_Blue Rock-Thrush
Lophoceros hemprichii_Hemprich's Hornbill
Motacilla clara_Mountain Wagtail
Cinnyris habessinicus_Shining Sunbird
Ficedula semitorquata_Semicollared Flycatcher
Phylloscopus collybita_Common Chiffchaff
Vanellus armatus_Blacksmith Lapwing
Streptopelia turtur_European Turtle-Dove
Podiceps cristatus_Great Crested Grebe
Corvus albicollis_White-necked Raven
Bradypterus baboecala_Little Rush Warbler
Euplectes franciscanus_Northern Red Bishop
Oenanthe scotocerca_Brown-tailed Chat
Calidris falcinellus_Broad-billed Sandpiper
Emberiza hortulana_Ortolan Bunting
Corvus rhipidurus_Fan-tailed Raven
Cisticola cantans_Singing Cisticola
Calidris canutus_Red Knot
Fulica cristata_Red-knobbed Coot
Cisticola robustus_Stout Cisticola
Pternistis hildebrandti_Hildebrandt's Francolin
Fraseria plumbea_Gray Tit-Flycatcher
Bucorvus leadbeateri_Southern Ground-Hornbill
Turdus abyssinicus_Abyssinian Thrush
Ortygospiza atricollis_Quailfinch
