Pycnonotus barbatus_Common Bulbul
Cisticola anonymus_Chattering Cisticola
Dicrurus atripennis_Shining Drongo
Crithagra striolata_Streaky Seedeater
Laniarius erythrogaster_Black-headed Gonolek
Bubulcus ibis_Cattle Egret
Cyanomitra verticalis_Green-headed Sunbird
Macronyx fuelleborni_Fülleborn's Longclaw
Centropus monachus_Blue-headed Coucal
Cinnyris chloropygius_Olive-bellied Sunbird
Ploceus bicolor_Forest Weaver
Merops oreobates_Cinnamon-chested Bee-eater
Ploceus nigricollis_Black-necked Weaver
Melaenornis edolioides_Northern Black-Flycatcher
Cuculus solitarius_Red-chested Cuckoo
Trachyphonus vaillantii_Crested Barbet
Cinnyris reichenowi_Northern Double-collared Sunbird
Crithagra sulphurata_Brimstone Canary
Lamprotornis splendidus_Splendid Starling
Atimastillas flavicollis_Yellow-throated Greenbul
Tauraco persa_Guinea Turaco
Sylvia atriceps_Rwenzori Hill Babbler
Euplectes orix_Southern Red Bishop
Laniarius luehderi_Lühder's Bushshrike
Apalis jacksoni_Black-throated Apalis
Estrilda astrild_Common Waxbill
Batis molitor_Chinspot Batis
Pogonocichla stellata_White-starred Robin
Chrysococcyx cupreus_African Emerald Cuckoo
Ploceus ocularis_Spectacled Weaver
Cinnyris gertrudis_Western Miombo Sunbird
Ardea cinerea_Gray Heron
Halcyon chelicuti_Striped Kingfisher
Apalis porphyrolaema_Chestnut-throated Apalis
Cossypha archeri_Archer's Robin-Chat
Crinifer piscator_Western Plantain-eater
Chrysococcyx klaas_Klaas's Cuckoo
Myrmecocichla arnotti_Arnot's Chat
Poicephalus meyeri_Meyer's Parrot
Merops apiaster_European Bee-eater
Centropus senegalensis_Senegal Coucal
Turdoides jardineii_Arrow-marked Babbler
Cisticola erythrops_Red-faced Cisticola
Turdoides hartlaubii_Hartlaub's Babbler
Chroicocephalus cirrocephalus_Gray-hooded Gull
Buccanodon duchaillui_Yellow-spotted Barbet
Amblyospiza albifrons_Grosbeak Weaver
Apaloderma narina_Narina Trogon
Arizelocichla nigriceps_Eastern Mountain Greenbul
Halcyon leucocephala_Gray-headed Kingfisher
Ploceus xanthops_Holub's Golden-Weaver
Telophorus viridis_Four-colored Bushshrike
Apalis rufogularis_Buff-throated Apalis
Burhinus vermiculatus_Water Thick-knee
Merops pusillus_Little Bee-eater
Spermophaga haematina_Western Bluebill
Clamator levaillantii_Levaillant's Cuckoo
Phylloscopus trochilus_Willow Warbler
Psittacus erithacus_Gray Parrot
Pachyphantes superciliosus_Compact Weaver
Tchagra australis_Brown-crowned Tchagra
Cossypha niveicapilla_Snowy-crowned Robin-Chat
Lamprotornis chalybaeus_Greater Blue-eared Starling
Hypergerus atriceps_Oriole Warbler
Cercococcyx mechowi_Dusky Long-tailed Cuckoo
Cercococcyx montanus_Barred Long-tailed Cuckoo
Turtur brehmeri_Blue-headed Wood-Dove
Chrysococcyx caprius_Dideric Cuckoo
Fraseria caerulescens_Ashy Flycatcher
Hedydipna platura_Pygmy Sunbird
Buteo buteo_Common Buzzard
Melaenornis fischeri_White-eyed Slaty-Flycatcher
Bycanistes fistulator_Piping Hornbill
Melaniparus leucomelas_White-winged Black-Tit
Mirafra rufocinnamomea_Flappet Lark
Dendrocygna viduata_White-faced Whistling-Duck
Butorides striata_Striated Heron
Lybius bidentatus_Double-toothed Barbet
Glaucidium capense_African Barred Owlet
Apus caffer_White-rumped Swift
Cinnyricinclus leucogaster_Violet-backed Starling
Actitis hypoleucos_Common Sandpiper
Cinnyris talatala_White-breasted Sunbird
Neocossyphus fraseri_Rufous Flycatcher-Thrush
Illadopsis fulvescens_Brown Illadopsis
Pternistis afer_Red-necked Francolin
Sylvietta virens_Green Crombec
Tricholaema hirsuta_Hairy-breasted Barbet
Phoeniculus bollei_White-headed Woodhoopoe
Lophoceros nasutus_African Gray Hornbill
Columba arquatrix_Rameron Pigeon
Gymnobucco bonapartei_Gray-throated Barbet
Cossypha natalensis_Red-capped Robin-Chat
Quelea quelea_Red-billed Quelea
Merops variegatus_Blue-breasted Bee-eater
Anthus cinnamomeus_African Pipit
Macronyx croceus_Yellow-throated Longclaw
Smithornis rufolateralis_Rufous-sided Broadbill
Gymnobucco calvus_Naked-faced Barbet
Ardea intermedia_Intermediate Egret
Prinia bairdii_Banded Prinia
Motacilla flava_Western Yellow Wagtail
Caprimulgus natalensis_Swamp Nightjar
Platysteira castanea_Chestnut Wattle-eye
Ardea alba_Great Egret
Oriolus auratus_African Golden Oriole
Chloropicus fuscescens_Cardinal Woodpecker
Nigrita canicapillus_Gray-headed Nigrita
Ceuthmochares aereus_Blue Malkoha
Tauraco macrorhynchus_Yellow-billed Turaco
Halcyon malimbica_Blue-breasted Kingfisher
Delichon urbicum_Common House-Martin
Streptopelia decipiens_Mourning Collared-Dove
Apus apus_Common Swift
Tchagra senegalus_Black-crowned Tchagra
Apalis cinerea_Gray Apalis
Turdoides reinwardtii_Blackcap Babbler
Hylia prasina_Green Hylia
Illadopsis pyrrhoptera_Mountain Illadopsis
Uraeginthus angolensis_Southern Cordonbleu
Onychognathus walleri_Waller's Starling
Illadopsis albipectus_Scaly-breasted Illadopsis
Melocichla mentalis_Moustached Grass-Warbler
Accipiter tachiro_African Goshawk
Bradypterus cinnamomeus_Cinnamon Bracken-Warbler
Charadrius tricollaris_Three-banded Plover
Euplectes capensis_Yellow Bishop
Fraseria plumbea_Gray Tit-Flycatcher
Anthus leucophrys_Plain-backed Pipit
Dicrurus divaricatus_Glossy-backed Drongo
Macheiramphus alcinus_Bat Hawk
Cisticola tinniens_Levaillant's Cisticola
Myrmecocichla nigra_Sooty Chat
Chloropicus griseocephalus_Olive Woodpecker
Oenanthe familiaris_Familiar Chat
Melaniparus funereus_Dusky Tit
Ardea purpurea_Purple Heron
Apus affinis_Little Swift
Cecropis semirufa_Rufous-chested Swallow
Merops albicollis_White-throated Bee-eater
Estrilda paludicola_Fawn-breasted Waxbill
Bycanistes bucinator_Trumpeter Hornbill
Cisticola natalensis_Croaking Cisticola
Caprimulgus rufigena_Rufous-cheeked Nightjar
Cisticola woosnami_Trilling Cisticola
Telophorus sulfureopectus_Sulphur-breasted Bushshrike
Phoeniculus purpureus_Green Woodhoopoe
Cossypha caffra_Cape Robin-Chat
Indicator indicator_Greater Honeyguide
Cinnyris bifasciatus_Purple-banded Sunbird
Cyanomitra cyanolaema_Blue-throated Brown Sunbird
Laniarius ferrugineus_Southern Boubou
Cisticola ayresii_Wing-snapping Cisticola
Megaceryle maxima_Giant Kingfisher
Phyllastrephus terrestris_Terrestrial Brownbul
Mirafra africana_Rufous-naped Lark
Cichladusa arquata_Collared Palm-Thrush
Prionops plumatus_White Helmetshrike
Pytilia melba_Green-winged Pytilia
Elminia longicauda_African Blue Flycatcher
Ardeola ralloides_Squacco Heron
Trochocercus cyanomelas_African Crested-Flycatcher
Rhinopomastus cyanomelas_Common Scimitarbill
Bathmocercus rufus_Black-faced Rufous-Warbler
Gallinula chloropus_Eurasian Moorhen
Buphagus africanus_Yellow-billed Oxpecker
Cecropis cucullata_Greater Striped Swallow
Hirundo smithii_Wire-tailed Swallow
Dryotriorchis spectabilis_Congo Serpent-Eagle
Columba guinea_Speckled Pigeon
Malaconotus blanchoti_Gray-headed Bushshrike
Campephaga flava_Black Cuckooshrike
Campethera abingoni_Golden-tailed Woodpecker
Glaucidium perlatum_Pearl-spotted Owlet
Urotriorchis macrourus_Long-tailed Hawk
Acrocephalus gracilirostris_Lesser Swamp Warbler
Chloropicus goertae_African Gray Woodpecker
Guttera pucherani_Crested Guineafowl
Crithagra atrogularis_Black-throated Canary
Riparia paludicola_Plain Martin
Thescelocichla leucopleura_Swamp Greenbul
Cisticola juncidis_Zitting Cisticola
Criniger chloronotus_Eastern Bearded-Greenbul
Alethe castanea_Fire-crested Alethe
Neocossyphus poensis_White-tailed Ant-Thrush
Lagonosticta rubricata_African Firefinch
Indicator variegatus_Scaly-throated Honeyguide
Vidua chalybeata_Village Indigobird
Chamaetylas poliocephala_Brown-chested Alethe
Melaenornis pammelaina_Southern Black-Flycatcher
Campethera cailliautii_Green-backed Woodpecker
Eremomela icteropygialis_Yellow-bellied Eremomela
Porphyrio madagascariensis_African Swamphen
Gallinago gallinago_Common Snipe
Alopochen aegyptiaca_Egyptian Goose
Telophorus dohertyi_Doherty's Bushshrike
Columba iriditorques_Bronze-naped Pigeon
Vidua funerea_Variable Indigobird
Cossypha polioptera_Gray-winged Robin-Chat
Cuculus clamosus_Black Cuckoo
Cisticola brachypterus_Siffling Cisticola
Merops persicus_Blue-cheeked Bee-eater
Coccopygia quartinia_Yellow-bellied Waxbill
Melaniparus afer_Gray Tit
Cuculus gularis_African Cuckoo
Strix woodfordii_African Wood-Owl
Scleroptila levaillantii_Red-winged Francolin
Eurillas curvirostris_Plain Greenbul
Columba unicincta_Afep Pigeon
Stiphrornis erythrothorax_Forest Robin
Turtur chalcospilos_Emerald-spotted Wood-Dove
Cinnyris afer_Greater Double-collared Sunbird
Jynx ruficollis_Rufous-necked Wryneck
Trachyphonus purpuratus_Yellow-billed Barbet
Ptilostomus afer_Piapiac
Laniarius mufumbiri_Papyrus Gonolek
Baeopogon indicator_Honeyguide Greenbul
Caprimulgus tristigma_Freckled Nightjar
Arizelocichla masukuensis_Shelley's Greenbul
Turdus libonyana_Kurrichane Thrush
Salpornis salvadori_African Spotted Creeper
Himantopus himantopus_Black-winged Stilt
Cecropis daurica_Red-rumped Swallow
Oriolus larvatus_African Black-headed Oriole
Coracina pectoralis_White-breasted Cuckooshrike
Euplectes progne_Long-tailed Widowbird
Stephanoaetus coronatus_Crowned Eagle
Cisticola chiniana_Rattling Cisticola
Lybius vieilloti_Vieillot's Barbet
Iduna natalensis_African Yellow-Warbler
Cuculus rochii_Madagascar Cuckoo
Ptyonoprogne fuligula_Rock Martin
Tringa glareola_Wood Sandpiper
Bleda syndactylus_Red-tailed Bristlebill
Corythaixoides concolor_Gray Go-away-bird
Camaroptera chloronota_Olive-green Camaroptera
Dendrocygna bicolor_Fulvous Whistling-Duck
Elminia albonotata_White-tailed Crested-Flycatcher
Merops bulocki_Red-throated Bee-eater
Apaloderma vittatum_Bar-tailed Trogon
Fulica cristata_Red-knobbed Coot
Vanellus spinosus_Spur-winged Lapwing
Apalis flavida_Yellow-breasted Apalis
Buphagus erythrorynchus_Red-billed Oxpecker
Columba larvata_Lemon Dove
Serinus canicollis_Cape Canary
Accipiter melanoleucus_Black Goshawk
Bubo lacteus_Verreaux's Eagle-Owl
Eremomela pusilla_Senegal Eremomela
Riparia riparia_Bank Swallow
Saxicola rubetra_Whinchat
Merops hirundineus_Swallow-tailed Bee-eater
Dryoscopus cubla_Black-backed Puffback
Falco tinnunculus_Eurasian Kestrel
Merops superciliosus_Madagascar Bee-eater
Accipiter badius_Shikra
Fraseria griseigularis_Gray-throated Tit-Flycatcher
Coracias caudatus_Lilac-breasted Roller
Rallus caerulescens_African Rail
Illadopsis puveli_Puvel's Illadopsis
Lamprotornis chloropterus_Lesser Blue-eared Starling
Lophoceros camurus_Red-billed Dwarf Hornbill
Euplectes ardens_Red-collared Widowbird
Indicator minor_Lesser Honeyguide
Cuculus canorus_Common Cuckoo
Coturnix delegorguei_Harlequin Quail
Accipiter minullus_Little Sparrowhawk
Trochocercus nitens_Blue-headed Crested-Flycatcher
Emberiza tahapisi_Cinnamon-breasted Bunting
Platysteira concreta_Yellow-bellied Wattle-eye
Chlidonias leucopterus_White-winged Tern
Smithornis capensis_African Broadbill
Lophoceros fasciatus_African Pied Hornbill
Calandrella cinerea_Red-capped Lark
Acrocephalus baeticatus_African Reed Warbler
Caprimulgus climacurus_Long-tailed Nightjar
Falco subbuteo_Eurasian Hobby
Cinnyris coccinigastrus_Splendid Sunbird
Nilaus afer_Brubru
Tachybaptus ruficollis_Little Grebe
Halcyon albiventris_Brown-hooded Kingfisher
Cryptospiza reichenovii_Red-faced Crimsonwing
Prionops retzii_Retz's Helmetshrike
Chlorocichla flaviventris_Yellow-bellied Greenbul
Bleda notatus_Lesser Bristlebill
Sarothrura rufa_Red-chested Flufftail
Nectarinia famosa_Malachite Sunbird
Oriolus brachyrynchus_Western Black-headed Oriole
Rostratula benghalensis_Greater Painted-Snipe
Pternistis squamatus_Scaly Francolin
Motacilla clara_Mountain Wagtail
Prinia erythroptera_Red-winged Prinia
Eremomela scotops_Greencap Eremomela
Laniarius bicolor_Gabon Boubou
Urocolius indicus_Red-faced Mousebird
Phyllastrephus fischeri_Fischer's Greenbul
Onychognathus tenuirostris_Slender-billed Starling
Cercotrichas hartlaubi_Brown-backed Scrub-Robin
Urocolius macrourus_Blue-naped Mousebird
Streptopelia lugens_Dusky Turtle-Dove
Phyllastrephus cabanisi_Cabanis's Greenbul
Euplectes hordeaceus_Black-winged Bishop
Pogoniulus subsulphureus_Yellow-throated Tinkerbird
Telophorus bocagei_Gray-green Bushshrike
Cisticola pipiens_Chirping Cisticola
Caprimulgus fossii_Square-tailed Nightjar
Cercococcyx olivinus_Olive Long-tailed Cuckoo
Micronisus gabar_Gabar Goshawk
Cercotrichas leucophrys_Red-backed Scrub-Robin
Zosterops anderssoni_Southern Yellow White-eye
Iduna similis_Mountain Yellow-Warbler
Nycticorax nycticorax_Black-crowned Night-Heron
Tricholaema lacrymosa_Spot-flanked Barbet
Bucorvus leadbeateri_Southern Ground-Hornbill
Halcyon badia_Chocolate-backed Kingfisher
Turnix sylvaticus_Small Buttonquail
Estrilda melpoda_Orange-cheeked Waxbill
Melaniparus niger_Southern Black-Tit
Cisticola fulvicapilla_Piping Cisticola
Malimbus nitens_Blue-billed Malimbe
Euplectes afer_Yellow-crowned Bishop
Circus aeruginosus_Eurasian Marsh-Harrier
Psophocichla litsitsirupa_Groundscraper Thrush
Chersomanes albofasciata_Spike-heeled Lark
Plegadis falcinellus_Glossy Ibis
Otus senegalensis_African Scops-Owl
Hieraaetus pennatus_Booted Eagle
Coracias garrulus_European Roller
Platysteira peltata_Black-throated Wattle-eye
Tringa nebularia_Common Greenshank
Centropus leucogaster_Black-throated Coucal
Burhinus senegalensis_Senegal Thick-knee
Ploceus intermedius_Lesser Masked-Weaver
Ceratogymna atrata_Black-casqued Hornbill
Ciconia ciconia_White Stork
Batis erlangeri_Western Black-headed Batis
Eurillas ansorgei_Ansorge's Greenbul
Lagonosticta rhodopareia_Jameson's Firefinch
Telophorus nigrifrons_Black-fronted Bushshrike
Cisticola lateralis_Whistling Cisticola
Ixonotus guttatus_Spotted Greenbul
Chalcomitra amethystina_Amethyst Sunbird
Crex crex_Corn Crake
Plocepasser superciliosus_Chestnut-crowned Sparrow-Weaver
Euplectes franciscanus_Northern Red Bishop
Lanius collurio_Red-backed Shrike
Cossypha cyanocampter_Blue-shouldered Robin-Chat
Lanius minor_Lesser Gray Shrike
Elanus caeruleus_Black-winged Kite
Geokichla gurneyi_Orange Ground-Thrush
Acrocephalus scirpaceus_Eurasian Reed Warbler
Oriolus nigripennis_Black-winged Oriole
Glaucidium tephronotum_Red-chested Owlet
Sylvietta rufescens_Cape Crombec
Chloropicus namaquus_Bearded Woodpecker
Larus fuscus_Lesser Black-backed Gull
Glareola pratincola_Collared Pratincole
Tauraco schalowi_Schalow's Turaco
Caprimulgus pectoralis_Fiery-necked Nightjar
Iduna pallida_Eastern Olivaceous Warbler
Zosterops senegalensis_Northern Yellow White-eye
Ploceus velatus_Southern Masked-Weaver
Luscinia megarhynchos_Common Nightingale
Tringa ochropus_Green Sandpiper
Hypargos niveoguttatus_Peters's Twinspot
Streptopelia vinacea_Vinaceous Dove
Creatophora cinerea_Wattled Starling
Sylvia borin_Garden Warbler
Acrocephalus schoenobaenus_Sedge Warbler
Ploceus luteolus_Little Weaver
Bradypterus lopezi_Evergreen-forest Warbler
Burhinus capensis_Spotted Thick-knee
Podiceps cristatus_Great Crested Grebe
Cisticola robustus_Stout Cisticola
Oreolais pulcher_Black-collared Apalis
Illadopsis rufipennis_Pale-breasted Illadopsis
Calidris pugnax_Ruff
Pternistis hildebrandti_Hildebrandt's Francolin
Cisticola textrix_Cloud Cisticola
Eupodotis senegalensis_White-bellied Bustard
Anthus lineiventris_Striped Pipit
Estrilda troglodytes_Black-rumped Waxbill
Calidris ferruginea_Curlew Sandpiper
Acrocephalus arundinaceus_Great Reed Warbler
Camaroptera superciliaris_Yellow-browed Camaroptera
Caprimulgus nigriscapularis_Black-shouldered Nightjar
Lanius corvinus_Yellow-billed Shrike
Tringa stagnatilis_Marsh Sandpiper
Turdus abyssinicus_Abyssinian Thrush
Vanellus armatus_Blacksmith Lapwing
Passer domesticus_House Sparrow
Clamator jacobinus_Pied Cuckoo
Pandion haliaetus_Osprey
Thamnolaea cinnamomeiventris_Mocking Cliff-Chat
Falco naumanni_Lesser Kestrel
Campephaga quiscalina_Purple-throated Cuckooshrike
Hippolais icterina_Icterine Warbler
Turdoides plebejus_Brown Babbler
Chlorocichla laetissima_Joyful Greenbul
Bradypterus carpalis_White-winged Swamp Warbler
Bubo africanus_Spotted Eagle-Owl
Vanellus coronatus_Crowned Lapwing
Fraseria ocreata_African Forest-Flycatcher
Charadrius hiaticula_Common Ringed Plover
Muscicapa striata_Spotted Flycatcher
Clamator glandarius_Great Spotted Cuckoo
Upupa epops_Eurasian Hoopoe
Motacilla cinerea_Gray Wagtail
Ortygornis sephaena_Crested Francolin
Petrochelidon spilodera_South African Swallow
Kakamega poliothorax_Gray-chested Babbler
Tyto alba_Barn Owl
Macrosphenus concolor_Gray Longbill
Ixobrychus minutus_Little Bittern
Macrosphenus flavicans_Yellow Longbill
Chlidonias hybrida_Whiskered Tern
Gymnoris superciliaris_Yellow-throated Bush Sparrow
Oriolus oriolus_Eurasian Golden Oriole
Horizocerus albocristatus_White-crested Hornbill
Ptilopsis leucotis_Northern White-faced Owl
Sylvia atricapilla_Eurasian Blackcap
Cinnyris osea_Palestine Sunbird
Ficedula albicollis_Collared Flycatcher
Cisticola aberrans_Rock-loving Cisticola
Ficedula semitorquata_Semicollared Flycatcher
Sylvia abyssinica_African Hill Babbler
Pogoniulus atroflavus_Red-rumped Tinkerbird
Buteo oreophilus_Mountain Buzzard
Calidris minuta_Little Stint
Oena capensis_Namaqua Dove
Phylloscopus sibilatrix_Wood Warbler
Sarothrura elegans_Buff-spotted Flufftail
Oenanthe oenanthe_Northern Wheatear
Cisticola cantans_Singing Cisticola
Merops bullockoides_White-fronted Bee-eater
Circus pygargus_Montagu's Harrier
Gallinago media_Great Snipe
Nicator vireo_Yellow-throated Nicator
Lybius guifsobalito_Black-billed Barbet
Chroicocephalus ridibundus_Black-headed Gull
Apalis alticola_Brown-headed Apalis
Sylvietta brachyura_Northern Crombec
Chlorocichla simplex_Simple Greenbul
Gelochelidon nilotica_Gull-billed Tern
Neocossyphus rufus_Red-tailed Ant-Thrush
Anthus trivialis_Tree Pipit
Motacilla alba_White Wagtail
Clanga pomarina_Lesser Spotted Eagle
Circus macrourus_Pallid Harrier
Charadrius dubius_Little Ringed Plover
Acrocephalus palustris_Marsh Warbler
Pernis apivorus_European Honey-buzzard
Batis orientalis_Gray-headed Batis
Tringa erythropus_Spotted Redshank
Scleroptila shelleyi_Shelley's Francolin
Bycanistes albotibialis_White-thighed Hornbill
Phylloscopus budongoensis_Uganda Woodland-Warbler
Nicator gularis_Eastern Nicator
Pholia sharpii_Sharpe's Starling
Curruca communis_Greater Whitethroat
Phylloscopus collybita_Common Chiffchaff
Apus melba_Alpine Swift
Lanius phoenicuroides_Red-tailed Shrike
Cuculus poliocephalus_Lesser Cuckoo
Zapornia parva_Little Crake
Anthus cervinus_Red-throated Pipit
Falco vespertinus_Red-footed Falcon
Coracias abyssinicus_Abyssinian Roller
Phyllastrephus cerviniventris_Gray-olive Greenbul
Geokichla guttata_Spotted Ground-Thrush
Calidris temminckii_Temminck's Stint
Lanius senator_Woodchat Shrike
Campethera nubica_Nubian Woodpecker
Cinnyris pulchellus_Beautiful Sunbird
Cercotrichas galactotes_Rufous-tailed Scrub-Robin
Falco peregrinus_Peregrine Falcon
Phylloscopus umbrovirens_Brown Woodland-Warbler
Phyllolais pulchella_Buff-bellied Warbler
Acrocephalus rufescens_Greater Swamp Warbler
Haematopus ostralegus_Eurasian Oystercatcher
Oenanthe pileata_Capped Wheatear
Phoenicurus phoenicurus_Common Redstart
Ploceus vitellinus_Vitelline Masked-Weaver
Caprimulgus europaeus_Eurasian Nightjar
Limosa limosa_Black-tailed Godwit
Lanius isabellinus_Isabelline Shrike
Serinus flavivertex_Yellow-crowned Canary
Sterna hirundo_Common Tern
Numenius arquata_Eurasian Curlew
Recurvirostra avosetta_Pied Avocet
Calidris alba_Sanderling
Anthus similis_Long-billed Pipit
Cisticola aridulus_Desert Cisticola
Psittacula krameri_Rose-ringed Parakeet
Phoeniconaias minor_Lesser Flamingo
Thalasseus sandvicensis_Sandwich Tern
Oenanthe isabellina_Isabelline Wheatear
Monticola saxatilis_Rufous-tailed Rock-Thrush
Corvus capensis_Cape Crow
Spatula querquedula_Garganey
Galerida cristata_Crested Lark
Ficedula hypoleuca_European Pied Flycatcher
Ptilopachus petrosus_Stone Partridge
Anas acuta_Northern Pintail
Spatula clypeata_Northern Shoveler
Charadrius alexandrinus_Kentish Plover
Coturnix coturnix_Common Quail
Cichladusa guttata_Spotted Morning-Thrush
Numenius phaeopus_Whimbrel
Lymnocryptes minimus_Jack Snipe
Luscinia svecica_Bluethroat
Pluvialis squatarola_Black-bellied Plover
Arenaria interpres_Ruddy Turnstone
Zapornia pusilla_Baillon's Crake
Sternula albifrons_Little Tern
Otus scops_Eurasian Scops-Owl
Tringa totanus_Common Redshank
Calamonastes simplex_Gray Wren-Warbler
Porzana porzana_Spotted Crake
Dinemellia dinemelli_White-headed Buffalo-Weaver
Ortygospiza atricollis_Quailfinch
Cinnyris mariquensis_Mariqua Sunbird
Tauraco porphyreolophus_Purple-crested Turaco
Falco amurensis_Amur Falcon
Onychognathus morio_Red-winged Starling
Geokichla piaggiae_Abyssinian Ground-Thrush
Luscinia luscinia_Thrush Nightingale
Aquila nipalensis_Steppe Eagle
Turdoides sharpei_Black-lored Babbler
Myrmecocichla aethiops_Northern Anteater-Chat
Bradypterus baboecala_Little Rush Warbler
Columba livia_Rock Pigeon
Hydroprogne caspia_Caspian Tern
Ciconia nigra_Black Stork
Jynx torquilla_Eurasian Wryneck
Phoenicopterus roseus_Greater Flamingo
Caprimulgus poliocephalus_Abyssinian Nightjar
Turtur abyssinicus_Black-billed Wood-Dove
Xenus cinereus_Terek Sandpiper
Onychoprion anaethetus_Bridled Tern
Oenanthe pleschanka_Pied Wheatear
Limosa lapponica_Bar-tailed Godwit
Curruca nisoria_Barred Warbler
Ploceus xanthopterus_Southern Brown-throated Weaver
Dromas ardeola_Crab-Plover
Anas crecca_Green-winged Teal
Sporopipes frontalis_Speckle-fronted Weaver
Sterna dougallii_Roseate Tern
Melaniparus albiventris_White-bellied Tit
Cisticola lais_Wailing Cisticola
