Vanellus chilensis_Southern Lapwing
Glaucidium nana_Austral Pygmy-Owl
Cistothorus platensis_Grass Wren
Aphrastura spinicauda_Thorn-tailed Rayadito
Pteroptochos tarnii_Black-throated Huet-huet
Podiceps major_Great Grebe
Phytotoma rara_Rufous-tailed Plantcutter
Tringa melanoleuca_Greater Yellowlegs
Elanus leucurus_White-tailed Kite
Falco sparverius_American Kestrel
Leptasthenura aegithaloides_Plain-mantled Tit-Spinetail
Anthus correndera_Correndera Pipit
Ardenna creatopus_Pink-footed Shearwater
Dryobates lignarius_Striped Woodpecker
Bubulcus ibis_Cattle Egret
Hymenops perspicillatus_Spectacled Tyrant
Spatula platalea_Red Shoveler
Thalasseus elegans_Elegant Tern
Tachuris rubrigastra_Many-colored Rush Tyrant
Molothrus bonariensis_Shiny Cowbird
Spheniscus magellanicus_Magellanic Penguin
Ardenna grisea_Sooty Shearwater
Haematopus ater_Blackish Oystercatcher
Callipepla californica_California Quail
Podiceps occipitalis_Silvery Grebe
Phleocryptes melanops_Wren-like Rushbird
Scytalopus fuscus_Dusky Tapaculo
Nothoprocta perdicaria_Chilean Tinamou
Porphyriops melanops_Spot-flanked Gallinule
Campephilus magellanicus_Magellanic Woodpecker
Zenaida auriculata_Eared Dove
Geranoaetus polyosoma_Variable Hawk
Sterna trudeaui_Snowy-crowned Tern
Strix rufipes_Rufous-legged Owl
Cinclodes fuscus_Buff-winged Cinclodes
Megaceryle torquata_Ringed Kingfisher
Fulica rufifrons_Red-fronted Coot
Plegadis chihi_White-faced Ibis
Enicognathus ferrugineus_Austral Parakeet
Diomedea exulans_Wandering Albatross
Pygarrhichas albogularis_White-throated Treerunner
Asio flammeus_Short-eared Owl
Leucophaeus scoresbii_Dolphin Gull
Tyto alba_Barn Owl
Charadrius falklandicus_Two-banded Plover
Calidris canutus_Red Knot
Caracara plancus_Crested Caracara
Pseudasthenes humicola_Dusky-tailed Canastero
Limosa haemastica_Hudsonian Godwit
Calidris bairdii_Baird's Sandpiper
Leucophaeus modestus_Gray Gull
Upucerthia saturatior_Patagonian Forest Earthcreeper
Columbina picui_Picui Ground Dove
Cinclodes oustaleti_Gray-flanked Cinclodes
Geositta cunicularia_Common Miner
Pterodroma externa_Juan Fernandez Petrel
Rynchops niger_Black Skimmer
Daption capense_Cape Petrel
Geositta rufipennis_Rufous-banded Miner
Podilymbus podiceps_Pied-billed Grebe
Cinclodes nigrofumosus_Seaside Cinclodes
Falco peregrinus_Peregrine Falcon
Calidris alba_Sanderling
Pteroptochos castaneus_Chestnut-throated Huet-huet
Charadrius nivosus_Snowy Plover
Pygochelidon cyanoleuca_Blue-and-white Swallow
Accipiter bicolor_Bicolored Hawk
Laterallus jamaicensis_Black Rail
Arenaria interpres_Ruddy Turnstone
Systellura longirostris_Band-winged Nightjar
Phoenicopterus chilensis_Chilean Flamingo
Falco femoralis_Aplomado Falcon
Melanodera xanthogramma_Yellow-bridled Finch
Parabuteo unicinctus_Harris's Hawk
Asthenes anthoides_Austral Canastero
Calidris virgata_Surfbird
Bubo virginianus_Great Horned Owl
Phalaropus tricolor_Wilson's Phalarope
Larosterna inca_Inca Tern
Charadrius collaris_Collared Plover
Asthenes pyrrholeuca_Sharp-billed Canastero
Hirundo rustica_Barn Swallow
Phalaropus fulicarius_Red Phalarope
Thinocorus rumicivorus_Least Seedsnipe
Phrygilus gayi_Gray-hooded Sierra Finch
Ixobrychus involucris_Stripe-backed Bittern
Pluvialis squatarola_Black-bellied Plover
Athene cunicularia_Burrowing Owl
Stercorarius parasiticus_Parasitic Jaeger
Anthus hellmayri_Hellmayr's Pipit
Geranoaetus melanoleucus_Black-chested Buzzard-Eagle
Rhopospina alaudina_Band-tailed Sierra Finch
Agriornis montanus_Black-billed Shrike-Tyrant
Metriopelia melanoptera_Black-winged Ground Dove
Myiopsitta monachus_Monk Parakeet
Lophonetta specularioides_Crested Duck
Xema sabini_Sabine's Gull
Muscisaxicola albilora_White-browed Ground-Tyrant
Asthenes modesta_Cordilleran Canastero
Chroicocephalus serranus_Andean Gull
Buteo albigula_White-throated Hawk
Patagona gigas_Giant Hummingbird
Rhopospina fruticeti_Mourning Sierra Finch
Muscisaxicola maculirostris_Spot-billed Ground-Tyrant
Chloephaga picta_Upland Goose
Columba livia_Rock Pigeon
Sterna paradisaea_Arctic Tern
Pseudocolopteryx citreola_Ticking Doradito
Geospizopsis unicolor_Plumbeous Sierra Finch
Thinocorus orbignyianus_Gray-breasted Seedsnipe
Calidris fuscicollis_White-rumped Sandpiper
Upucerthia dumetaria_Scale-throated Earthcreeper
Eudromia elegans_Elegant Crested-Tinamou
Mimus patagonicus_Patagonian Mockingbird
Tachyeres patachonicus_Flying Steamer-Duck
Haematopus leucopodus_Magellanic Oystercatcher
Phasianus colchicus_Ring-necked Pheasant
Oxyura ferruginea_Andean Duck
Attagis gayi_Rufous-bellied Seedsnipe
Calidris melanotos_Pectoral Sandpiper
Sicalis auriventris_Greater Yellow-Finch
Ardenna bulleri_Buller's Shearwater
Tringa semipalmata_Willet
