Vanellus chilensis_Southern Lapwing
Phylloscartes ventralis_Mottle-cheeked Tyrannulet
Phimosus infuscatus_Bare-faced Ibis
Anthracothorax nigricollis_Black-throated Mango
Pipraeidea melanonota_Fawn-breasted Tanager
Manacus manacus_White-bearded Manakin
Laterallus melanophaius_Rufous-sided Crake
Eupetomena cirrochloris_Sombre Hummingbird
Elaenia albiceps_White-crested Elaenia
Rhopias gularis_Star-throated Antwren
Clytolaema rubricauda_Brazilian Ruby
Tringa flavipes_Lesser Yellowlegs
Colibri serrirostris_White-vented Violetear
Nemosia pileata_Hooded Tanager
Phaethornis ruber_Reddish Hermit
Chrysuronia versicolor_Versicolored Emerald
Falco sparverius_American Kestrel
Picumnus albosquamatus_White-wedged Piculet
Batara cinerea_Giant Antshrike
Eleoscytalopus indigoticus_White-breasted Tapaculo
Hirundo rustica_Barn Swallow
Myiothlypis rivularis_Riverbank Warbler
Neopelma chrysolophum_Serra do Mar Tyrant-Manakin
Philydor atricapillus_Black-capped Foliage-gleaner
Asemospiza fuliginosa_Sooty Grassquit
Anthus lutescens_Yellowish Pipit
Ardea cocoi_Cocoi Heron
Syrigma sibilatrix_Whistling Heron
Sicalis luteola_Grassland Yellow-Finch
Leptasthenura setaria_Araucaria Tit-Spinetail
Cissopis leverianus_Magpie Tanager
Tringa melanoleuca_Greater Yellowlegs
Mionectes rufiventris_Gray-hooded Flycatcher
Calidris melanotos_Pectoral Sandpiper
Elaenia parvirostris_Small-billed Elaenia
Stephanophorus diadematus_Diademed Tanager
Dendrocygna viduata_White-faced Whistling-Duck
Falco peregrinus_Peregrine Falcon
Donacobius atricapilla_Black-capped Donacobius
Sporophila nigricollis_Yellow-bellied Seedeater
Corythopis delalandi_Southern Antpipit
Sporophila pileata_Pearly-bellied Seedeater
Baryphthengus ruficapillus_Rufous-capped Motmot
Hemitriccus nidipendulus_Hangnest Tody-Tyrant
Capsiempis flaveola_Yellow Tyrannulet
Systellura longirostris_Band-winged Nightjar
Turdus subalaris_Blacksmith Thrush
Amazona aestiva_Turquoise-fronted Parrot
Nyctibius griseus_Common Potoo
Antilophia galeata_Helmeted Manakin
Carpornis cucullata_Hooded Berryeater
Saltator fuliginosus_Black-throated Grosbeak
Drymophila rubricollis_Bertoni's Antbird
Pardirallus sanguinolentus_Plumbeous Rail
Phyllomyias griseocapilla_Gray-capped Tyrannulet
Cnemotriccus fuscatus_Fuscous Flycatcher
Leistes superciliaris_White-browed Meadowlark
Dendrocygna autumnalis_Black-bellied Whistling-Duck
Tyrannus albogularis_White-throated Kingbird
Pionopsitta pileata_Pileated Parrot
Anhinga anhinga_Anhinga
Ramphodon naevius_Saw-billed Hermit
Mackenziaena severa_Tufted Antshrike
Sclerurus scansor_Rufous-breasted Leaftosser
Attila phoenicurus_Rufous-tailed Attila
Phacellodomus erythrophthalmus_Orange-eyed Thornbird
Ramphocaenus melanurus_Long-billed Gnatwren
Myiobius barbatus_Whiskered Flycatcher
Melanerpes flavifrons_Yellow-fronted Woodpecker
Furnarius figulus_Wing-banded Hornero
Cyanocorax chrysops_Plush-crested Jay
Herpetotheres cachinnans_Laughing Falcon
Xenops minutus_Plain Xenops
Spizaetus tyrannus_Black Hawk-Eagle
Scytalopus speluncae_Mouse-colored Tapaculo
Myiobius atricaudus_Black-tailed Flycatcher
Platalea ajaja_Roseate Spoonbill
Pandion haliaetus_Osprey
Aramus guarauna_Limpkin
Piculus aurulentus_White-browed Woodpecker
Rostrhamus sociabilis_Snail Kite
Arremon flavirostris_Saffron-billed Sparrow
Anabacerthia amaurotis_White-browed Foliage-gleaner
Himantopus mexicanus_Black-necked Stilt
Lepidocolaptes falcinellus_Scalloped Woodcreeper
Syndactyla rufosuperciliata_Buff-browed Foliage-gleaner
Phyllomyias burmeisteri_Rough-legged Tyrannulet
Malacoptila striata_Crescent-chested Puffbird
Pteroglossus bailloni_Saffron Toucanet
Ixobrychus involucris_Stripe-backed Bittern
Drymophila ochropyga_Ochre-rumped Antbird
Chlorophonia cyanea_Blue-naped Chlorophonia
Petrochelidon pyrrhonota_Cliff Swallow
Gnorimopsar chopi_Chopi Blackbird
Anabazenops fuscus_White-collared Foliage-gleaner
Phaethornis squalidus_Dusky-throated Hermit
Mycteria americana_Wood Stork
Chlorophanes spiza_Green Honeycreeper
Phacellodomus ferrugineigula_Orange-breasted Thornbird
Egretta caerulea_Little Blue Heron
Coryphospingus pileatus_Pileated Finch
Dendrocolaptes platyrostris_Planalto Woodcreeper
Emberizoides herbicola_Wedge-tailed Grass-Finch
Cryptopezus nattereri_Speckle-breasted Antpitta
Procnias nudicollis_Bare-throated Bellbird
Tangara cyanocephala_Red-necked Tanager
Formicarius colma_Rufous-capped Antthrush
Myiopagis viridicata_Greenish Elaenia
Crypturellus parvirostris_Small-billed Tinamou
Myiornis auricularis_Eared Pygmy-Tyrant
Drymophila genei_Rufous-tailed Antbird
Alopochelidon fucata_Tawny-headed Swallow
Myiozetetes cayanensis_Rusty-margined Flycatcher
Sporophila leucoptera_White-bellied Seedeater
Sporophila angolensis_Chestnut-bellied Seed-Finch
Arremon semitorquatus_Half-collared Sparrow
Asio clamator_Striped Owl
Mackenziaena leachii_Large-tailed Antshrike
Heliobletus contaminatus_Sharp-billed Treehunter
Anthus hellmayri_Hellmayr's Pipit
Buteogallus meridionalis_Savanna Hawk
Dysithamnus stictothorax_Spot-breasted Antvireo
Psilorhamphus guttatus_Spotted Bamboowren
Micrastur semitorquatus_Collared Forest-Falcon
Tringa solitaria_Solitary Sandpiper
Chamaeza meruloides_Such's Antthrush
Terenura maculata_Streak-capped Antwren
Hemitriccus diops_Drab-breasted Pygmy-Tyrant
Dysithamnus xanthopterus_Rufous-backed Antvireo
Phylloscartes difficilis_Serra do Mar Tyrannulet
Conopias trivirgatus_Three-striped Flycatcher
Phaeomyias murina_Mouse-colored Tyrannulet
Harpagus diodon_Rufous-thighed Kite
Haplospiza unicolor_Uniform Finch
Saltator maxillosus_Thick-billed Saltator
Podilymbus podiceps_Pied-billed Grebe
Piprites chloris_Wing-barred Piprites
Drymophila squamata_Scaled Antbird
Geotrygon montana_Ruddy Quail-Dove
Anumbius annumbi_Firewood-gatherer
Hemitriccus obsoletus_Brown-breasted Pygmy-Tyrant
Selenidera maculirostris_Spot-billed Toucanet
Chamaeza ruficauda_Rufous-tailed Antthrush
Micrastur ruficollis_Barred Forest-Falcon
Phacellodomus rufifrons_Rufous-fronted Thornbird
Pteroglossus castanotis_Chestnut-eared Aracari
Orthogonys chloricterus_Olive-green Tanager
Actitis macularius_Spotted Sandpiper
Polioptila dumicola_Masked Gnatcatcher
Porphyrio martinica_Purple Gallinule
Nystalus chacuru_White-eared Puffbird
Ciccaba huhula_Black-banded Owl
Penelope superciliaris_Rusty-margined Guan
Hydropsalis torquata_Scissor-tailed Nightjar
Piprites pileata_Black-capped Piprites
Chlorophonia cyanocephala_Golden-rumped Euphonia
Orthopsittaca manilatus_Red-bellied Macaw
Ramphotrigon megacephalum_Large-headed Flatbill
Embernagra platensis_Great Pampa-Finch
Mustelirallus albicollis_Ash-throated Crake
Tityra cayana_Black-tailed Tityra
Casiornis rufus_Rufous Casiornis
Elanus leucurus_White-tailed Kite
Nyctiphrynus ocellatus_Ocellated Poorwill
Megascops atricapilla_Black-capped Screech-Owl
Hylocharis chrysura_Gilded Hummingbird
Orchesticus abeillei_Brown Tanager
Molothrus rufoaxillaris_Screaming Cowbird
Phylloscartes oustaleti_Oustalet's Tyrannulet
Microspingus lateralis_Buff-throated Warbling Finch
Muscipipra vetula_Shear-tailed Gray Tyrant
Sicalis citrina_Stripe-tailed Yellow-Finch
Crypturellus tataupa_Tataupa Tinamou
Chloroceryle americana_Green Kingfisher
Pipra fasciicauda_Band-tailed Manakin
Schistochlamys ruficapillus_Cinnamon Tanager
Trogon rufus_Black-throated Trogon
Sporophila frontalis_Buffy-fronted Seedeater
Circus buffoni_Long-winged Harrier
Elaenia mesoleuca_Olivaceous Elaenia
Strix hylophila_Rusty-barred Owl
Tachybaptus dominicus_Least Grebe
Charadrius collaris_Collared Plover
Molothrus oryzivorus_Giant Cowbird
Hypoedaleus guttatus_Spot-backed Antshrike
Parabuteo leucorrhous_White-rumped Hawk
Diopsittaca nobilis_Red-shouldered Macaw
Elaenia spectabilis_Large Elaenia
Oxyruncus cristatus_Sharpbill
Grallaria varia_Variegated Antpitta
Ciccaba virgata_Mottled Owl
Sirystes sibilator_Sibilant Sirystes
Accipiter striatus_Sharp-shinned Hawk
Tigrisoma lineatum_Rufescent Tiger-Heron
Piculus flavigula_Yellow-throated Woodpecker
Tachycineta albiventer_White-winged Swallow
Glaucidium brasilianum_Ferruginous Pygmy-Owl
Streptoprocne biscutata_Biscutate Swift
Laterallus leucopyrrhus_Red-and-white Crake
Elaenia chiriquensis_Lesser Elaenia
Aegolius harrisii_Buff-fronted Owl
Anhima cornuta_Horned Screamer
Schistochlamys melanopis_Black-faced Tanager
Campylorhamphus falcularius_Black-billed Scythebill
Synallaxis cinerascens_Gray-bellied Spinetail
Crotophaga major_Greater Ani
Piranga flava_Hepatic Tanager
Arundinicola leucocephala_White-headed Marsh Tyrant
Chordeiles minor_Common Nighthawk
Coccyzus americanus_Yellow-billed Cuckoo
Pulsatrix koeniswaldiana_Tawny-browed Owl
Synallaxis albescens_Pale-breasted Spinetail
Claravis pretiosa_Blue Ground Dove
Nonnula rubecula_Rusty-breasted Nunlet
Lipaugus ater_Black-and-gold Cotinga
Campephilus robustus_Robust Woodpecker
Cistothorus platensis_Grass Wren
Sporophila hypoxantha_Tawny-bellied Seedeater
Stephanoxis lalandi_Green-crowned Plovercrest
Coccyzus melacoryphus_Dark-billed Cuckoo
Leptodon cayanensis_Gray-headed Kite
Setopagis parvula_Little Nightjar
Heliothryx auritus_Black-eared Fairy
Buteogallus urubitinga_Great Black Hawk
Accipiter superciliosus_Tiny Hawk
Cranioleuca vulpina_Rusty-backed Spinetail
Cyanoloxia brissonii_Ultramarine Grosbeak
Sporophila falcirostris_Temminck's Seedeater
Campephilus melanoleucos_Crimson-crested Woodpecker
Nothura maculosa_Spotted Nothura
Nengetus cinereus_Gray Monjita
Xiphocolaptes albicollis_White-throated Woodcreeper
Galbula ruficauda_Rufous-tailed Jacamar
Myrmoderus squamosus_Squamate Antbird
Tityra inquisitor_Black-crowned Tityra
Lipaugus lanioides_Cinnamon-vented Piha
Spizaetus melanoleucus_Black-and-white Hawk-Eagle
Geranospiza caerulescens_Crane Hawk
Amazona farinosa_Mealy Parrot
Pyroderus scutatus_Red-ruffed Fruitcrow
Rhynchotus rufescens_Red-winged Tinamou
Amazona vinacea_Vinaceous-breasted Parrot
Gallinago paraguaiae_Paraguayan Snipe
Hemithraupis guira_Guira Tanager
Pyrocephalus rubinus_Vermilion Flycatcher
Bartramia longicauda_Upland Sandpiper
Hemitriccus orbitatus_Eye-ringed Tody-Tyrant
Asio stygius_Stygian Owl
Phyllomyias virescens_Greenish Tyrannulet
Chondrohierax uncinatus_Hook-billed Kite
Odontophorus capueira_Spot-winged Wood-Quail
Elaenia sordida_Small-headed Elaenia
Geranoaetus melanoleucus_Black-chested Buzzard-Eagle
Buteogallus coronatus_Chaco Eagle
Thalurania furcata_Fork-tailed Woodnymph
Ixobrychus exilis_Least Bittern
Chordeiles acutipennis_Lesser Nighthawk
Antrostomus rufus_Rufous Nightjar
Emberizoides ypiranganus_Lesser Grass-Finch
Pachyramphus viridis_Green-backed Becard
Sporophila plumbea_Plumbeous Seedeater
Anabacerthia lichtensteini_Ochre-breasted Foliage-gleaner
Amblyramphus holosericeus_Scarlet-headed Blackbird
Chordeiles nacunda_Nacunda Nighthawk
Laterallus exilis_Gray-breasted Crake
Lepidocolaptes squamatus_Scaled Woodcreeper
Jabiru mycteria_Jabiru
Elaenia cristata_Plain-crested Elaenia
Taraba major_Great Antshrike
Amaurolimnas concolor_Uniform Crake
Phylloscartes eximius_Southern Bristle-Tyrant
Spizaetus ornatus_Ornate Hawk-Eagle
Accipiter bicolor_Bicolored Hawk
Euphonia chalybea_Green-throated Euphonia
Crypturellus noctivagus_Yellow-legged Tinamou
Buteo nitidus_Gray-lined Hawk
Sternula superciliaris_Yellow-billed Tern
Hemitriccus furcatus_Fork-tailed Pygmy-Tyrant
Fregata magnificens_Magnificent Frigatebird
Dromococcyx pavoninus_Pavonine Cuckoo
Pachyramphus marginatus_Black-capped Becard
Donacospiza albifrons_Long-tailed Reed Finch
Parabuteo unicinctus_Harris's Hawk
Chlorestes cyanus_White-chinned Sapphire
Saltator maximus_Buff-throated Saltator
Coccyzus euleri_Pearly-breasted Cuckoo
Culicivora caudacuta_Sharp-tailed Tyrant
Gampsonyx swainsonii_Pearl Kite
Tinamus solitarius_Solitary Tinamou
Suiriri suiriri_Suiriri Flycatcher
Busarellus nigricollis_Black-collared Hawk
Thlypopsis pyrrhocoma_Chestnut-headed Tanager
Biatas nigropectus_White-bearded Antshrike
Agelasticus cyanopus_Unicolored Blackbird
Cyanerpes cyaneus_Red-legged Honeycreeper
Euscarthmus meloryphus_Rufous-crowned Pygmy-Tyrant
Polystictus pectoralis_Bearded Tachuri
Accipiter poliogaster_Gray-bellied Hawk
Merulaxis ater_Slaty Bristlefront
Rhytipterna simplex_Grayish Mourner
Pseudocolopteryx sclateri_Crested Doradito
Pteroglossus aracari_Black-necked Aracari
Falco rufigularis_Bat Falcon
Bubo virginianus_Great Horned Owl
Pitangus lictor_Lesser Kiskadee
Cyanoloxia glaucocaerulea_Glaucous-blue Grosbeak
Paroaria dominicana_Red-cowled Cardinal
Tangara cyanoventris_Gilt-edged Tanager
Phaetusa simplex_Large-billed Tern
Myrmotherula unicolor_Unicolored Antwren
Herpsilochmus longirostris_Large-billed Antwren
Triclaria malachitacea_Blue-bellied Parrot
Sporophila collaris_Rusty-collared Seedeater
Porphyriops melanops_Spot-flanked Gallinule
Cacicus cela_Yellow-rumped Cacique
Cichlocolaptes leucophrus_Pale-browed Treehunter
Gallinago undulata_Giant Snipe
Columbina picui_Picui Ground Dove
Myrmotherula minor_Salvadori's Antwren
Sporophila bouvreuil_Copper Seedeater
Phacellodomus ruber_Greater Thornbird
Loriotus cristatus_Flame-crested Tanager
Tachornis squamata_Fork-tailed Palm-Swift
Thamnophilus pelzelni_Planalto Slaty-Antshrike
Larus dominicanus_Kelp Gull
Columbina minuta_Plain-breasted Ground Dove
Myiothlypis leucophrys_White-striped Warbler
Monasa nigrifrons_Black-fronted Nunbird
Haematopus palliatus_American Oystercatcher
Platyrinchus leucoryphus_Russet-winged Spadebill
Calidris alba_Sanderling
Glaucidium minutissimum_Least Pygmy-Owl
Herpsilochmus atricapillus_Black-capped Antwren
Stilpnia peruviana_Black-backed Tanager
Pluvialis squatarola_Black-bellied Plover
Momotus momota_Amazonian Motmot
Chaetura cinereiventris_Gray-rumped Swift
Stilpnia preciosa_Chestnut-backed Tanager
Amaurospiza moesta_Blackish-blue Seedeater
Charadrius semipalmatus_Semipalmated Plover
Rynchops niger_Black Skimmer
Plegadis chihi_White-faced Ibis
Micropygia schomburgkii_Ocellated Crake
Sterna hirundinacea_South American Tern
Hydropsalis maculicaudus_Spot-tailed Nightjar
Pulsatrix perspicillata_Spectacled Owl
Chamaeza campanisona_Short-tailed Antthrush
Nyctanassa violacea_Yellow-crowned Night-Heron
Milvago chimango_Chimango Caracara
Hylophilus pectoralis_Ashy-headed Greenlet
Anurolimnas viridis_Russet-crowned Crake
Atticora tibialis_White-thighed Swallow
Podiceps major_Great Grebe
Stephanoxis loddigesii_Purple-crowned Plovercrest
Phylloscartes sylviolus_Bay-ringed Tyrannulet
Touit melanonotus_Brown-backed Parrotlet
Polytmus guainumbi_White-tailed Goldenthroat
Conirostrum bicolor_Bicolored Conebill
Megascops sanctaecatarinae_Long-tufted Screech-Owl
Cypsnagra hirundinacea_White-rumped Tanager
Clibanornis rectirostris_Chestnut-capped Foliage-gleaner
Hylophilus amaurocephalus_Gray-eyed Greenlet
Coccycua minuta_Little Cuckoo
Thalasseus maximus_Royal Tern
Empidonomus aurantioatrocristatus_Crowned Slaty Flycatcher
Primolius maracana_Blue-winged Macaw
Amazona brasiliensis_Red-tailed Parrot
Myrmoderus loricatus_White-bibbed Antbird
Brachygalba lugubris_Brown Jacamar
Anthus nattereri_Ochre-breasted Pipit
Dryobates maculifrons_Yellow-eared Woodpecker
Phylloscartes kronei_Restinga Tyrannulet
Cinclodes pabsti_Long-tailed Cinclodes
Saltatricula atricollis_Black-throated Saltator
Asthenes moreirae_Itatiaia Spinetail
Onychorhynchus coronatus_Royal Flycatcher
Ara ararauna_Blue-and-yellow Macaw
Iodopleura pipra_Buff-throated Purpletuft
Myrmotherula axillaris_White-flanked Antwren
Gelochelidon nilotica_Gull-billed Tern
Thalasseus sandvicensis_Sandwich Tern
Rauenia bonariensis_Blue-and-yellow Tanager
Patagioenas speciosa_Scaled Pigeon
Dromococcyx phasianellus_Pheasant Cuckoo
Chloroceryle inda_Green-and-rufous Kingfisher
Neothraupis fasciata_White-banded Tanager
Notharchus swainsoni_Buff-bellied Puffbird
Eucometis penicillata_Gray-headed Tanager
Chrysolampis mosquitus_Ruby-topaz Hummingbird
Glaucis hirsutus_Rufous-breasted Hermit
Buteo albonotatus_Zone-tailed Hawk
Pheugopedius genibarbis_Moustached Wren
Formicivora rufa_Rusty-backed Antwren
Chelidoptera tenebrosa_Swallow-winged Puffbird
Carpornis melanocephala_Black-headed Berryeater
Thamnophilus ambiguus_Sooretama Slaty-Antshrike
Fluvicola albiventer_Black-backed Water-Tyrant
Rallus longirostris_Mangrove Rail
Cyanocorax caeruleus_Azure Jay
Saltator coerulescens_Blue-gray Saltator
Rhea americana_Greater Rhea
Thamnophilus palliatus_Chestnut-backed Antshrike
Poecilotriccus latirostris_Rusty-fronted Tody-Flycatcher
Xolmis irupero_White Monjita
Chloroceryle aenea_American Pygmy Kingfisher
Icterus jamacaii_Campo Troupial
Cercomacra brasiliana_Rio de Janeiro Antbird
Cochlearius cochlearius_Boat-billed Heron
Crypturellus soui_Little Tinamou
Mimus triurus_White-banded Mockingbird
Neopelma pallescens_Pale-bellied Tyrant-Manakin
Pyrrhura leucotis_Maroon-faced Parakeet
Amazona rhodocorytha_Red-browed Parrot
Caryothraustes canadensis_Yellow-green Grosbeak
Phylloscartes paulista_Sao Paulo Tyrannulet
Sporophila ruficollis_Dark-throated Seedeater
Campylorhamphus trochilirostris_Red-billed Scythebill
Harpagus bidentatus_Double-toothed Kite
Schoeniophylax phryganophilus_Chotoy Spinetail
Tolmomyias flaviventris_Yellow-breasted Flycatcher
