Pycnonotus barbatus_Common Bulbul
Lagonosticta senegala_Red-billed Firefinch
Thalasseus sandvicensis_Sandwich Tern
Phylloscopus trochilus_Willow Warbler
Otus senegalensis_African Scops-Owl
Sarothrura elegans_Buff-spotted Flufftail
Columba larvata_Lemon Dove
Buteo buteo_Common Buzzard
Cisticola erythrops_Red-faced Cisticola
Merops persicus_Blue-cheeked Bee-eater
Pternistis afer_Red-necked Francolin
Mirafra rufocinnamomea_Flappet Lark
Merops apiaster_European Bee-eater
Hirundo rustica_Barn Swallow
Ardea intermedia_Intermediate Egret
Pogoniulus chrysoconus_Yellow-fronted Tinkerbird
Macrosphenus kempi_Kemp's Longbill
Halcyon chelicuti_Striped Kingfisher
Motacilla flava_Western Yellow Wagtail
Anous minutus_Black Noddy
Accipiter melanoleucus_Black Goshawk
Lagonosticta rubricata_African Firefinch
Criniger calurus_Red-tailed Greenbul
Stephanoaetus coronatus_Crowned Eagle
Chloropicus fuscescens_Cardinal Woodpecker
Haematopus ostralegus_Eurasian Oystercatcher
Pandion haliaetus_Osprey
Delichon urbicum_Common House-Martin
Dendrocygna viduata_White-faced Whistling-Duck
Tachybaptus ruficollis_Little Grebe
Egretta garzetta_Little Egret
Ardeola ralloides_Squacco Heron
Cisticola natalensis_Croaking Cisticola
Ardea purpurea_Purple Heron
Circus aeruginosus_Eurasian Marsh-Harrier
Clamator levaillantii_Levaillant's Cuckoo
Cisticola aberrans_Rock-loving Cisticola
Glaucidium tephronotum_Red-chested Owlet
Numenius arquata_Eurasian Curlew
Vidua funerea_Variable Indigobird
Bleda canicapillus_Gray-headed Bristlebill
Coturnix delegorguei_Harlequin Quail
Apalis flavida_Yellow-breasted Apalis
Melocichla mentalis_Moustached Grass-Warbler
Cisticola brachypterus_Siffling Cisticola
Micronisus gabar_Gabar Goshawk
Dryoscopus gambensis_Northern Puffback
Pternistis ahantensis_Ahanta Francolin
Gallinago media_Great Snipe
Cuculus gularis_African Cuckoo
Euplectes afer_Yellow-crowned Bishop
Estrilda melpoda_Orange-cheeked Waxbill
Apus caffer_White-rumped Swift
Clamator glandarius_Great Spotted Cuckoo
Tringa ochropus_Green Sandpiper
Platysteira concreta_Yellow-bellied Wattle-eye
Hydroprogne caspia_Caspian Tern
Melaenornis edolioides_Northern Black-Flycatcher
Glareola pratincola_Collared Pratincole
Indicator minor_Lesser Honeyguide
Cyanomitra verticalis_Green-headed Sunbird
Tringa glareola_Wood Sandpiper
Nycticorax nycticorax_Black-crowned Night-Heron
Pluvialis squatarola_Black-bellied Plover
Himantopus himantopus_Black-winged Stilt
Ptyonoprogne fuligula_Rock Martin
Phylloscopus sibilatrix_Wood Warbler
Cisticola juncidis_Zitting Cisticola
Sylvia borin_Garden Warbler
Chlidonias leucopterus_White-winged Tern
Sternula albifrons_Little Tern
Rostratula benghalensis_Greater Painted-Snipe
Merops hirundineus_Swallow-tailed Bee-eater
Tringa stagnatilis_Marsh Sandpiper
Telophorus sulfureopectus_Sulphur-breasted Bushshrike
Upupa epops_Eurasian Hoopoe
Cisticola marginatus_Winding Cisticola
Cisticola cantans_Singing Cisticola
Calidris alba_Sanderling
Bycanistes subcylindricus_Black-and-white-casqued Hornbill
Anthus trivialis_Tree Pipit
Pternistis bicalcaratus_Double-spurred Francolin
Muscicapa striata_Spotted Flycatcher
Accipiter badius_Shikra
Uraeginthus bengalus_Red-cheeked Cordonbleu
Charadrius alexandrinus_Kentish Plover
Elanus caeruleus_Black-winged Kite
Caprimulgus nigriscapularis_Black-shouldered Nightjar
Vidua chalybeata_Village Indigobird
Falco peregrinus_Peregrine Falcon
Ixobrychus minutus_Little Bittern
Gallinago gallinago_Common Snipe
Acrocephalus scirpaceus_Eurasian Reed Warbler
Riparia riparia_Bank Swallow
Numida meleagris_Helmeted Guineafowl
Calidris ferruginea_Curlew Sandpiper
Laniarius barbarus_Yellow-crowned Gonolek
Tringa totanus_Common Redshank
Clamator jacobinus_Pied Cuckoo
Lamprotornis chalybaeus_Greater Blue-eared Starling
Apus melba_Alpine Swift
Burhinus capensis_Spotted Thick-knee
Cecropis daurica_Red-rumped Swallow
Ficedula hypoleuca_European Pied Flycatcher
Atimastillas flavicollis_Yellow-throated Greenbul
Pernis apivorus_European Honey-buzzard
Curruca communis_Greater Whitethroat
Calidris pugnax_Ruff
Ptilopsis leucotis_Northern White-faced Owl
Campephaga quiscalina_Purple-throated Cuckooshrike
Onychoprion fuscatus_Sooty Tern
Falco tinnunculus_Eurasian Kestrel
Acrocephalus schoenobaenus_Sedge Warbler
Lybius vieilloti_Vieillot's Barbet
Eremomela pusilla_Senegal Eremomela
Acrocephalus arundinaceus_Great Reed Warbler
Oena capensis_Namaqua Dove
Sterna hirundo_Common Tern
Plegadis falcinellus_Glossy Ibis
Lamprotornis caudatus_Long-tailed Glossy Starling
Stercorarius parasiticus_Parasitic Jaeger
Poicephalus senegalus_Senegal Parrot
Larus fuscus_Lesser Black-backed Gull
Rallus caerulescens_African Rail
Oriolus oriolus_Eurasian Golden Oriole
Calidris canutus_Red Knot
Malaconotus blanchoti_Gray-headed Bushshrike
Chalcomitra senegalensis_Scarlet-chested Sunbird
Euplectes ardens_Red-collared Widowbird
Indicator indicator_Greater Honeyguide
Chloropicus goertae_African Gray Woodpecker
Bubalornis albirostris_White-billed Buffalo-Weaver
Cossypha polioptera_Gray-winged Robin-Chat
Charadrius hiaticula_Common Ringed Plover
Prinia erythroptera_Red-winged Prinia
Burhinus senegalensis_Senegal Thick-knee
Oenanthe familiaris_Familiar Chat
Calidris minuta_Little Stint
Charadrius dubius_Little Ringed Plover
Hirundo smithii_Wire-tailed Swallow
Cuculus canorus_Common Cuckoo
Plocepasser superciliosus_Chestnut-crowned Sparrow-Weaver
Emberiza flaviventris_Golden-breasted Bunting
Illadopsis puveli_Puvel's Illadopsis
Turnix sylvaticus_Small Buttonquail
Lanius senator_Woodchat Shrike
Anous stolidus_Brown Noddy
Merops orientalis_Green Bee-eater
Anthus cervinus_Red-throated Pipit
Dicrurus divaricatus_Glossy-backed Drongo
Nilaus afer_Brubru
Circus macrourus_Pallid Harrier
Phoeniculus purpureus_Green Woodhoopoe
Saxicola rubetra_Whinchat
Prionops plumatus_White Helmetshrike
Circus pygargus_Montagu's Harrier
Hieraaetus pennatus_Booted Eagle
Thamnolaea cinnamomeiventris_Mocking Cliff-Chat
Sterna paradisaea_Arctic Tern
Chlidonias hybrida_Whiskered Tern
Coracias abyssinicus_Abyssinian Roller
Phoenicurus phoenicurus_Common Redstart
Turdoides plebejus_Brown Babbler
Phoenicopterus roseus_Greater Flamingo
Turtur abyssinicus_Black-billed Wood-Dove
Phoeniculus bollei_White-headed Woodhoopoe
Ciconia nigra_Black Stork
Gelochelidon nilotica_Gull-billed Tern
Stercorarius pomarinus_Pomarine Jaeger
Oenanthe oenanthe_Northern Wheatear
Columba guinea_Speckled Pigeon
Leptoptilos crumenifer_Marabou Stork
Lamprotornis chloropterus_Lesser Blue-eared Starling
Zosterops senegalensis_Northern Yellow White-eye
Psittacula krameri_Rose-ringed Parakeet
Chlidonias niger_Black Tern
Vanellus spinosus_Spur-winged Lapwing
Neocossyphus fraseri_Rufous Flycatcher-Thrush
Streptopelia vinacea_Vinaceous Dove
Anthus similis_Long-billed Pipit
Iduna pallida_Eastern Olivaceous Warbler
Phoeniconaias minor_Lesser Flamingo
Euplectes franciscanus_Northern Red Bishop
Campethera abingoni_Golden-tailed Woodpecker
Ciconia ciconia_White Stork
Guttera pucherani_Crested Guineafowl
Curruca hortensis_Western Orphean Warbler
Luscinia megarhynchos_Common Nightingale
Coracina pectoralis_White-breasted Cuckooshrike
Ptilopachus petrosus_Stone Partridge
Sterna dougallii_Roseate Tern
Estrilda troglodytes_Black-rumped Waxbill
Vanellus tectus_Black-headed Lapwing
Limosa limosa_Black-tailed Godwit
Tringa erythropus_Spotted Redshank
Recurvirostra avosetta_Pied Avocet
Sylvietta brachyura_Northern Crombec
Bradypterus baboecala_Little Rush Warbler
Calidris temminckii_Temminck's Stint
Sporopipes frontalis_Speckle-fronted Weaver
Limosa lapponica_Bar-tailed Godwit
Cryptospiza reichenovii_Red-faced Crimsonwing
Euodice cantans_African Silverbill
Dendrocygna bicolor_Fulvous Whistling-Duck
Cinnyris pulchellus_Beautiful Sunbird
Acrocephalus baeticatus_African Reed Warbler
Phylloscopus bonelli_Western Bonelli's Warbler
Porzana porzana_Spotted Crake
Gymnoris dentata_Sahel Bush Sparrow
Phylloscopus collybita_Common Chiffchaff
Falco subbuteo_Eurasian Hobby
Cercotrichas galactotes_Rufous-tailed Scrub-Robin
Lagonosticta rhodopareia_Jameson's Firefinch
Hippolais polyglotta_Melodious Warbler
Campethera cailliautii_Green-backed Woodpecker
Crithagra sulphurata_Brimstone Canary
Falco naumanni_Lesser Kestrel
Riparia paludicola_Plain Martin
Phalacrocorax carbo_Great Cormorant
Cossypha heuglini_White-browed Robin-Chat
Motacilla alba_White Wagtail
Acrocephalus rufescens_Greater Swamp Warbler
Alopochen aegyptiaca_Egyptian Goose
Jynx torquilla_Eurasian Wryneck
Petrochelidon spilodera_South African Swallow
Ptilostomus afer_Piapiac
Cossypha natalensis_Red-capped Robin-Chat
Caprimulgus fossii_Square-tailed Nightjar
Lanius corvinus_Yellow-billed Shrike
Merops bulocki_Red-throated Bee-eater
Lanius minor_Lesser Gray Shrike
Zapornia parva_Little Crake
Centropus superciliosus_White-browed Coucal
Cisticola fulvicapilla_Piping Cisticola
Myrmecocichla nigra_Sooty Chat
Coracias garrulus_European Roller
Gymnoris superciliaris_Yellow-throated Bush Sparrow
Circaetus gallicus_Short-toed Snake-Eagle
Cinnyris bifasciatus_Purple-banded Sunbird
Colius striatus_Speckled Mousebird
Hydrobates leucorhous_Leach's Storm-Petrel
Hippolais icterina_Icterine Warbler
Halcyon albiventris_Brown-hooded Kingfisher
Chalcomitra amethystina_Amethyst Sunbird
Clanga pomarina_Lesser Spotted Eagle
Burhinus vermiculatus_Water Thick-knee
Merops bullockoides_White-fronted Bee-eater
Hydrobates pelagicus_European Storm-Petrel
Falco vespertinus_Red-footed Falcon
Lanius collurio_Red-backed Shrike
Turdoides jardineii_Arrow-marked Babbler
Apalis cinerea_Gray Apalis
Chroicocephalus ridibundus_Black-headed Gull
Batis erlangeri_Western Black-headed Batis
Anas acuta_Northern Pintail
Calonectris diomedea_Cory's Shearwater
Caprimulgus europaeus_Eurasian Nightjar
Charadrius tricollaris_Three-banded Plover
Prinia bairdii_Banded Prinia
Spatula querquedula_Garganey
Psalidoprocne pristoptera_Black Sawwing
Coturnix coturnix_Common Quail
Muscicapa aquatica_Swamp Flycatcher
Musophaga rossae_Ross's Turaco
Columba livia_Rock Pigeon
Eremomela scotops_Greencap Eremomela
Batis molitor_Chinspot Batis
Bycanistes albotibialis_White-thighed Hornbill
Jynx ruficollis_Rufous-necked Wryneck
Accipiter minullus_Little Sparrowhawk
Cisticola ayresii_Wing-snapping Cisticola
