Vanellus chilensis_Southern Lapwing
Schoeniophylax phryganophilus_Chotoy Spinetail
Rhea americana_Greater Rhea
Charadrius collaris_Collared Plover
Porphyriops melanops_Spot-flanked Gallinule
Anthus correndera_Correndera Pipit
Fulica rufifrons_Red-fronted Coot
Thamnophilus ruficapillus_Rufous-capped Antshrike
Chrysomus ruficapillus_Chestnut-capped Blackbird
Anumbius annumbi_Firewood-gatherer
Laterallus melanophaius_Rufous-sided Crake
Tachuris rubrigastra_Many-colored Rush Tyrant
Tolmomyias sulphurescens_Yellow-olive Flycatcher
Molothrus rufoaxillaris_Screaming Cowbird
Anthus hellmayri_Hellmayr's Pipit
Serpophaga griseicapilla_Straneck's Tyrannulet
Leistes superciliaris_White-browed Meadowlark
Pseudocolopteryx flaviventris_Warbling Doradito
Lochmias nematura_Sharp-tailed Streamcreeper
Phylloscartes ventralis_Mottle-cheeked Tyrannulet
Mycteria americana_Wood Stork
Pipraeidea melanonota_Fawn-breasted Tanager
Sporophila ruficollis_Dark-throated Seedeater
Poospiza nigrorufa_Black-and-rufous Warbling Finch
Myiodynastes maculatus_Streaked Flycatcher
Cinclodes pabsti_Long-tailed Cinclodes
Lepidocolaptes falcinellus_Scalloped Woodcreeper
Amblyramphus holosericeus_Scarlet-headed Blackbird
Elaenia mesoleuca_Olivaceous Elaenia
Tigrisoma lineatum_Rufescent Tiger-Heron
Streptoprocne biscutata_Biscutate Swift
Camptostoma obsoletum_Southern Beardless-Tyrannulet
Sternula antillarum_Least Tern
Syndactyla rufosuperciliata_Buff-browed Foliage-gleaner
Dendrocygna viduata_White-faced Whistling-Duck
Donacospiza albifrons_Long-tailed Reed Finch
Calidris subruficollis_Buff-breasted Sandpiper
Fregata magnificens_Magnificent Frigatebird
Aramus guarauna_Limpkin
Heliobletus contaminatus_Sharp-billed Treehunter
Cyanoloxia glaucocaerulea_Glaucous-blue Grosbeak
Anas flavirostris_Yellow-billed Teal
Phaetusa simplex_Large-billed Tern
Certhiaxis cinnamomeus_Yellow-chinned Spinetail
Icterus pyrrhopterus_Variable Oriole
Nothura maculosa_Spotted Nothura
Gallinago paraguaiae_Paraguayan Snipe
Podiceps major_Great Grebe
Polystictus pectoralis_Bearded Tachuri
Buteogallus meridionalis_Savanna Hawk
Serpophaga nigricans_Sooty Tyrannulet
Milvago chimachima_Yellow-headed Caracara
Anthus lutescens_Yellowish Pipit
Sporophila cinnamomea_Chestnut Seedeater
Turdus albicollis_White-necked Thrush
Gallinula galeata_Common Gallinule
Myiophobus fasciatus_Bran-colored Flycatcher
Dryobates spilogaster_White-spotted Woodpecker
Thalasseus maximus_Royal Tern
Mackenziaena leachii_Large-tailed Antshrike
Thalassarche melanophris_Black-browed Albatross
Myiothlypis leucoblephara_White-browed Warbler
Conopophaga lineata_Rufous Gnateater
Leptasthenura striolata_Striolated Tit-Spinetail
Cranioleuca pyrrhophia_Stripe-crowned Spinetail
Elaenia sordida_Small-headed Elaenia
Sterna hirundo_Common Tern
Chloroceryle amazona_Amazon Kingfisher
Chlorostilbon lucidus_Glittering-bellied Emerald
Nengetus cinereus_Gray Monjita
Alopochelidon fucata_Tawny-headed Swallow
Megaceryle torquata_Ringed Kingfisher
Pseudoleistes guirahuro_Yellow-rumped Marshbird
Nycticorax nycticorax_Black-crowned Night-Heron
Geositta cunicularia_Common Miner
Charadrius modestus_Rufous-chested Dotterel
Cyclarhis gujanensis_Rufous-browed Peppershrike
Porphyrio martinica_Purple Gallinule
Oreopholus ruficollis_Tawny-throated Dotterel
Hydropsalis torquata_Scissor-tailed Nightjar
Mimus triurus_White-banded Mockingbird
Sporophila caerulescens_Double-collared Seedeater
Chionomesa fimbriata_Glittering-throated Emerald
Sporophila collaris_Rusty-collared Seedeater
Butorides striata_Striated Heron
Megascops sanctaecatarinae_Long-tufted Screech-Owl
Elaenia flavogaster_Yellow-bellied Elaenia
Legatus leucophaius_Piratic Flycatcher
Lurocalis semitorquatus_Short-tailed Nighthawk
Muscipipra vetula_Shear-tailed Gray Tyrant
Laterallus leucopyrrhus_Red-and-white Crake
Patagioenas plumbea_Plumbeous Pigeon
Scytalopus speluncae_Mouse-colored Tapaculo
Chloroceryle americana_Green Kingfisher
Volatinia jacarina_Blue-black Grassquit
Scytalopus pachecoi_Planalto Tapaculo
Phalaropus tricolor_Wilson's Phalarope
Drymornis bridgesii_Scimitar-billed Woodcreeper
Charadrius falklandicus_Two-banded Plover
Emberizoides ypiranganus_Lesser Grass-Finch
Anthus nattereri_Ochre-breasted Pipit
Attila phoenicurus_Rufous-tailed Attila
Poecilotriccus plumbeiceps_Ochre-faced Tody-Flycatcher
Penelope obscura_Dusky-legged Guan
Phacellodomus ferrugineigula_Orange-breasted Thornbird
Vireo chivi_Chivi Vireo
Pachyramphus viridis_Green-backed Becard
Dysithamnus mentalis_Plain Antvireo
Myiarchus swainsoni_Swainson's Flycatcher
Tapera naevia_Striped Cuckoo
Phyllomyias fasciatus_Planalto Tyrannulet
Sclerurus scansor_Rufous-breasted Leaftosser
Saltator maxillosus_Thick-billed Saltator
Asio clamator_Striped Owl
Lathrotriccus euleri_Euler's Flycatcher
Gelochelidon nilotica_Gull-billed Tern
Florisuga fusca_Black Jacobin
Carpornis cucullata_Hooded Berryeater
Gnorimopsar chopi_Chopi Blackbird
Rhynchotus rufescens_Red-winged Tinamou
Crypturellus obsoletus_Brown Tinamou
Dendrocygna bicolor_Fulvous Whistling-Duck
Cyanocorax caeruleus_Azure Jay
Egretta caerulea_Little Blue Heron
Ixobrychus involucris_Stripe-backed Bittern
Spizaetus tyrannus_Black Hawk-Eagle
Saltator similis_Green-winged Saltator
Euphonia chalybea_Green-throated Euphonia
Platyrinchus mystaceus_White-throated Spadebill
Chlorophonia cyanea_Blue-naped Chlorophonia
Triclaria malachitacea_Blue-bellied Parrot
Falco femoralis_Aplomado Falcon
Grallaria varia_Variegated Antpitta
Hemitriccus obsoletus_Brown-breasted Pygmy-Tyrant
Habia rubica_Red-crowned Ant-Tanager
Chamaeza ruficauda_Rufous-tailed Antthrush
Psittacara leucophthalmus_White-eyed Parakeet
Pachyramphus castaneus_Chestnut-crowned Becard
Ortalis squamata_Scaled Chachalaca
Cinclodes fuscus_Buff-winged Cinclodes
Dacnis cayana_Blue Dacnis
Piaya cayana_Squirrel Cuckoo
Ciccaba virgata_Mottled Owl
Pardirallus nigricans_Blackish Rail
Ammodramus humeralis_Grassland Sparrow
Elanus leucurus_White-tailed Kite
Charadrius semipalmatus_Semipalmated Plover
Cariama cristata_Red-legged Seriema
Xenops rutilans_Streaked Xenops
Bartramia longicauda_Upland Sandpiper
Nystalus chacuru_White-eared Puffbird
Geotrygon montana_Ruddy Quail-Dove
Cryptopezus nattereri_Speckle-breasted Antpitta
Emberizoides herbicola_Wedge-tailed Grass-Finch
Dendroma rufa_Buff-fronted Foliage-gleaner
Haplospiza unicolor_Uniform Finch
Conirostrum speciosum_Chestnut-vented Conebill
Cathartes aura_Turkey Vulture
Attila rufus_Gray-hooded Attila
Chaetura cinereiventris_Gray-rumped Swift
Saltator coerulescens_Blue-gray Saltator
Elanoides forficatus_Swallow-tailed Kite
Strix hylophila_Rusty-barred Owl
Batara cinerea_Giant Antshrike
Coccyzus melacoryphus_Dark-billed Cuckoo
Cranioleuca obsoleta_Olive Spinetail
Campylorhamphus falcularius_Black-billed Scythebill
Cacicus chrysopterus_Golden-winged Cacique
Trichothraupis melanops_Black-goggled Tanager
Arundinicola leucocephala_White-headed Marsh Tyrant
Elaenia spectabilis_Large Elaenia
Xiphorhynchus fuscus_Lesser Woodcreeper
Empidonomus aurantioatrocristatus_Crowned Slaty Flycatcher
Elaenia albiceps_White-crested Elaenia
Stelgidopteryx ruficollis_Southern Rough-winged Swallow
Anhinga anhinga_Anhinga
Celeus flavescens_Blond-crested Woodpecker
Coryphospingus cucullatus_Red-crested Finch
Ramphastos toco_Toco Toucan
Thlypopsis pyrrhocoma_Chestnut-headed Tanager
Geranoaetus melanoleucus_Black-chested Buzzard-Eagle
Calidris alba_Sanderling
Piranga flava_Hepatic Tanager
Leptopogon amaurocephalus_Sepia-capped Flycatcher
Nyctibius griseus_Common Potoo
Phyllomyias burmeisteri_Rough-legged Tyrannulet
Mustelirallus albicollis_Ash-throated Crake
Coragyps atratus_Black Vulture
Sirystes sibilator_Sibilant Sirystes
Leptasthenura setaria_Araucaria Tit-Spinetail
Harpagus diodon_Rufous-thighed Kite
Euscarthmus meloryphus_Rufous-crowned Pygmy-Tyrant
Patagioenas cayennensis_Pale-vented Pigeon
Suiriri suiriri_Suiriri Flycatcher
Megascops choliba_Tropical Screech-Owl
Pulsatrix koeniswaldiana_Tawny-browed Owl
Xiphocolaptes albicollis_White-throated Woodcreeper
Drymophila malura_Dusky-tailed Antbird
Thalasseus sandvicensis_Sandwich Tern
Turdus flavipes_Yellow-legged Thrush
Myiopagis caniceps_Gray Elaenia
Cyanoloxia brissonii_Ultramarine Grosbeak
Pionopsitta pileata_Pileated Parrot
Anthracothorax nigricollis_Black-throated Mango
Euphonia pectoralis_Chestnut-bellied Euphonia
Pardirallus maculatus_Spotted Rail
Stephanoxis loddigesii_Purple-crowned Plovercrest
Synallaxis cinerascens_Gray-bellied Spinetail
Turdus subalaris_Blacksmith Thrush
Mionectes rufiventris_Gray-hooded Flycatcher
Parabuteo leucorrhous_White-rumped Hawk
Tyto alba_Barn Owl
Phyllomyias virescens_Greenish Tyrannulet
Piculus aurulentus_White-browed Woodpecker
Pyrrhura frontalis_Maroon-bellied Parakeet
Melanerpes candidus_White Woodpecker
Leptotila rufaxilla_Gray-fronted Dove
Aramides saracura_Slaty-breasted Wood-Rail
Tinamus solitarius_Solitary Tinamou
Thamnophilus caerulescens_Variable Antshrike
Dendrocolaptes platyrostris_Planalto Woodcreeper
Chrysuronia versicolor_Versicolored Emerald
Polioptila lactea_Creamy-bellied Gnatcatcher
Myiornis auricularis_Eared Pygmy-Tyrant
Trogon surrucura_Surucua Trogon
Gallinago undulata_Giant Snipe
Empidonomus varius_Variegated Flycatcher
Dromococcyx pavoninus_Pavonine Cuckoo
Thraupis palmarum_Palm Tanager
Geranospiza caerulescens_Crane Hawk
Chlorophonia cyanocephala_Golden-rumped Euphonia
Sittasomus griseicapillus_Olivaceous Woodcreeper
Parabuteo unicinctus_Harris's Hawk
Hypoedaleus guttatus_Spot-backed Antshrike
Nemosia pileata_Hooded Tanager
Thalurania glaucopis_Violet-capped Woodnymph
Procnias nudicollis_Bare-throated Bellbird
Brotogeris chiriri_Yellow-chevroned Parakeet
Hemithraupis guira_Guira Tanager
Tachycineta leucopyga_Chilean Swallow
Todirostrum cinereum_Common Tody-Flycatcher
Amazona vinacea_Vinaceous-breasted Parrot
Tityra cayana_Black-tailed Tityra
Schiffornis virescens_Greenish Schiffornis
Asio stygius_Stygian Owl
Glaucidium brasilianum_Ferruginous Pygmy-Owl
Campephilus robustus_Robust Woodpecker
Pyroderus scutatus_Red-ruffed Fruitcrow
Euphonia violacea_Violaceous Euphonia
Pluvialis squatarola_Black-bellied Plover
Hylophilus poicilotis_Rufous-crowned Greenlet
Tachyphonus coronatus_Ruby-crowned Tanager
Chiroxiphia caudata_Swallow-tailed Manakin
Micrastur ruficollis_Barred Forest-Falcon
Chordeiles nacunda_Nacunda Nighthawk
Geranoaetus albicaudatus_White-tailed Hawk
Odontophorus capueira_Spot-winged Wood-Quail
Gubernetes yetapa_Streamer-tailed Tyrant
Streptoprocne zonaris_White-collared Swift
Pionus maximiliani_Scaly-headed Parrot
Crypturellus parvirostris_Small-billed Tinamou
Pseudocolopteryx sclateri_Crested Doradito
Eupetomena macroura_Swallow-tailed Hummingbird
Accipiter striatus_Sharp-shinned Hawk
Actitis macularius_Spotted Sandpiper
Tringa solitaria_Solitary Sandpiper
Mesembrinibis cayennensis_Green Ibis
Mackenziaena severa_Tufted Antshrike
Culicivora caudacuta_Sharp-tailed Tyrant
Dryocopus lineatus_Lineated Woodpecker
Sporophila pileata_Pearly-bellied Seedeater
Ramphastos dicolorus_Red-breasted Toucan
Spizaetus melanoleucus_Black-and-white Hawk-Eagle
Estrilda astrild_Common Waxbill
Crotophaga major_Greater Ani
Calidris himantopus_Stilt Sandpiper
Melanerpes flavifrons_Yellow-fronted Woodpecker
Chondrohierax uncinatus_Hook-billed Kite
Sturnus vulgaris_European Starling
Columbina talpacoti_Ruddy Ground Dove
Systellura longirostris_Band-winged Nightjar
Leptodon cayanensis_Gray-headed Kite
Synallaxis ruficapilla_Rufous-capped Spinetail
Chamaeza campanisona_Short-tailed Antthrush
Tityra inquisitor_Black-crowned Tityra
Trogon rufus_Black-throated Trogon
Clibanornis dendrocolaptoides_Canebrake Groundcreeper
Riparia riparia_Bank Swallow
Cnemotriccus fuscatus_Fuscous Flycatcher
Picumnus temminckii_Ochre-collared Piculet
Tersina viridis_Swallow Tanager
Chaetura meridionalis_Sick's Swift
Buteogallus urubitinga_Great Black Hawk
Thraupis sayaca_Sayaca Tanager
Theristicus caudatus_Buff-necked Ibis
Columbina squammata_Scaled Dove
Falco peregrinus_Peregrine Falcon
Mareca sibilatrix_Chiloe Wigeon
Tachycineta albiventer_White-winged Swallow
Amaurospiza moesta_Blackish-blue Seedeater
Myiopagis viridicata_Greenish Elaenia
Ardenna grisea_Sooty Shearwater
Sterna hirundinacea_South American Tern
Micrastur semitorquatus_Collared Forest-Falcon
Hirundinea ferruginea_Cliff Flycatcher
Calidris canutus_Red Knot
Lepidocolaptes angustirostris_Narrow-billed Woodcreeper
Synallaxis frontalis_Sooty-fronted Spinetail
Turdus leucomelas_Pale-breasted Thrush
Pachyramphus validus_Crested Becard
Buteogallus coronatus_Chaco Eagle
Setopagis parvula_Little Nightjar
Nyctidromus albicollis_Common Pauraque
Phacellodomus ruber_Greater Thornbird
Buteo swainsoni_Swainson's Hawk
Calidris melanotos_Pectoral Sandpiper
Buteo brachyurus_Short-tailed Hawk
Arenaria interpres_Ruddy Turnstone
Crotophaga ani_Smooth-billed Ani
Accipiter bicolor_Bicolored Hawk
Tachybaptus dominicus_Least Grebe
Pandion haliaetus_Osprey
Dendrocygna autumnalis_Black-bellied Whistling-Duck
Myiozetetes similis_Social Flycatcher
Sporophila hypoxantha_Tawny-bellied Seedeater
Herpetotheres cachinnans_Laughing Falcon
Euphonia chlorotica_Purple-throated Euphonia
Cairina moschata_Muscovy Duck
Amazona aestiva_Turquoise-fronted Parrot
Megarynchus pitangua_Boat-billed Flycatcher
Columba livia_Rock Pigeon
Petrochelidon pyrrhonota_Cliff Swallow
Ictinia plumbea_Plumbeous Kite
Calidris bairdii_Baird's Sandpiper
Crypturellus tataupa_Tataupa Tinamou
Bubo virginianus_Great Horned Owl
Carduelis carduelis_European Goldfinch
Hirundo rustica_Barn Swallow
Spheniscus magellanicus_Magellanic Penguin
Asio flammeus_Short-eared Owl
Cacicus haemorrhous_Red-rumped Cacique
Daption capense_Cape Petrel
Diomedea exulans_Wandering Albatross
Cyanocorax chrysops_Plush-crested Jay
Stercorarius antarcticus_Brown Skua
Dryobates mixtus_Checkered Woodpecker
Pygoscelis antarcticus_Chinstrap Penguin
Picumnus cirratus_White-barred Piculet
Stercorarius parasiticus_Parasitic Jaeger
Fluvicola albiventer_Black-backed Water-Tyrant
Leptasthenura platensis_Tufted Tit-Spinetail
Podiceps occipitalis_Silvery Grebe
Ramphastos vitellinus_Channel-billed Toucan
Acridotheres cristatellus_Crested Myna
Cacicus solitarius_Solitary Black Cacique
Sterna vittata_Antarctic Tern
Euphonia xanthogaster_Orange-bellied Euphonia
Synallaxis albescens_Pale-breasted Spinetail
Chloris chloris_European Greenfinch
Spatula cyanoptera_Cinnamon Teal
Pygoscelis papua_Gentoo Penguin
