Vanellus chilensis_Southern Lapwing
Buteogallus meridionalis_Savanna Hawk
Sporophila cinnamomea_Chestnut Seedeater
Heliobletus contaminatus_Sharp-billed Treehunter
Arundinicola leucocephala_White-headed Marsh Tyrant
Poospiza nigrorufa_Black-and-rufous Warbling Finch
Chloroceryle amazona_Amazon Kingfisher
Streptoprocne zonaris_White-collared Swift
Charadrius falklandicus_Two-banded Plover
Anumbius annumbi_Firewood-gatherer
Turdus albicollis_White-necked Thrush
Columbina talpacoti_Ruddy Ground Dove
Theristicus caerulescens_Plumbeous Ibis
Thamnophilus ruficapillus_Rufous-capped Antshrike
Chlorophonia cyanea_Blue-naped Chlorophonia
Chaetura meridionalis_Sick's Swift
Phylloscartes ventralis_Mottle-cheeked Tyrannulet
Mimus triurus_White-banded Mockingbird
Muscipipra vetula_Shear-tailed Gray Tyrant
Trichothraupis melanops_Black-goggled Tanager
Phyllomyias fasciatus_Planalto Tyrannulet
Xenops rutilans_Streaked Xenops
Xiphorhynchus fuscus_Lesser Woodcreeper
Todirostrum cinereum_Common Tody-Flycatcher
Dendroma rufa_Buff-fronted Foliage-gleaner
Nothura maculosa_Spotted Nothura
Syndactyla rufosuperciliata_Buff-browed Foliage-gleaner
Scytalopus speluncae_Mouse-colored Tapaculo
Saltator coerulescens_Blue-gray Saltator
Cryptopezus nattereri_Speckle-breasted Antpitta
Suiriri suiriri_Suiriri Flycatcher
Hemitriccus obsoletus_Brown-breasted Pygmy-Tyrant
Pachyramphus viridis_Green-backed Becard
Leptotila rufaxilla_Gray-fronted Dove
Lathrotriccus euleri_Euler's Flycatcher
Chamaeza ruficauda_Rufous-tailed Antthrush
Spizaetus tyrannus_Black Hawk-Eagle
Nycticorax nycticorax_Black-crowned Night-Heron
Gallinula galeata_Common Gallinule
Coccyzus melacoryphus_Dark-billed Cuckoo
Elaenia sordida_Small-headed Elaenia
Donacospiza albifrons_Long-tailed Reed Finch
Serpophaga nigricans_Sooty Tyrannulet
Sporophila collaris_Rusty-collared Seedeater
Mackenziaena leachii_Large-tailed Antshrike
Tachycineta leucopyga_Chilean Swallow
Conirostrum speciosum_Chestnut-vented Conebill
Patagioenas plumbea_Plumbeous Pigeon
Embernagra platensis_Great Pampa-Finch
Pachyramphus castaneus_Chestnut-crowned Becard
Patagioenas cayennensis_Pale-vented Pigeon
Nyctibius griseus_Common Potoo
Cranioleuca obsoleta_Olive Spinetail
Chloroceryle americana_Green Kingfisher
Poecilotriccus plumbeiceps_Ochre-faced Tody-Flycatcher
Elaenia albiceps_White-crested Elaenia
Asio clamator_Striped Owl
Turdus flavipes_Yellow-legged Thrush
Ammodramus humeralis_Grassland Sparrow
Spinus magellanicus_Hooded Siskin
Psittacara leucophthalmus_White-eyed Parakeet
Sittasomus griseicapillus_Olivaceous Woodcreeper
Saltator maxillosus_Thick-billed Saltator
Megascops choliba_Tropical Screech-Owl
Tringa solitaria_Solitary Sandpiper
Drymophila malura_Dusky-tailed Antbird
Gelochelidon nilotica_Gull-billed Tern
Anhinga anhinga_Anhinga
Cacicus chrysopterus_Golden-winged Cacique
Carpornis cucullata_Hooded Berryeater
Haematopus palliatus_American Oystercatcher
Turdus rufiventris_Rufous-bellied Thrush
Penelope obscura_Dusky-legged Guan
Cyanoloxia brissonii_Ultramarine Grosbeak
Habia rubica_Red-crowned Ant-Tanager
Chroicocephalus maculipennis_Brown-hooded Gull
Chrysuronia versicolor_Versicolored Emerald
Stelgidopteryx ruficollis_Southern Rough-winged Swallow
Myiothlypis leucoblephara_White-browed Warbler
Nengetus cinereus_Gray Monjita
Passer domesticus_House Sparrow
Sporophila caerulescens_Double-collared Seedeater
Turdus leucomelas_Pale-breasted Thrush
Haplospiza unicolor_Uniform Finch
Amazona aestiva_Turquoise-fronted Parrot
Myiozetetes similis_Social Flycatcher
Pardirallus nigricans_Blackish Rail
Pardirallus maculatus_Spotted Rail
Chlorostilbon lucidus_Glittering-bellied Emerald
Cariama cristata_Red-legged Seriema
Chiroxiphia caudata_Swallow-tailed Manakin
Schiffornis virescens_Greenish Schiffornis
Pseudoleistes virescens_Brown-and-yellow Marshbird
Laterallus leucopyrrhus_Red-and-white Crake
Culicivora caudacuta_Sharp-tailed Tyrant
Turdus subalaris_Blacksmith Thrush
Rhynchotus rufescens_Red-winged Tinamou
Geranoaetus melanoleucus_Black-chested Buzzard-Eagle
Nystalus chacuru_White-eared Puffbird
Emberizoides herbicola_Wedge-tailed Grass-Finch
Piranga flava_Hepatic Tanager
Pionopsitta pileata_Pileated Parrot
Hemithraupis guira_Guira Tanager
Mustelirallus albicollis_Ash-throated Crake
Elanus leucurus_White-tailed Kite
Myiopagis caniceps_Gray Elaenia
Batara cinerea_Giant Antshrike
Mionectes rufiventris_Gray-hooded Flycatcher
Phyllomyias burmeisteri_Rough-legged Tyrannulet
Gallinago undulata_Giant Snipe
Campylorhamphus falcularius_Black-billed Scythebill
Phacellodomus ferrugineigula_Orange-breasted Thornbird
Strix hylophila_Rusty-barred Owl
Thraupis sayaca_Sayaca Tanager
Eupetomena macroura_Swallow-tailed Hummingbird
Procnias nudicollis_Bare-throated Bellbird
Thamnophilus caerulescens_Variable Antshrike
Stephanoxis loddigesii_Purple-crowned Plovercrest
Polioptila lactea_Creamy-bellied Gnatcatcher
Nemosia pileata_Hooded Tanager
Synallaxis cinerascens_Gray-bellied Spinetail
Buteogallus urubitinga_Great Black Hawk
Elaenia spectabilis_Large Elaenia
Anthracothorax nigricollis_Black-throated Mango
Pachyramphus validus_Crested Becard
Buteogallus coronatus_Chaco Eagle
Leptasthenura setaria_Araucaria Tit-Spinetail
Thalasseus maximus_Royal Tern
Buteo brachyurus_Short-tailed Hawk
Piculus aurulentus_White-browed Woodpecker
Melanerpes candidus_White Woodpecker
Thlypopsis pyrrhocoma_Chestnut-headed Tanager
Pionus maximiliani_Scaly-headed Parrot
Hypoedaleus guttatus_Spot-backed Antshrike
Brotogeris chiriri_Yellow-chevroned Parakeet
Falco femoralis_Aplomado Falcon
Tyto alba_Barn Owl
Trogon surrucura_Surucua Trogon
Pseudoleistes guirahuro_Yellow-rumped Marshbird
Ramphastos toco_Toco Toucan
Myiornis auricularis_Eared Pygmy-Tyrant
Gnorimopsar chopi_Chopi Blackbird
Dendrocolaptes platyrostris_Planalto Woodcreeper
Euphonia chalybea_Green-throated Euphonia
Chordeiles nacunda_Nacunda Nighthawk
Xiphocolaptes albicollis_White-throated Woodcreeper
Columbina squammata_Scaled Dove
Triclaria malachitacea_Blue-bellied Parrot
Glaucidium brasilianum_Ferruginous Pygmy-Owl
Geotrygon montana_Ruddy Quail-Dove
Hylophilus poicilotis_Rufous-crowned Greenlet
Parabuteo leucorrhous_White-rumped Hawk
Pulsatrix koeniswaldiana_Tawny-browed Owl
Pyrrhura frontalis_Maroon-bellied Parakeet
Harpagus diodon_Rufous-thighed Kite
Euphonia chlorotica_Purple-throated Euphonia
Crotophaga ani_Smooth-billed Ani
Geranospiza caerulescens_Crane Hawk
Saltator similis_Green-winged Saltator
Dromococcyx pavoninus_Pavonine Cuckoo
Accipiter striatus_Sharp-shinned Hawk
Ciccaba virgata_Mottled Owl
Actitis macularius_Spotted Sandpiper
Ramphastos dicolorus_Red-breasted Toucan
Sirystes sibilator_Sibilant Sirystes
Micrastur ruficollis_Barred Forest-Falcon
Cinclodes fuscus_Buff-winged Cinclodes
Theristicus caudatus_Buff-necked Ibis
Asio stygius_Stygian Owl
Ixobrychus involucris_Stripe-backed Bittern
Chlorophonia cyanocephala_Golden-rumped Euphonia
Tityra cayana_Black-tailed Tityra
Dryocopus lineatus_Lineated Woodpecker
Geranoaetus albicaudatus_White-tailed Hawk
Estrilda astrild_Common Waxbill
Anas flavirostris_Yellow-billed Teal
Tinamus solitarius_Solitary Tinamou
Tachybaptus dominicus_Least Grebe
Phyllomyias virescens_Greenish Tyrannulet
Grallaria varia_Variegated Antpitta
Cnemotriccus fuscatus_Fuscous Flycatcher
Chondrohierax uncinatus_Hook-billed Kite
Chaetura cinereiventris_Gray-rumped Swift
Melanerpes flavifrons_Yellow-fronted Woodpecker
Amazona vinacea_Vinaceous-breasted Parrot
Crypturellus parvirostris_Small-billed Tinamou
Crotophaga major_Greater Ani
Charadrius semipalmatus_Semipalmated Plover
Synallaxis ruficapilla_Rufous-capped Spinetail
Clibanornis dendrocolaptoides_Canebrake Groundcreeper
Leptodon cayanensis_Gray-headed Kite
Tachycineta albiventer_White-winged Swallow
Nyctidromus albicollis_Common Pauraque
Mackenziaena severa_Tufted Antshrike
Ardenna grisea_Sooty Shearwater
Podiceps major_Great Grebe
Riparia riparia_Bank Swallow
Megarynchus pitangua_Boat-billed Flycatcher
Pyroderus scutatus_Red-ruffed Fruitcrow
Dendrocygna autumnalis_Black-bellied Whistling-Duck
Mesembrinibis cayennensis_Green Ibis
Tityra inquisitor_Black-crowned Tityra
Lepidocolaptes angustirostris_Narrow-billed Woodcreeper
Sporophila pileata_Pearly-bellied Seedeater
Falco peregrinus_Peregrine Falcon
Campephilus robustus_Robust Woodpecker
Phacellodomus ruber_Greater Thornbird
Herpetotheres cachinnans_Laughing Falcon
Sporophila hypoxantha_Tawny-bellied Seedeater
Hirundinea ferruginea_Cliff Flycatcher
Tersina viridis_Swallow Tanager
Odontophorus capueira_Spot-winged Wood-Quail
Micrastur semitorquatus_Collared Forest-Falcon
Myiopagis viridicata_Greenish Elaenia
Sterna hirundo_Common Tern
Pseudocolopteryx sclateri_Crested Doradito
Synallaxis frontalis_Sooty-fronted Spinetail
Accipiter bicolor_Bicolored Hawk
Calidris alba_Sanderling
Systellura longirostris_Band-winged Nightjar
Spizaetus melanoleucus_Black-and-white Hawk-Eagle
Gubernetes yetapa_Streamer-tailed Tyrant
Setopagis parvula_Little Nightjar
Chamaeza campanisona_Short-tailed Antthrush
Trogon rufus_Black-throated Trogon
Calidris himantopus_Stilt Sandpiper
Patagioenas maculosa_Spot-winged Pigeon
Amaurospiza moesta_Blackish-blue Seedeater
Cairina moschata_Muscovy Duck
Pluvialis squatarola_Black-bellied Plover
Parabuteo unicinctus_Harris's Hawk
Thalasseus sandvicensis_Sandwich Tern
Pandion haliaetus_Osprey
Ictinia plumbea_Plumbeous Kite
Sterna hirundinacea_South American Tern
Crypturellus tataupa_Tataupa Tinamou
Buteo swainsoni_Swainson's Hawk
Arenaria interpres_Ruddy Turnstone
Petrochelidon pyrrhonota_Cliff Swallow
Diomedea exulans_Wandering Albatross
Calidris melanotos_Pectoral Sandpiper
Pygoscelis antarcticus_Chinstrap Penguin
Daption capense_Cape Petrel
Bubo virginianus_Great Horned Owl
Calidris canutus_Red Knot
Spheniscus magellanicus_Magellanic Penguin
Mareca sibilatrix_Chiloe Wigeon
Cacicus haemorrhous_Red-rumped Cacique
Calidris bairdii_Baird's Sandpiper
Sterna vittata_Antarctic Tern
Stercorarius antarcticus_Brown Skua
Columba livia_Rock Pigeon
Ramphastos vitellinus_Channel-billed Toucan
Pygoscelis papua_Gentoo Penguin
Cyanocorax chrysops_Plush-crested Jay
Picumnus cirratus_White-barred Piculet
Sturnus vulgaris_European Starling
Hirundo rustica_Barn Swallow
Aptenodytes patagonicus_King Penguin
Thraupis cyanoptera_Azure-shouldered Tanager
Asio flammeus_Short-eared Owl
Fluvicola albiventer_Black-backed Water-Tyrant
Conopophaga melanops_Black-cheeked Gnateater
Euphonia xanthogaster_Orange-bellied Euphonia
Dryobates mixtus_Checkered Woodpecker
Thamnophilus ambiguus_Sooretama Slaty-Antshrike
Tangara desmaresti_Brassy-breasted Tanager
Stercorarius parasiticus_Parasitic Jaeger
Carduelis carduelis_European Goldfinch
Thraupis ornata_Golden-chevroned Tanager
Thamnophilus palliatus_Chestnut-backed Antshrike
Hemithraupis ruficapilla_Rufous-headed Tanager
Phaethornis eurynome_Scale-throated Hermit
Clytolaema rubricauda_Brazilian Ruby
Ilicura militaris_Pin-tailed Manakin
Pyriglena leucoptera_White-shouldered Fire-eye
Formicarius colma_Rufous-capped Antthrush
Crypturellus soui_Little Tinamou
Hemithraupis flavicollis_Yellow-backed Tanager
Tolmomyias flaviventris_Yellow-breasted Flycatcher
Sterna paradisaea_Arctic Tern
