Pycnonotus barbatus_Common Bulbul
Kaupifalco monogrammicus_Lizard Buzzard
Hieraaetus pennatus_Booted Eagle
Illadopsis fulvescens_Brown Illadopsis
Halcyon leucocephala_Gray-headed Kingfisher
Lophoceros fasciatus_African Pied Hornbill
Chrysococcyx klaas_Klaas's Cuckoo
Iduna pallida_Eastern Olivaceous Warbler
Chrysococcyx caprius_Dideric Cuckoo
Eurillas ansorgei_Ansorge's Greenbul
Cisticola lateralis_Whistling Cisticola
Hydrobates pelagicus_European Storm-Petrel
Galerida cristata_Crested Lark
Tricholaema hirsuta_Hairy-breasted Barbet
Cinnyris reichenowi_Northern Double-collared Sunbird
Neocossyphus poensis_White-tailed Ant-Thrush
Cossypha polioptera_Gray-winged Robin-Chat
Illadopsis rufipennis_Pale-breasted Illadopsis
Melocichla mentalis_Moustached Grass-Warbler
Apalis rufogularis_Buff-throated Apalis
Lanius humeralis_Northern Fiscal
Merops hirundineus_Swallow-tailed Bee-eater
Coracina pectoralis_White-breasted Cuckooshrike
Trachyphonus purpuratus_Yellow-billed Barbet
Cyanomitra verticalis_Green-headed Sunbird
Streptopelia vinacea_Vinaceous Dove
Apaloderma narina_Narina Trogon
Stelgidillas gracilirostris_Slender-billed Greenbul
Amblyospiza albifrons_Grosbeak Weaver
Jynx torquilla_Eurasian Wryneck
Phylloscopus collybita_Common Chiffchaff
Cisticola natalensis_Croaking Cisticola
Lophaetus occipitalis_Long-crested Eagle
Pogoniulus atroflavus_Red-rumped Tinkerbird
Cercococcyx olivinus_Olive Long-tailed Cuckoo
Euplectes hordeaceus_Black-winged Bishop
Halcyon senegalensis_Woodland Kingfisher
Merops pusillus_Little Bee-eater
Tchagra australis_Brown-crowned Tchagra
Gallinago gallinago_Common Snipe
Eurillas curvirostris_Plain Greenbul
Cyanomitra cyanolaema_Blue-throated Brown Sunbird
Clamator jacobinus_Pied Cuckoo
Clamator levaillantii_Levaillant's Cuckoo
Cecropis abyssinica_Lesser Striped Swallow
Vanellus senegallus_Wattled Lapwing
Cecropis semirufa_Rufous-chested Swallow
Merops variegatus_Blue-breasted Bee-eater
Vidua chalybeata_Village Indigobird
Lybius bidentatus_Double-toothed Barbet
Columba larvata_Lemon Dove
Bleda syndactylus_Red-tailed Bristlebill
Fraseria ocreata_African Forest-Flycatcher
Ceratogymna atrata_Black-casqued Hornbill
Mirafra africana_Rufous-naped Lark
Guttera pucherani_Crested Guineafowl
Vidua macroura_Pin-tailed Whydah
Upupa epops_Eurasian Hoopoe
Halcyon badia_Chocolate-backed Kingfisher
Thamnolaea cinnamomeiventris_Mocking Cliff-Chat
Calidris alba_Sanderling
Lanius senator_Woodchat Shrike
Coracias garrulus_European Roller
Cinnyricinclus leucogaster_Violet-backed Starling
Phylloscopus sibilatrix_Wood Warbler
Nigrita canicapillus_Gray-headed Nigrita
Cisticola cantans_Singing Cisticola
Cercococcyx mechowi_Dusky Long-tailed Cuckoo
Indicator indicator_Greater Honeyguide
Fraseria griseigularis_Gray-throated Tit-Flycatcher
Ciconia nigra_Black Stork
Accipiter melanoleucus_Black Goshawk
Elminia longicauda_African Blue Flycatcher
Acrocephalus scirpaceus_Eurasian Reed Warbler
Euodice cantans_African Silverbill
Calidris minuta_Little Stint
Ficedula hypoleuca_European Pied Flycatcher
Oriolus brachyrynchus_Western Black-headed Oriole
Anous stolidus_Brown Noddy
Ortygospiza atricollis_Quailfinch
Anthus cervinus_Red-throated Pipit
Accipiter badius_Shikra
Pachyphantes superciliosus_Compact Weaver
Charadrius dubius_Little Ringed Plover
Ptilopsis leucotis_Northern White-faced Owl
Mirafra rufocinnamomea_Flappet Lark
Dryoscopus gambensis_Northern Puffback
Hippolais icterina_Icterine Warbler
Riparia riparia_Bank Swallow
Cisticola marginatus_Winding Cisticola
Iduna natalensis_African Yellow-Warbler
Ixobrychus minutus_Little Bittern
Platysteira concreta_Yellow-bellied Wattle-eye
Acrocephalus schoenobaenus_Sedge Warbler
Eurystomus glaucurus_Broad-billed Roller
Ardea intermedia_Intermediate Egret
Fraseria plumbea_Gray Tit-Flycatcher
Cinnyris cupreus_Copper Sunbird
Merops albicollis_White-throated Bee-eater
Ploceus nigricollis_Black-necked Weaver
Strix woodfordii_African Wood-Owl
Sylvia borin_Garden Warbler
Charadrius hiaticula_Common Ringed Plover
Chamaetylas poliocephala_Brown-chested Alethe
Cuculus clamosus_Black Cuckoo
Tringa stagnatilis_Marsh Sandpiper
Plocepasser superciliosus_Chestnut-crowned Sparrow-Weaver
Prinia bairdii_Banded Prinia
Ceryle rudis_Pied Kingfisher
Cuculus solitarius_Red-chested Cuckoo
Oenanthe familiaris_Familiar Chat
Vanellus spinosus_Spur-winged Lapwing
Pandion haliaetus_Osprey
Halcyon chelicuti_Striped Kingfisher
Chloropicus goertae_African Gray Woodpecker
Cuculus canorus_Common Cuckoo
Buphagus africanus_Yellow-billed Oxpecker
Apalis flavida_Yellow-breasted Apalis
Gallinago media_Great Snipe
Cisticola aridulus_Desert Cisticola
Melaniparus funereus_Dusky Tit
Phalacrocorax carbo_Great Cormorant
Macheiramphus alcinus_Bat Hawk
Elanus caeruleus_Black-winged Kite
Acrocephalus arundinaceus_Great Reed Warbler
Falco vespertinus_Red-footed Falcon
Spatula querquedula_Garganey
Riparia paludicola_Plain Martin
Merops orientalis_Green Bee-eater
Ptilopachus petrosus_Stone Partridge
Estrilda melpoda_Orange-cheeked Waxbill
Columba unicincta_Afep Pigeon
Oenanthe oenanthe_Northern Wheatear
Phoeniculus purpureus_Green Woodhoopoe
Horizocerus albocristatus_White-crested Hornbill
Falco subbuteo_Eurasian Hobby
Cuculus gularis_African Cuckoo
Apus pallidus_Pallid Swift
Calidris pugnax_Ruff
Telophorus sulfureopectus_Sulphur-breasted Bushshrike
Coracias abyssinicus_Abyssinian Roller
Aythya nyroca_Ferruginous Duck
Calidris ferruginea_Curlew Sandpiper
Nycticorax nycticorax_Black-crowned Night-Heron
Ptilostomus afer_Piapiac
Phoeniculus bollei_White-headed Woodhoopoe
Cercotrichas galactotes_Rufous-tailed Scrub-Robin
Cisticola juncidis_Zitting Cisticola
Columba iriditorques_Bronze-naped Pigeon
Cossypha cyanocampter_Blue-shouldered Robin-Chat
Motacilla aguimp_African Pied Wagtail
Campephaga quiscalina_Purple-throated Cuckooshrike
Euplectes afer_Yellow-crowned Bishop
Saxicola rubetra_Whinchat
Lagonosticta rubricata_African Firefinch
Fraseria caerulescens_Ashy Flycatcher
Malaconotus blanchoti_Gray-headed Bushshrike
Merops bulocki_Red-throated Bee-eater
Vanellus tectus_Black-headed Lapwing
Rostratula benghalensis_Greater Painted-Snipe
Nilaus afer_Brubru
Psittacula krameri_Rose-ringed Parakeet
Cisticola aberrans_Rock-loving Cisticola
Urocolius macrourus_Blue-naped Mousebird
Sterna hirundo_Common Tern
Falco peregrinus_Peregrine Falcon
Sylvietta brachyura_Northern Crombec
Thalasseus sandvicensis_Sandwich Tern
Circaetus gallicus_Short-toed Snake-Eagle
Porphyrio madagascariensis_African Swamphen
Pernis apivorus_European Honey-buzzard
Streptopelia decipiens_Mourning Collared-Dove
Hydroprogne caspia_Caspian Tern
Chroicocephalus ridibundus_Black-headed Gull
Bycanistes albotibialis_White-thighed Hornbill
Pternistis squamatus_Scaly Francolin
Burhinus vermiculatus_Water Thick-knee
Gyps fulvus_Eurasian Griffon
Apalis cinerea_Gray Apalis
Muscicapa aquatica_Swamp Flycatcher
Zosterops senegalensis_Northern Yellow White-eye
Circus macrourus_Pallid Harrier
Clamator glandarius_Great Spotted Cuckoo
Turtur abyssinicus_Black-billed Wood-Dove
Indicator minor_Lesser Honeyguide
Lymnocryptes minimus_Jack Snipe
Tyto alba_Barn Owl
Charadrius alexandrinus_Kentish Plover
Cercotrichas hartlaubi_Brown-backed Scrub-Robin
Otus senegalensis_African Scops-Owl
Lamprotornis chalybaeus_Greater Blue-eared Starling
Alopochen aegyptiaca_Egyptian Goose
Tockus erythrorhynchus_Northern Red-billed Hornbill
Lamprotornis chloropterus_Lesser Blue-eared Starling
Phoenicurus phoenicurus_Common Redstart
Cisticola brachypterus_Siffling Cisticola
Cinnyris pulchellus_Beautiful Sunbird
Coturnix coturnix_Common Quail
Pterocles exustus_Chestnut-bellied Sandgrouse
Oena capensis_Namaqua Dove
Ciconia ciconia_White Stork
Apus caffer_White-rumped Swift
Dendrocygna viduata_White-faced Whistling-Duck
Circus pygargus_Montagu's Harrier
Calidris temminckii_Temminck's Stint
Limosa limosa_Black-tailed Godwit
Micronisus gabar_Gabar Goshawk
Monticola saxatilis_Rufous-tailed Rock-Thrush
Sporopipes frontalis_Speckle-fronted Weaver
Chlidonias leucopterus_White-winged Tern
Glaucidium perlatum_Pearl-spotted Owlet
Emberiza flaviventris_Golden-breasted Bunting
Ploceus luteolus_Little Weaver
Ploceus vitellinus_Vitelline Masked-Weaver
Prionops plumatus_White Helmetshrike
Tringa erythropus_Spotted Redshank
Euplectes franciscanus_Northern Red Bishop
Numenius arquata_Eurasian Curlew
Chlidonias niger_Black Tern
Burhinus capensis_Spotted Thick-knee
Lanius corvinus_Yellow-billed Shrike
Estrilda troglodytes_Black-rumped Waxbill
Gelochelidon nilotica_Gull-billed Tern
Lophoceros nasutus_African Gray Hornbill
Laniarius atroflavus_Yellow-breasted Boubou
Spatula clypeata_Northern Shoveler
Falco naumanni_Lesser Kestrel
Butorides striata_Striated Heron
Macrosphenus kempi_Kemp's Longbill
Ploceus melanocephalus_Black-headed Weaver
Leptoptilos crumenifer_Marabou Stork
Mirafra cantillans_Singing Bushlark
Recurvirostra avosetta_Pied Avocet
Curruca communis_Greater Whitethroat
Streptopelia roseogrisea_African Collared-Dove
Sternula albifrons_Little Tern
Glareola pratincola_Collared Pratincole
Pluvialis squatarola_Black-bellied Plover
Larus fuscus_Lesser Black-backed Gull
Cercotrichas podobe_Black Scrub-Robin
Pytilia melba_Green-winged Pytilia
Quelea quelea_Red-billed Quelea
Dendrocygna bicolor_Fulvous Whistling-Duck
Oenanthe hispanica_Western Black-eared Wheatear
Arenaria interpres_Ruddy Turnstone
Plegadis falcinellus_Glossy Ibis
Oriolus auratus_African Golden Oriole
Bubo lacteus_Verreaux's Eagle-Owl
Numenius phaeopus_Whimbrel
Eupodotis senegalensis_White-bellied Bustard
Anthus similis_Long-billed Pipit
Laniarius erythrogaster_Black-headed Gonolek
Spiloptila clamans_Cricket Longtail
Corvus ruficollis_Brown-necked Raven
Criniger chloronotus_Eastern Bearded-Greenbul
Platysteira blissetti_Red-cheeked Wattle-eye
Sylvia atriceps_Rwenzori Hill Babbler
Muscicapa adusta_African Dusky Flycatcher
Melaniparus albiventris_White-bellied Tit
Egretta gularis_Western Reef-Heron
Telophorus nigrifrons_Black-fronted Bushshrike
Iduna opaca_Western Olivaceous Warbler
Columba livia_Rock Pigeon
Criniger barbatus_Western Bearded-Greenbul
Pternistis ahantensis_Ahanta Francolin
Curruca curruca_Lesser Whitethroat
Neocossyphus finschi_Finsch's Flycatcher-Thrush
Bleda canicapillus_Gray-headed Bristlebill
Kakamega poliothorax_Gray-chested Babbler
Nicator vireo_Yellow-throated Nicator
Onychognathus walleri_Waller's Starling
Telophorus dohertyi_Doherty's Bushshrike
Anas undulata_Yellow-billed Duck
Caprimulgus poliocephalus_Abyssinian Nightjar
Sarothrura rufa_Red-chested Flufftail
Laniarius bicolor_Gabon Boubou
Pterodroma madeira_Zino's Petrel
Lanius excubitor_Great Gray Shrike
Anthus campestris_Tawny Pipit
Ploceus baglafecht_Baglafecht Weaver
Anthus cinnamomeus_African Pipit
Tringa totanus_Common Redshank
Laniarius poensis_Western Boubou
Telophorus bocagei_Gray-green Bushshrike
Bathmocercus rufus_Black-faced Rufous-Warbler
Batis orientalis_Gray-headed Batis
Ploceus bicolor_Forest Weaver
Myrmecocichla aethiops_Northern Anteater-Chat
Batis erlangeri_Western Black-headed Batis
Musophaga rossae_Ross's Turaco
Phyllolais pulchella_Buff-bellied Warbler
Anas acuta_Northern Pintail
Passer domesticus_House Sparrow
Onychoprion fuscatus_Sooty Tern
Anas crecca_Green-winged Teal
Gymnobucco bonapartei_Gray-throated Barbet
Rallus caerulescens_African Rail
Vanellus armatus_Blacksmith Lapwing
Botaurus stellaris_Great Bittern
Apalis jacksoni_Black-throated Apalis
Oreolais pulcher_Black-collared Apalis
Merops persicus_Blue-cheeked Bee-eater
Fulica atra_Eurasian Coot
Anthropoides virgo_Demoiselle Crane
Phylloscopus bonelli_Western Bonelli's Warbler
Rhinopomastus cyanomelas_Common Scimitarbill
Macrosphenus flavicans_Yellow Longbill
Bubalornis albirostris_White-billed Buffalo-Weaver
Eremomela icteropygialis_Yellow-bellied Eremomela
Glaucidium tephronotum_Red-chested Owlet
Oenanthe melanoleuca_Eastern Black-eared Wheatear
Sylvia abyssinica_African Hill Babbler
Smithornis capensis_African Broadbill
Caprimulgus rufigena_Rufous-cheeked Nightjar
Lanius phoenicuroides_Red-tailed Shrike
Limosa lapponica_Bar-tailed Godwit
Cossypha natalensis_Red-capped Robin-Chat
Poicephalus fuscicollis_Brown-necked Parrot
Cossypha heuglini_White-browed Robin-Chat
Curruca iberiae_Western Subalpine Warbler
Sarothrura elegans_Buff-spotted Flufftail
Calonectris diomedea_Cory's Shearwater
Cisticola robustus_Stout Cisticola
Phoeniconaias minor_Lesser Flamingo
Anous minutus_Black Noddy
Myrmecocichla nigra_Sooty Chat
Zapornia parva_Little Crake
Caprimulgus europaeus_Eurasian Nightjar
Jynx ruficollis_Rufous-necked Wryneck
Poicephalus meyeri_Meyer's Parrot
Sterna dougallii_Roseate Tern
Chroicocephalus cirrocephalus_Gray-hooded Gull
Ficedula albicollis_Collared Flycatcher
Coturnix delegorguei_Harlequin Quail
Neocossyphus rufus_Red-tailed Ant-Thrush
Calandrella cinerea_Red-capped Lark
Otus scops_Eurasian Scops-Owl
Agapornis roseicollis_Rosy-faced Lovebird
Calidris alpina_Dunlin
Caprimulgus natalensis_Swamp Nightjar
Saxicola torquatus_African Stonechat
Mareca penelope_Eurasian Wigeon
Platalea leucorodia_Eurasian Spoonbill
Chlidonias hybrida_Whiskered Tern
Sterna paradisaea_Arctic Tern
Lanius minor_Lesser Gray Shrike
Stercorarius parasiticus_Parasitic Jaeger
Campethera abingoni_Golden-tailed Woodpecker
Creatophora cinerea_Wattled Starling
Clanga pomarina_Lesser Spotted Eagle
Oenanthe isabellina_Isabelline Wheatear
Porzana porzana_Spotted Crake
Lanius isabellinus_Isabelline Shrike
Stercorarius pomarinus_Pomarine Jaeger
Oenanthe deserti_Desert Wheatear
Calidris canutus_Red Knot
Turnix sylvaticus_Small Buttonquail
Haematopus ostralegus_Eurasian Oystercatcher
Streptopelia turtur_European Turtle-Dove
Ardenna grisea_Sooty Shearwater
Buteo buteo_Common Buzzard
Crex crex_Corn Crake
Sula leucogaster_Brown Booby
Apus melba_Alpine Swift
Aythya ferina_Common Pochard
Luscinia svecica_Bluethroat
Motacilla cinerea_Gray Wagtail
Bradypterus baboecala_Little Rush Warbler
Criniger calurus_Red-tailed Greenbul
Lanius collurio_Red-backed Shrike
Lanius nubicus_Masked Shrike
Aquila nipalensis_Steppe Eagle
Eurystomus orientalis_Dollarbird
Acrocephalus gracilirostris_Lesser Swamp Warbler
Xenus cinereus_Terek Sandpiper
Phaethon aethereus_Red-billed Tropicbird
Calandrella brachydactyla_Greater Short-toed Lark
Asio flammeus_Short-eared Owl
Corvus rhipidurus_Fan-tailed Raven
Saxicola rubicola_European Stonechat
Curruca hortensis_Western Orphean Warbler
Aquila chrysaetos_Golden Eagle
Lagonosticta rhodopareia_Jameson's Firefinch
Zapornia pusilla_Baillon's Crake
Gymnoris pyrgita_Yellow-spotted Bush Sparrow
Ammomanes deserti_Desert Lark
Chloropicus namaquus_Bearded Woodpecker
Passer simplex_Desert Sparrow
