Pycnonotus barbatus_Common Bulbul
Calidris ferruginea_Curlew Sandpiper
Buphagus africanus_Yellow-billed Oxpecker
Euplectes afer_Yellow-crowned Bishop
Lagonosticta rubricata_African Firefinch
Apalis flavida_Yellow-breasted Apalis
Acrocephalus schoenobaenus_Sedge Warbler
Cisticola juncidis_Zitting Cisticola
Saxicola rubetra_Whinchat
Hippolais icterina_Icterine Warbler
Cinnyricinclus leucogaster_Violet-backed Starling
Alopochen aegyptiaca_Egyptian Goose
Caprimulgus tristigma_Freckled Nightjar
Hirundo smithii_Wire-tailed Swallow
Coracias garrulus_European Roller
Halcyon chelicuti_Striped Kingfisher
Cecropis daurica_Red-rumped Swallow
Rostratula benghalensis_Greater Painted-Snipe
Nycticorax nycticorax_Black-crowned Night-Heron
Falco vespertinus_Red-footed Falcon
Clamator jacobinus_Pied Cuckoo
Ficedula hypoleuca_European Pied Flycatcher
Anthus trivialis_Tree Pipit
Phylloscopus budongoensis_Uganda Woodland-Warbler
Turdoides plebejus_Brown Babbler
Ptyonoprogne fuligula_Rock Martin
Charadrius dubius_Little Ringed Plover
Caprimulgus europaeus_Eurasian Nightjar
Melaenornis edolioides_Northern Black-Flycatcher
Lanius senator_Woodchat Shrike
Dendrocygna viduata_White-faced Whistling-Duck
Apus caffer_White-rumped Swift
Anthus leucophrys_Plain-backed Pipit
Numenius phaeopus_Whimbrel
Mirafra africana_Rufous-naped Lark
Lanius minor_Lesser Gray Shrike
Falco subbuteo_Eurasian Hobby
Oenanthe familiaris_Familiar Chat
Cinnyris reichenowi_Northern Double-collared Sunbird
Sterna hirundo_Common Tern
Plegadis falcinellus_Glossy Ibis
Arenaria interpres_Ruddy Turnstone
Nilaus afer_Brubru
Motacilla alba_White Wagtail
Buteo buteo_Common Buzzard
Phalacrocorax carbo_Great Cormorant
Falco peregrinus_Peregrine Falcon
Turnix sylvaticus_Small Buttonquail
Larus fuscus_Lesser Black-backed Gull
Pluvialis squatarola_Black-bellied Plover
Calidris pugnax_Ruff
Passer domesticus_House Sparrow
Anous stolidus_Brown Noddy
Charadrius hiaticula_Common Ringed Plover
Chlidonias leucopterus_White-winged Tern
Jynx ruficollis_Rufous-necked Wryneck
Numenius arquata_Eurasian Curlew
Anthus cinnamomeus_African Pipit
Limosa limosa_Black-tailed Godwit
Anous minutus_Black Noddy
Rallus caerulescens_African Rail
Thalasseus sandvicensis_Sandwich Tern
Eremomela icteropygialis_Yellow-bellied Eremomela
Anthus cervinus_Red-throated Pipit
Curruca communis_Greater Whitethroat
Sternula albifrons_Little Tern
Charadrius alexandrinus_Kentish Plover
Calidris alba_Sanderling
Laniarius bicolor_Gabon Boubou
Egretta gularis_Western Reef-Heron
Clanga pomarina_Lesser Spotted Eagle
Porphyrio madagascariensis_African Swamphen
Falco naumanni_Lesser Kestrel
Cossypha heuglini_White-browed Robin-Chat
Dendrocygna bicolor_Fulvous Whistling-Duck
Emberiza flaviventris_Golden-breasted Bunting
Indicator minor_Lesser Honeyguide
Anthus similis_Long-billed Pipit
Columba livia_Rock Pigeon
Clamator glandarius_Great Spotted Cuckoo
Pytilia melba_Green-winged Pytilia
Spatula querquedula_Garganey
Hydroprogne caspia_Caspian Tern
Ploceus melanocephalus_Black-headed Weaver
Oena capensis_Namaqua Dove
Chlidonias niger_Black Tern
Hieraaetus pennatus_Booted Eagle
Guttera pucherani_Crested Guineafowl
Glareola pratincola_Collared Pratincole
Quelea quelea_Red-billed Quelea
Oriolus auratus_African Golden Oriole
Burhinus vermiculatus_Water Thick-knee
Pternistis afer_Red-necked Francolin
Uraeginthus angolensis_Southern Cordonbleu
Lybius vieilloti_Vieillot's Barbet
Tringa totanus_Common Redshank
Crex crex_Corn Crake
Eremomela pusilla_Senegal Eremomela
Zapornia parva_Little Crake
Bubo lacteus_Verreaux's Eagle-Owl
Apalis cinerea_Gray Apalis
Glaucidium perlatum_Pearl-spotted Owlet
Caprimulgus fossii_Square-tailed Nightjar
Numida meleagris_Helmeted Guineafowl
Cisticola robustus_Stout Cisticola
Phoeniculus bollei_White-headed Woodhoopoe
Oenanthe oenanthe_Northern Wheatear
Lanius phoenicuroides_Red-tailed Shrike
Tringa erythropus_Spotted Redshank
Eupodotis senegalensis_White-bellied Bustard
Lophoceros nasutus_African Gray Hornbill
Cossypha natalensis_Red-capped Robin-Chat
Caprimulgus rufigena_Rufous-cheeked Nightjar
Telophorus sulfureopectus_Sulphur-breasted Bushshrike
Phylloscopus bonelli_Western Bonelli's Warbler
Xenus cinereus_Terek Sandpiper
Pternistis bicalcaratus_Double-spurred Francolin
Cinnyris bifasciatus_Purple-banded Sunbird
Hippolais polyglotta_Melodious Warbler
Anas acuta_Northern Pintail
Sterna paradisaea_Arctic Tern
Sula leucogaster_Brown Booby
Chroicocephalus ridibundus_Black-headed Gull
Coturnix delegorguei_Harlequin Quail
Burhinus capensis_Spotted Thick-knee
Merops hirundineus_Swallow-tailed Bee-eater
Charadrius tricollaris_Three-banded Plover
Recurvirostra avosetta_Pied Avocet
Musophaga rossae_Ross's Turaco
Estrilda paludicola_Fawn-breasted Waxbill
Riparia paludicola_Plain Martin
Luscinia megarhynchos_Common Nightingale
Creatophora cinerea_Wattled Starling
Bubo africanus_Spotted Eagle-Owl
Indicator indicator_Greater Honeyguide
Lanius isabellinus_Isabelline Shrike
Melaniparus albiventris_White-bellied Tit
Micronisus gabar_Gabar Goshawk
Euplectes capensis_Yellow Bishop
Onychoprion fuscatus_Sooty Tern
Limosa lapponica_Bar-tailed Godwit
Anas undulata_Yellow-billed Duck
Otus senegalensis_African Scops-Owl
Calandrella cinerea_Red-capped Lark
Uraeginthus bengalus_Red-cheeked Cordonbleu
Muscicapa adusta_African Dusky Flycatcher
Stercorarius pomarinus_Pomarine Jaeger
Haematopus ostralegus_Eurasian Oystercatcher
Calidris canutus_Red Knot
Stercorarius parasiticus_Parasitic Jaeger
Sylvietta brachyura_Northern Crombec
Coturnix coturnix_Common Quail
Eurystomus orientalis_Dollarbird
Illadopsis puveli_Puvel's Illadopsis
Cossypha polioptera_Gray-winged Robin-Chat
Ardenna grisea_Sooty Shearwater
Laniarius major_Tropical Boubou
Ciconia ciconia_White Stork
Caprimulgus poliocephalus_Abyssinian Nightjar
Gymnoris dentata_Sahel Bush Sparrow
Burhinus senegalensis_Senegal Thick-knee
Cercotrichas hartlaubi_Brown-backed Scrub-Robin
Apus melba_Alpine Swift
Anthus campestris_Tawny Pipit
Iduna pallida_Eastern Olivaceous Warbler
Prinia erythroptera_Red-winged Prinia
Telophorus dohertyi_Doherty's Bushshrike
Spatula clypeata_Northern Shoveler
Jynx torquilla_Eurasian Wryneck
Aythya ferina_Common Pochard
Telophorus nigrifrons_Black-fronted Bushshrike
Chalcomitra senegalensis_Scarlet-chested Sunbird
Sylvia atricapilla_Eurasian Blackcap
Lagonosticta senegala_Red-billed Firefinch
Streptopelia capicola_Ring-necked Dove
Estrilda troglodytes_Black-rumped Waxbill
Chlidonias hybrida_Whiskered Tern
Ploceus xanthops_Holub's Golden-Weaver
Urocolius macrourus_Blue-naped Mousebird
Porzana porzana_Spotted Crake
Hirundo angolensis_Angola Swallow
Emberiza tahapisi_Cinnamon-breasted Bunting
Phoenicurus phoenicurus_Common Redstart
Iduna opaca_Western Olivaceous Warbler
Zosterops senegalensis_Northern Yellow White-eye
Kakamega poliothorax_Gray-chested Babbler
Sylvia abyssinica_African Hill Babbler
Onychognathus walleri_Waller's Starling
Leptoptilos crumenifer_Marabou Stork
Calidris temminckii_Temminck's Stint
Centropus superciliosus_White-browed Coucal
Turdus abyssinicus_Abyssinian Thrush
Cecropis cucullata_Greater Striped Swallow
Ploceus intermedius_Lesser Masked-Weaver
Circus macrourus_Pallid Harrier
Accipiter minullus_Little Sparrowhawk
Batis molitor_Chinspot Batis
Chroicocephalus cirrocephalus_Gray-hooded Gull
Botaurus stellaris_Great Bittern
Turdoides jardineii_Arrow-marked Babbler
Eremomela scotops_Greencap Eremomela
Crithagra atrogularis_Black-throated Canary
Hydrobates pelagicus_European Storm-Petrel
Ploceus velatus_Southern Masked-Weaver
Cisticola fulvicapilla_Piping Cisticola
Laniarius erythrogaster_Black-headed Gonolek
Campethera abingoni_Golden-tailed Woodpecker
Cisticola ayresii_Wing-snapping Cisticola
Streptopelia vinacea_Vinaceous Dove
Melaniparus leucomelas_White-winged Black-Tit
Coracina caesia_Gray Cuckooshrike
Cercotrichas leucophrys_Red-backed Scrub-Robin
Merops bullockoides_White-fronted Bee-eater
Circus pygargus_Montagu's Harrier
Gelochelidon nilotica_Gull-billed Tern
Cercotrichas galactotes_Rufous-tailed Scrub-Robin
Laniarius poensis_Western Boubou
Chalcomitra amethystina_Amethyst Sunbird
Columba guinea_Speckled Pigeon
Turtur chalcospilos_Emerald-spotted Wood-Dove
Petrochelidon spilodera_South African Swallow
Dicrurus divaricatus_Glossy-backed Drongo
Apus pallidus_Pallid Swift
Sylvietta ruficapilla_Red-capped Crombec
Monticola saxatilis_Rufous-tailed Rock-Thrush
Ploceus baglafecht_Baglafecht Weaver
Apaloderma vittatum_Bar-tailed Trogon
Lymnocryptes minimus_Jack Snipe
Ciconia nigra_Black Stork
Melaniparus rufiventris_Rufous-bellied Tit
Gymnoris superciliaris_Yellow-throated Bush Sparrow
Coracias caudatus_Lilac-breasted Roller
Ploceus luteolus_Little Weaver
Aythya nyroca_Ferruginous Duck
Glaucidium capense_African Barred Owlet
Sylvia atriceps_Rwenzori Hill Babbler
Vanellus senegallus_Wattled Lapwing
Euplectes franciscanus_Northern Red Bishop
Halcyon albiventris_Brown-hooded Kingfisher
Turtur abyssinicus_Black-billed Wood-Dove
Galerida cristata_Crested Lark
Phylloscopus collybita_Common Chiffchaff
Pterocles exustus_Chestnut-bellied Sandgrouse
Telophorus viridis_Four-colored Bushshrike
Vanellus tectus_Black-headed Lapwing
Otus scops_Eurasian Scops-Owl
Euodice cantans_African Silverbill
Laniarius atroflavus_Yellow-breasted Boubou
Psittacula krameri_Rose-ringed Parakeet
Vanellus spinosus_Spur-winged Lapwing
Merops bulocki_Red-throated Bee-eater
Ploceus vitellinus_Vitelline Masked-Weaver
Muscicapa aquatica_Swamp Flycatcher
Phoeniconaias minor_Lesser Flamingo
Cryptospiza reichenovii_Red-faced Crimsonwing
Zapornia pusilla_Baillon's Crake
Calonectris diomedea_Cory's Shearwater
Streptopelia roseogrisea_African Collared-Dove
Phyllolais pulchella_Buff-bellied Warbler
Malaconotus blanchoti_Gray-headed Bushshrike
Pterodroma madeira_Zino's Petrel
Pogoniulus chrysoconus_Yellow-fronted Tinkerbird
Sporopipes frontalis_Speckle-fronted Weaver
Phaethon aethereus_Red-billed Tropicbird
Mirafra cantillans_Singing Bushlark
Anas crecca_Green-winged Teal
Oenanthe hispanica_Western Black-eared Wheatear
Lanius corvinus_Yellow-billed Shrike
Oreolais pulcher_Black-collared Apalis
Cinnyris pulchellus_Beautiful Sunbird
Lamprotornis chalybaeus_Greater Blue-eared Starling
Cisticola chubbi_Chubb's Cisticola
Plocepasser superciliosus_Chestnut-crowned Sparrow-Weaver
Myrmecocichla aethiops_Northern Anteater-Chat
Hydrobates leucorhous_Leach's Storm-Petrel
Sterna dougallii_Roseate Tern
Lagonosticta rhodopareia_Jameson's Firefinch
Vidua funerea_Variable Indigobird
Motacilla cinerea_Gray Wagtail
Cercotrichas podobe_Black Scrub-Robin
Phoeniculus purpureus_Green Woodhoopoe
Thamnolaea cinnamomeiventris_Mocking Cliff-Chat
Ptilopachus petrosus_Stone Partridge
Lamprotornis chloropterus_Lesser Blue-eared Starling
Curruca curruca_Lesser Whitethroat
Vidua chalybeata_Village Indigobird
Prionops plumatus_White Helmetshrike
Cisticola aberrans_Rock-loving Cisticola
Circaetus gallicus_Short-toed Snake-Eagle
Ptilostomus afer_Piapiac
Tockus erythrorhynchus_Northern Red-billed Hornbill
Oenanthe isabellina_Isabelline Wheatear
Gyps fulvus_Eurasian Griffon
Cisticola aridulus_Desert Cisticola
Coracina pectoralis_White-breasted Cuckooshrike
Streptopelia decipiens_Mourning Collared-Dove
Glaucestrilda caerulescens_Lavender Waxbill
Ficedula albicollis_Collared Flycatcher
Lanius excubitor_Great Gray Shrike
Coracias abyssinicus_Abyssinian Roller
Curruca iberiae_Western Subalpine Warbler
Lanius collurio_Red-backed Shrike
Criniger calurus_Red-tailed Greenbul
Anthropoides virgo_Demoiselle Crane
Rhinopomastus cyanomelas_Common Scimitarbill
Merops orientalis_Green Bee-eater
Macrosphenus kempi_Kemp's Longbill
Poicephalus senegalus_Senegal Parrot
Salpornis salvadori_African Spotted Creeper
