Pycnonotus barbatus_Common Bulbul
Cossypha archeri_Archer's Robin-Chat
Centropus senegalensis_Senegal Coucal
Columba livia_Rock Pigeon
Otus scops_Eurasian Scops-Owl
Anous stolidus_Brown Noddy
Onychoprion anaethetus_Bridled Tern
Mirafra cantillans_Singing Bushlark
Telophorus dohertyi_Doherty's Bushshrike
Tricholaema melanocephala_Black-throated Barbet
Notopholia corusca_Black-bellied Starling
Rhodophoneus cruentus_Rosy-patched Bushshrike
Sylvia atriceps_Rwenzori Hill Babbler
Sternula saundersi_Saunders's Tern
Phoenicurus phoenicurus_Common Redstart
Lanius collaris_Southern Fiscal
Calendulauda poecilosterna_Pink-breasted Lark
Psittacula krameri_Rose-ringed Parakeet
Oreolais ruwenzorii_Rwenzori Apalis
Bycanistes fistulator_Piping Hornbill
Ploceus velatus_Southern Masked-Weaver
Thalasseus bengalensis_Lesser Crested Tern
Campethera mombassica_Mombasa Woodpecker
Turdoides plebejus_Brown Babbler
Lanius senator_Woodchat Shrike
Camaroptera superciliaris_Yellow-browed Camaroptera
Macrosphenus concolor_Gray Longbill
Sterna repressa_White-cheeked Tern
Cercococcyx olivinus_Olive Long-tailed Cuckoo
Melaniparus thruppi_Somali Tit
Thalasseus bergii_Great Crested Tern
Euplectes franciscanus_Northern Red Bishop
Erythrocercus holochlorus_Yellow Flycatcher
Cecropis cucullata_Greater Striped Swallow
Caprimulgus climacurus_Long-tailed Nightjar
Chlorocichla simplex_Simple Greenbul
Nicator vireo_Yellow-throated Nicator
Caprimulgus rufigena_Rufous-cheeked Nightjar
Sturnus vulgaris_European Starling
Tauraco fischeri_Fischer's Turaco
Ficedula semitorquata_Semicollared Flycatcher
Jynx torquilla_Eurasian Wryneck
Estrilda troglodytes_Black-rumped Waxbill
Ptilopsis leucotis_Northern White-faced Owl
Cisticola haematocephalus_Coastal Cisticola
Ixonotus guttatus_Spotted Greenbul
Turtur abyssinicus_Black-billed Wood-Dove
Fraseria ocreata_African Forest-Flycatcher
Trochocercus nitens_Blue-headed Crested-Flycatcher
Eurillas ansorgei_Ansorge's Greenbul
Pogoniulus atroflavus_Red-rumped Tinkerbird
Petrochelidon spilodera_South African Swallow
Horizocerus albocristatus_White-crested Hornbill
Chersomanes albofasciata_Spike-heeled Lark
Bubalornis albirostris_White-billed Buffalo-Weaver
Serinus canicollis_Cape Canary
