Vanellus chilensis_Southern Lapwing
Chelidoptera tenebrosa_Swallow-winged Puffbird
Galbula ruficauda_Rufous-tailed Jacamar
Hemitriccus nidipendulus_Hangnest Tody-Tyrant
Selenidera maculirostris_Spot-billed Toucanet
Legatus leucophaius_Piratic Flycatcher
Himantopus mexicanus_Black-necked Stilt
Platalea ajaja_Roseate Spoonbill
Synallaxis ruficapilla_Rufous-capped Spinetail
Bubulcus ibis_Cattle Egret
Anurolimnas viridis_Russet-crowned Crake
Porphyrio martinica_Purple Gallinule
Sporophila leucoptera_White-bellied Seedeater
Geranoaetus albicaudatus_White-tailed Hawk
Donacobius atricapilla_Black-capped Donacobius
Loriotus cristatus_Flame-crested Tanager
Elanoides forficatus_Swallow-tailed Kite
Anabazenops fuscus_White-collared Foliage-gleaner
Habia rubica_Red-crowned Ant-Tanager
Cairina moschata_Muscovy Duck
Sterna hirundinacea_South American Tern
Penelope superciliaris_Rusty-margined Guan
Tringa flavipes_Lesser Yellowlegs
Chionomesa lactea_Sapphire-spangled Emerald
Chlorophanes spiza_Green Honeycreeper
Sporophila nigricollis_Yellow-bellied Seedeater
Fregata magnificens_Magnificent Frigatebird
Myrmotherula axillaris_White-flanked Antwren
Cyanocorax cristatellus_Curl-crested Jay
Procnias nudicollis_Bare-throated Bellbird
Tachycineta leucorrhoa_White-rumped Swallow
Egretta caerulea_Little Blue Heron
Trogon viridis_Green-backed Trogon
Ramphocelus bresilius_Brazilian Tanager
Harpagus diodon_Rufous-thighed Kite
Pachyramphus viridis_Green-backed Becard
Geothlypis aequinoctialis_Masked Yellowthroat
Agelasticus cyanopus_Unicolored Blackbird
Pteroglossus aracari_Black-necked Aracari
Charadrius semipalmatus_Semipalmated Plover
Attila rufus_Gray-hooded Attila
Nyctidromus albicollis_Common Pauraque
Cranioleuca pallida_Pallid Spinetail
Turdus albicollis_White-necked Thrush
Larus dominicanus_Kelp Gull
Lepidocolaptes squamatus_Scaled Woodcreeper
Tersina viridis_Swallow Tanager
Tapera naevia_Striped Cuckoo
Poecilotriccus plumbeiceps_Ochre-faced Tody-Flycatcher
Columba livia_Rock Pigeon
Aramides saracura_Slaty-breasted Wood-Rail
Molothrus oryzivorus_Giant Cowbird
Xenops minutus_Plain Xenops
Cariama cristata_Red-legged Seriema
Conopophaga melanops_Black-cheeked Gnateater
Pionus maximiliani_Scaly-headed Parrot
Drymophila ferruginea_Ferruginous Antbird
Forpus xanthopterygius_Cobalt-rumped Parrotlet
Pachyramphus validus_Crested Becard
Malacoptila striata_Crescent-chested Puffbird
Thamnophilus caerulescens_Variable Antshrike
Streptoprocne biscutata_Biscutate Swift
Myiobius atricaudus_Black-tailed Flycatcher
Tringa melanoleuca_Greater Yellowlegs
Taraba major_Great Antshrike
Schistochlamys melanopis_Black-faced Tanager
Setophaga pitiayumi_Tropical Parula
Chlorophonia cyanea_Blue-naped Chlorophonia
Hemitriccus diops_Drab-breasted Pygmy-Tyrant
Conopophaga lineata_Rufous Gnateater
Platyrinchus mystaceus_White-throated Spadebill
Formicivora serrana_Serra Antwren
Spinus magellanicus_Hooded Siskin
Hylophilus poicilotis_Rufous-crowned Greenlet
Falco rufigularis_Bat Falcon
Leucochloris albicollis_White-throated Hummingbird
Turdus subalaris_Blacksmith Thrush
Synallaxis albescens_Pale-breasted Spinetail
Sporophila pileata_Pearly-bellied Seedeater
Sporophila angolensis_Chestnut-bellied Seed-Finch
Rhytipterna simplex_Grayish Mourner
Myrmoderus loricatus_White-bibbed Antbird
Systellura longirostris_Band-winged Nightjar
Ardea cocoi_Cocoi Heron
Rostrhamus sociabilis_Snail Kite
Tolmomyias flaviventris_Yellow-breasted Flycatcher
Hemithraupis ruficapilla_Rufous-headed Tanager
Nyctibius griseus_Common Potoo
Schistochlamys ruficapillus_Cinnamon Tanager
Arremon semitorquatus_Half-collared Sparrow
Patagioenas cayennensis_Pale-vented Pigeon
Leistes superciliaris_White-browed Meadowlark
Mionectes rufiventris_Gray-hooded Flycatcher
Drymophila squamata_Scaled Antbird
Pachyramphus marginatus_Black-capped Becard
Phaethornis ruber_Reddish Hermit
Ciccaba huhula_Black-banded Owl
Parabuteo unicinctus_Harris's Hawk
Mustelirallus albicollis_Ash-throated Crake
Sporophila frontalis_Buffy-fronted Seedeater
Chamaeza meruloides_Such's Antthrush
Lochmias nematura_Sharp-tailed Streamcreeper
Myiarchus tyrannulus_Brown-crested Flycatcher
Sclerurus scansor_Rufous-breasted Leaftosser
Dendroma rufa_Buff-fronted Foliage-gleaner
Micrastur ruficollis_Barred Forest-Falcon
Columbina picui_Picui Ground Dove
Drymophila ochropyga_Ochre-rumped Antbird
Chlorestes cyanus_White-chinned Sapphire
Xiphocolaptes albicollis_White-throated Woodcreeper
Streptoprocne zonaris_White-collared Swift
Pipraeidea melanonota_Fawn-breasted Tanager
Lurocalis semitorquatus_Short-tailed Nighthawk
Hemithraupis flavicollis_Yellow-backed Tanager
Anthracothorax nigricollis_Black-throated Mango
Jabiru mycteria_Jabiru
Conirostrum bicolor_Bicolored Conebill
Hypoedaleus guttatus_Spot-backed Antshrike
Chrysuronia versicolor_Versicolored Emerald
Serpophaga subcristata_White-crested Tyrannulet
Buteogallus meridionalis_Savanna Hawk
Schiffornis virescens_Greenish Schiffornis
Glaucidium brasilianum_Ferruginous Pygmy-Owl
Falco femoralis_Aplomado Falcon
Caryothraustes canadensis_Yellow-green Grosbeak
Embernagra platensis_Great Pampa-Finch
Piculus aurulentus_White-browed Woodpecker
Coryphospingus pileatus_Pileated Finch
Mackenziaena severa_Tufted Antshrike
Terenura maculata_Streak-capped Antwren
Corythopis delalandi_Southern Antpipit
Claravis pretiosa_Blue Ground Dove
Calidris fuscicollis_White-rumped Sandpiper
Elaenia mesoleuca_Olivaceous Elaenia
Pteroglossus bailloni_Saffron Toucanet
Calidris melanotos_Pectoral Sandpiper
Herpetotheres cachinnans_Laughing Falcon
Baryphthengus ruficapillus_Rufous-capped Motmot
Myiophobus fasciatus_Bran-colored Flycatcher
Phylloscartes ventralis_Mottle-cheeked Tyrannulet
Tangara desmaresti_Brassy-breasted Tanager
Asemospiza fuliginosa_Sooty Grassquit
Myiobius barbatus_Whiskered Flycatcher
Nonnula rubecula_Rusty-breasted Nunlet
Arundinicola leucocephala_White-headed Marsh Tyrant
Pitangus lictor_Lesser Kiskadee
Scytalopus speluncae_Mouse-colored Tapaculo
Melanerpes flavifrons_Yellow-fronted Woodpecker
Phyllomyias fasciatus_Planalto Tyrannulet
Oxyruncus cristatus_Sharpbill
Odontophorus capueira_Spot-winged Wood-Quail
Haplospiza unicolor_Uniform Finch
Xiphorhynchus guttatus_Buff-throated Woodcreeper
Micrastur semitorquatus_Collared Forest-Falcon
Contopus cinereus_Tropical Pewee
Aramus guarauna_Limpkin
Emberizoides herbicola_Wedge-tailed Grass-Finch
Ixobrychus exilis_Least Bittern
Nyctiphrynus ocellatus_Ocellated Poorwill
Busarellus nigricollis_Black-collared Hawk
Dendrocolaptes platyrostris_Planalto Woodcreeper
Rhopias gularis_Star-throated Antwren
Nycticorax nycticorax_Black-crowned Night-Heron
Trogon rufus_Black-throated Trogon
Dryocopus lineatus_Lineated Woodpecker
Tityra cayana_Black-tailed Tityra
Rynchops niger_Black Skimmer
Amazona rhodocorytha_Red-browed Parrot
Thlypopsis sordida_Orange-headed Tanager
Spizaetus tyrannus_Black Hawk-Eagle
Sternula superciliaris_Yellow-billed Tern
Geotrygon montana_Ruddy Quail-Dove
Laterallus melanophaius_Rufous-sided Crake
Phaethornis eurynome_Scale-throated Hermit
Pulsatrix koeniswaldiana_Tawny-browed Owl
Glaucis hirsutus_Rufous-breasted Hermit
Megascops choliba_Tropical Screech-Owl
Circus buffoni_Long-winged Harrier
Pyrrhura leucotis_Maroon-faced Parakeet
Nemosia pileata_Hooded Tanager
Ixobrychus involucris_Stripe-backed Bittern
Mackenziaena leachii_Large-tailed Antshrike
Grallaria varia_Variegated Antpitta
Chloroceryle amazona_Amazon Kingfisher
Ramphotrigon megacephalum_Large-headed Flatbill
Leptodon cayanensis_Gray-headed Kite
Accipiter bicolor_Bicolored Hawk
Megascops atricapilla_Black-capped Screech-Owl
Sporophila collaris_Rusty-collared Seedeater
Phaethornis squalidus_Dusky-throated Hermit
Molothrus rufoaxillaris_Screaming Cowbird
Cochlearius cochlearius_Boat-billed Heron
Piprites chloris_Wing-barred Piprites
Thamnophilus palliatus_Chestnut-backed Antshrike
Brotogeris tirica_Plain Parakeet
Elaenia parvirostris_Small-billed Elaenia
Campylorhamphus falcularius_Black-billed Scythebill
Amazona farinosa_Mealy Parrot
Serpophaga nigricans_Sooty Tyrannulet
Crypturellus tataupa_Tataupa Tinamou
Chionomesa fimbriata_Glittering-throated Emerald
Piculus flavigula_Yellow-throated Woodpecker
Syndactyla rufosuperciliata_Buff-browed Foliage-gleaner
Clytolaema rubricauda_Brazilian Ruby
Campephilus robustus_Robust Woodpecker
Phacellodomus ferrugineigula_Orange-breasted Thornbird
Nystalus chacuru_White-eared Puffbird
Thamnophilus ruficapillus_Rufous-capped Antshrike
Phyllomyias griseocapilla_Gray-capped Tyrannulet
Pyrrhura cruentata_Ochre-marked Parakeet
Tinamus solitarius_Solitary Tinamou
Phaetusa simplex_Large-billed Tern
Columbina minuta_Plain-breasted Ground Dove
Dendrocygna autumnalis_Black-bellied Whistling-Duck
Buteo brachyurus_Short-tailed Hawk
Muscipipra vetula_Shear-tailed Gray Tyrant
Cantorchilus longirostris_Long-billed Wren
Tigrisoma lineatum_Rufescent Tiger-Heron
Sporophila falcirostris_Temminck's Seedeater
Sporophila bouvreuil_Copper Seedeater
Asio clamator_Striped Owl
Pseudoleistes guirahuro_Yellow-rumped Marshbird
Sicalis luteola_Grassland Yellow-Finch
Actitis macularius_Spotted Sandpiper
Philydor atricapillus_Black-capped Foliage-gleaner
Anthus lutescens_Yellowish Pipit
Pyrocephalus rubinus_Vermilion Flycatcher
Elaenia spectabilis_Large Elaenia
Chaetura cinereiventris_Gray-rumped Swift
Ciccaba virgata_Mottled Owl
Psilorhamphus guttatus_Spotted Bamboowren
Patagioenas speciosa_Scaled Pigeon
Piranga flava_Hepatic Tanager
Phyllomyias burmeisteri_Rough-legged Tyrannulet
Charadrius collaris_Collared Plover
Falco deiroleucus_Orange-breasted Falcon
Colaptes melanochloros_Green-barred Woodpecker
Ramphocaenus melanurus_Long-billed Gnatwren
Anhima cornuta_Horned Screamer
Accipiter superciliosus_Tiny Hawk
Pionopsitta pileata_Pileated Parrot
Aramides cajaneus_Gray-cowled Wood-Rail
Anabacerthia amaurotis_White-browed Foliage-gleaner
Anabacerthia lichtensteini_Ochre-breasted Foliage-gleaner
Batara cinerea_Giant Antshrike
Hemitriccus orbitatus_Eye-ringed Tody-Tyrant
Stephanophorus diadematus_Diademed Tanager
Carpornis cucullata_Hooded Berryeater
Chordeiles nacunda_Nacunda Nighthawk
Phyllomyias virescens_Greenish Tyrannulet
Elaenia sordida_Small-headed Elaenia
Biatas nigropectus_White-bearded Antshrike
Lipaugus lanioides_Cinnamon-vented Piha
Formicarius colma_Rufous-capped Antthrush
Drymophila genei_Rufous-tailed Antbird
Myrmotherula minor_Salvadori's Antwren
Tyrannus albogularis_White-throated Kingbird
Pluvialis dominica_American Golden-Plover
Antrostomus rufus_Rufous Nightjar
Merulaxis ater_Slaty Bristlefront
Melanerpes candidus_White Woodpecker
Spizaetus melanoleucus_Black-and-white Hawk-Eagle
Saltator maxillosus_Thick-billed Saltator
Tityra inquisitor_Black-crowned Tityra
Stephanoxis lalandi_Green-crowned Plovercrest
Platyrinchus leucoryphus_Russet-winged Spadebill
Chloroceryle americana_Green Kingfisher
Rallus longirostris_Mangrove Rail
Sporophila plumbea_Plumbeous Seedeater
Alopochelidon fucata_Tawny-headed Swallow
Anumbius annumbi_Firewood-gatherer
Syrigma sibilatrix_Whistling Heron
Zenaida auriculata_Eared Dove
Orthogonys chloricterus_Olive-green Tanager
Spizaetus ornatus_Ornate Hawk-Eagle
Nyctibius grandis_Great Potoo
Pyroderus scutatus_Red-ruffed Fruitcrow
Donacospiza albifrons_Long-tailed Reed Finch
Asio stygius_Stygian Owl
Ramphastos dicolorus_Red-breasted Toucan
Diopsittaca nobilis_Red-shouldered Macaw
Buteo nitidus_Gray-lined Hawk
Eleoscytalopus indigoticus_White-breasted Tapaculo
Nengetus cinereus_Gray Monjita
Chondrohierax uncinatus_Hook-billed Kite
Buteo albonotatus_Zone-tailed Hawk
Cnemotriccus fuscatus_Fuscous Flycatcher
Harpagus bidentatus_Double-toothed Kite
Hylophilus amaurocephalus_Gray-eyed Greenlet
Chlorophonia cyanocephala_Golden-rumped Euphonia
Geranospiza caerulescens_Crane Hawk
Coccyzus euleri_Pearly-breasted Cuckoo
Dendrocygna viduata_White-faced Whistling-Duck
Neothraupis fasciata_White-banded Tanager
Crypturellus soui_Little Tinamou
Phaeomyias murina_Mouse-colored Tyrannulet
Euphonia xanthogaster_Orange-bellied Euphonia
Tolmomyias poliocephalus_Gray-crowned Flycatcher
Laterallus leucopyrrhus_Red-and-white Crake
Strix hylophila_Rusty-barred Owl
Parabuteo leucorrhous_White-rumped Hawk
Pseudocolopteryx sclateri_Crested Doradito
Atticora tibialis_White-thighed Swallow
Orchesticus abeillei_Brown Tanager
Tangara mexicana_Turquoise Tanager
Petrochelidon pyrrhonota_Cliff Swallow
Tachybaptus dominicus_Least Grebe
Thlypopsis pyrrhocoma_Chestnut-headed Tanager
Phylloscartes difficilis_Serra do Mar Tyrannulet
Heliobletus contaminatus_Sharp-billed Treehunter
Phylloscartes oustaleti_Oustalet's Tyrannulet
Cercomacra brasiliana_Rio de Janeiro Antbird
Thraupis cyanoptera_Azure-shouldered Tanager
Synallaxis frontalis_Sooty-fronted Spinetail
Touit melanonotus_Brown-backed Parrotlet
Triclaria malachitacea_Blue-bellied Parrot
Microspingus lateralis_Buff-throated Warbling Finch
Stilpnia peruviana_Black-backed Tanager
Asthenes moreirae_Itatiaia Spinetail
Polytmus guainumbi_White-tailed Goldenthroat
Euphonia chalybea_Green-throated Euphonia
Campylorhynchus turdinus_Thrush-like Wren
Geranoaetus melanoleucus_Black-chested Buzzard-Eagle
Crypturellus parvirostris_Small-billed Tinamou
Mesembrinibis cayennensis_Green Ibis
Heliothryx auritus_Black-eared Fairy
Cichlocolaptes leucophrus_Pale-browed Treehunter
Fluvicola albiventer_Black-backed Water-Tyrant
Tachycineta albiventer_White-winged Swallow
Cyanoloxia brissonii_Ultramarine Grosbeak
Myiopagis caniceps_Gray Elaenia
Iodopleura pipra_Buff-throated Purpletuft
Laterallus exilis_Gray-breasted Crake
Glaucidium minutissimum_Least Pygmy-Owl
Ramphastos toco_Toco Toucan
Myiarchus tuberculifer_Dusky-capped Flycatcher
Coccyzus americanus_Yellow-billed Cuckoo
Notharchus swainsoni_Buff-bellied Puffbird
Schiffornis turdina_Brown-winged Schiffornis
Podilymbus podiceps_Pied-billed Grebe
Gallinago undulata_Giant Snipe
Accipiter striatus_Sharp-shinned Hawk
Ramphodon naevius_Saw-billed Hermit
Thalasseus maximus_Royal Tern
Anthus hellmayri_Hellmayr's Pipit
Colibri serrirostris_White-vented Violetear
Setopagis parvula_Little Nightjar
Saltatricula atricollis_Black-throated Saltator
Crypturellus noctivagus_Yellow-legged Tinamou
Elanus leucurus_White-tailed Kite
Amazona vinacea_Vinaceous-breasted Parrot
Hylocharis sapphirina_Rufous-throated Sapphire
Hydropsalis torquata_Scissor-tailed Nightjar
Pseudopipra pipra_White-crowned Manakin
Chordeiles minor_Common Nighthawk
Jacamaralcyon tridactyla_Three-toed Jacamar
Crypturellus variegatus_Variegated Tinamou
Euscarthmus meloryphus_Rufous-crowned Pygmy-Tyrant
Gallinago paraguaiae_Paraguayan Snipe
Chamaeza campanisona_Short-tailed Antthrush
Columbina squammata_Scaled Dove
Dendroplex picus_Straight-billed Woodcreeper
Neopelma aurifrons_Wied's Tyrant-Manakin
Plegadis chihi_White-faced Ibis
Tyto alba_Barn Owl
Chrysolampis mosquitus_Ruby-topaz Hummingbird
Mionectes oleagineus_Ochre-bellied Flycatcher
Nyctibius aethereus_Long-tailed Potoo
Thalasseus sandvicensis_Sandwich Tern
Tringa semipalmata_Willet
Pionus menstruus_Blue-headed Parrot
Chordeiles acutipennis_Lesser Nighthawk
Nyctanassa violacea_Yellow-crowned Night-Heron
Pandion haliaetus_Osprey
Falco peregrinus_Peregrine Falcon
Elaenia cristata_Plain-crested Elaenia
Tringa solitaria_Solitary Sandpiper
Ortalis araucuan_East Brazilian Chachalaca
Chlorestes notata_Blue-chinned Sapphire
Ornithion inerme_White-lored Tyrannulet
Ceratopipra rubrocapilla_Red-headed Manakin
Nyctibius leucopterus_White-winged Potoo
Formicivora grisea_White-fringed Antwren
Lepidocolaptes angustirostris_Narrow-billed Woodcreeper
Arremon taciturnus_Pectoral Sparrow
Pluvialis squatarola_Black-bellied Plover
Theristicus caudatus_Buff-necked Ibis
Cichlopsis leucogenys_Rufous-brown Solitaire
Tangara cyanocephala_Red-necked Tanager
Turdus fumigatus_Cocoa Thrush
Carpornis melanocephala_Black-headed Berryeater
Riparia riparia_Bank Swallow
Haematopus palliatus_American Oystercatcher
Arenaria interpres_Ruddy Turnstone
Touit surdus_Golden-tailed Parrotlet
Icterus pyrrhopterus_Variable Oriole
Calidris alba_Sanderling
Bubo virginianus_Great Horned Owl
Coccyzus melacoryphus_Dark-billed Cuckoo
Sporophila albogularis_White-throated Seedeater
Phimosus infuscatus_Bare-faced Ibis
Attila spadiceus_Bright-rumped Attila
Xolmis irupero_White Monjita
Myrmoderus ruficauda_Scalloped Antbird
Glyphorynchus spirurus_Wedge-billed Woodcreeper
Rhynchocyclus olivaceus_Olivaceous Flatbill
Lipaugus vociferans_Screaming Piha
Dryobates affinis_Red-stained Woodpecker
Nothura boraquira_White-bellied Nothura
Hirundo rustica_Barn Swallow
Rhynchotus rufescens_Red-winged Tinamou
Phacellodomus erythrophthalmus_Orange-eyed Thornbird
Numenius phaeopus_Whimbrel
Columbina passerina_Common Ground Dove
Chiroxiphia pareola_Blue-backed Manakin
Asio flammeus_Short-eared Owl
Elaenia albiceps_White-crested Elaenia
Cacicus cela_Yellow-rumped Cacique
Dendrocygna bicolor_Fulvous Whistling-Duck
Elaenia chiriquensis_Lesser Elaenia
Amaurolimnas concolor_Uniform Crake
Campephilus melanoleucos_Crimson-crested Woodpecker
Progne subis_Purple Martin
Myiopagis viridicata_Greenish Elaenia
Mycteria americana_Wood Stork
Cypsnagra hirundinacea_White-rumped Tanager
Thamnophilus doliatus_Barred Antshrike
Conopias trivirgatus_Three-striped Flycatcher
Vanellus cayanus_Pied Lapwing
Sicalis citrina_Stripe-tailed Yellow-Finch
Buteogallus urubitinga_Great Black Hawk
Amazona aestiva_Turquoise-fronted Parrot
Myiothlypis rivularis_Riverbank Warbler
Nothura maculosa_Spotted Nothura
Cacicus solitarius_Solitary Black Cacique
Myiothlypis leucoblephara_White-browed Warbler
Thalurania furcata_Fork-tailed Woodnymph
Dryobates passerinus_Little Woodpecker
Ramphocelus carbo_Silver-beaked Tanager
Hemitriccus furcatus_Fork-tailed Pygmy-Tyrant
Formicivora rufa_Rusty-backed Antwren
Rhopospina caerulescens_Blue Finch
Herpsilochmus atricapillus_Black-capped Antwren
Phacellodomus ruber_Greater Thornbird
Empidonomus aurantioatrocristatus_Crowned Slaty Flycatcher
Piculus chrysochloros_Golden-green Woodpecker
Xenopsaris albinucha_White-naped Xenopsaris
Gampsonyx swainsonii_Pearl Kite
Myiothlypis flaveola_Flavescent Warbler
Lipaugus ater_Black-and-gold Cotinga
Tachornis squamata_Fork-tailed Palm-Swift
Suiriri suiriri_Suiriri Flycatcher
Chordeiles pusillus_Least Nighthawk
Antilophia galeata_Helmeted Manakin
Campylorhamphus trochilirostris_Red-billed Scythebill
Eucometis penicillata_Gray-headed Tanager
Cranioleuca vulpina_Rusty-backed Spinetail
Chamaeza ruficauda_Rufous-tailed Antthrush
Schoeniophylax phryganophilus_Chotoy Spinetail
Aratinga auricapillus_Golden-capped Parakeet
Charitospiza eucosma_Coal-crested Finch
Drymophila rubricollis_Bertoni's Antbird
Dysithamnus xanthopterus_Rufous-backed Antvireo
Gelochelidon nilotica_Gull-billed Tern
Porphyrio flavirostris_Azure Gallinule
Sterna hirundo_Common Tern
Dromococcyx phasianellus_Pheasant Cuckoo
Amaurospiza moesta_Blackish-blue Seedeater
Ara ararauna_Blue-and-yellow Macaw
Neopelma chrysolophum_Serra do Mar Tyrant-Manakin
Cyanocorax chrysops_Plush-crested Jay
Polystictus superciliaris_Gray-backed Tachuri
Thamnophilus torquatus_Rufous-winged Antshrike
Thectocercus acuticaudatus_Blue-crowned Parakeet
Thamnophilus pelzelni_Planalto Slaty-Antshrike
Sublegatus modestus_Southern Scrub-Flycatcher
Drymophila malura_Dusky-tailed Antbird
Dromococcyx pavoninus_Pavonine Cuckoo
Neopelma pallescens_Pale-bellied Tyrant-Manakin
Rhea americana_Greater Rhea
Ara chloropterus_Red-and-green Macaw
Synallaxis hellmayri_Red-shouldered Spinetail
Saltator coerulescens_Blue-gray Saltator
Celeus ochraceus_Ochre-backed Woodpecker
Momotus momota_Amazonian Motmot
Pulsatrix perspicillata_Spectacled Owl
Cantorchilus leucotis_Buff-breasted Wren
Hemitriccus striaticollis_Stripe-necked Tody-Tyrant
Polioptila dumicola_Masked Gnatcatcher
Tachyphonus rufus_White-lined Tanager
Culicivora caudacuta_Sharp-tailed Tyrant
Crypturellus undulatus_Undulated Tinamou
Myrmotherula unicolor_Unicolored Antwren
Melanopareia torquata_Collared Crescentchest
